sid,from_number,to_number,status,direction,duration,price,price_unit,answered_by,start_time,end_time,date_created
CA0000000000000001,+14065550200,+14065550100,no-answer,inbound,60,-0.02,USD,machine,2024-01-02T08:30:00Z,2024-01-02T08:31:00Z,2024-01-02T08:30:00Z
CA0000000000000002,+14065550101,+14065550201,completed,outbound-api,71,-0.04,USD,human,2024-01-02T13:30:00Z,2024-01-02T13:32:00Z,2024-01-02T13:30:00Z
CA0000000000000003,+14065550102,+14065550202,completed,outbound-api,82,-0.06,USD,human,2024-01-02T18:30:00Z,2024-01-02T18:33:00Z,2024-01-02T18:30:00Z
CA0000000000000004,+14065550203,+14065550100,completed,inbound,93,-0.08,USD,human,2024-01-02T23:30:00Z,2024-01-02T23:34:00Z,2024-01-02T23:30:00Z
CA0000000000000005,+14065550104,+14065550204,completed,outbound-api,104,-0.10,USD,human,2024-01-03T04:30:00Z,2024-01-03T04:35:00Z,2024-01-03T04:30:00Z
CA0000000000000006,+14065550105,+14065550205,completed,outbound-api,115,-0.02,USD,human,2024-01-03T09:30:00Z,2024-01-03T09:36:00Z,2024-01-03T09:30:00Z
CA0000000000000007,+14065550206,+14065550100,completed,inbound,126,-0.04,USD,human,2024-01-03T14:30:00Z,2024-01-03T14:37:00Z,2024-01-03T14:30:00Z
CA0000000000000008,+14065550107,+14065550207,completed,outbound-api,137,-0.06,USD,human,2024-01-03T19:30:00Z,2024-01-03T19:38:00Z,2024-01-03T19:30:00Z
CA0000000000000009,+14065550108,+14065550208,completed,outbound-api,148,-0.08,USD,human,2024-01-04T00:30:00Z,2024-01-04T00:39:00Z,2024-01-04T00:30:00Z
CA0000000000000010,+14065550209,+14065550100,completed,inbound,159,-0.10,USD,human,2024-01-04T05:30:00Z,2024-01-04T05:31:00Z,2024-01-04T05:30:00Z
CA0000000000000011,+14065550110,+14065550210,completed,outbound-api,170,-0.02,USD,human,2024-01-04T10:30:00Z,2024-01-04T10:32:00Z,2024-01-04T10:30:00Z
CA0000000000000012,+14065550111,+14065550211,completed,outbound-api,181,-0.04,USD,human,2024-01-04T15:30:00Z,2024-01-04T15:33:00Z,2024-01-04T15:30:00Z
CA0000000000000013,+14065550212,+14065550100,completed,inbound,192,-0.06,USD,human,2024-01-04T20:30:00Z,2024-01-04T20:34:00Z,2024-01-04T20:30:00Z
CA0000000000000014,+14065550113,+14065550213,no-answer,outbound-api,203,-0.08,USD,machine,2024-01-05T01:30:00Z,2024-01-05T01:35:00Z,2024-01-05T01:30:00Z
CA0000000000000015,+14065550114,+14065550214,completed,outbound-api,214,-0.10,USD,human,2024-01-05T06:30:00Z,2024-01-05T06:36:00Z,2024-01-05T06:30:00Z
CA0000000000000016,+14065550215,+14065550100,completed,inbound,225,-0.02,USD,human,2024-01-05T11:30:00Z,2024-01-05T11:37:00Z,2024-01-05T11:30:00Z
CA0000000000000017,+14065550101,+14065550216,completed,outbound-api,236,-0.04,USD,human,2024-01-05T16:30:00Z,2024-01-05T16:38:00Z,2024-01-05T16:30:00Z
CA0000000000000018,+14065550102,+14065550217,completed,outbound-api,247,-0.06,USD,human,2024-01-05T21:30:00Z,2024-01-05T21:39:00Z,2024-01-05T21:30:00Z
CA0000000000000019,+14065550218,+14065550100,completed,inbound,258,-0.08,USD,human,2024-01-06T02:30:00Z,2024-01-06T02:31:00Z,2024-01-06T02:30:00Z
CA0000000000000020,+14065550104,+14065550219,completed,outbound-api,269,-0.10,USD,human,2024-01-06T07:30:00Z,2024-01-06T07:32:00Z,2024-01-06T07:30:00Z
CA0000000000000021,+14065550105,+14065550220,completed,outbound-api,280,-0.02,USD,human,2024-01-06T12:30:00Z,2024-01-06T12:33:00Z,2024-01-06T12:30:00Z
CA0000000000000022,+14065550221,+14065550100,completed,inbound,291,-0.04,USD,human,2024-01-06T17:30:00Z,2024-01-06T17:34:00Z,2024-01-06T17:30:00Z
CA0000000000000023,+14065550107,+14065550222,completed,outbound-api,302,-0.06,USD,human,2024-01-06T22:30:00Z,2024-01-06T22:35:00Z,2024-01-06T22:30:00Z
CA0000000000000024,+14065550108,+14065550223,completed,outbound-api,313,-0.08,USD,human,2024-01-07T03:30:00Z,2024-01-07T03:36:00Z,2024-01-07T03:30:00Z
CA0000000000000025,+14065550224,+14065550100,completed,inbound,324,-0.10,USD,human,2024-01-07T08:30:00Z,2024-01-07T08:37:00Z,2024-01-07T08:30:00Z
CA0000000000000026,+14065550110,+14065550225,completed,outbound-api,335,-0.02,USD,human,2024-01-07T13:30:00Z,2024-01-07T13:38:00Z,2024-01-07T13:30:00Z
CA0000000000000027,+14065550111,+14065550226,no-answer,outbound-api,346,-0.04,USD,machine,2024-01-07T18:30:00Z,2024-01-07T18:39:00Z,2024-01-07T18:30:00Z
CA0000000000000028,+14065550227,+14065550100,completed,inbound,357,-0.06,USD,human,2024-01-07T23:30:00Z,2024-01-07T23:31:00Z,2024-01-07T23:30:00Z
CA0000000000000029,+14065550113,+14065550228,completed,outbound-api,368,-0.08,USD,human,2024-01-08T04:30:00Z,2024-01-08T04:32:00Z,2024-01-08T04:30:00Z
CA0000000000000030,+14065550114,+14065550229,completed,outbound-api,379,-0.10,USD,human,2024-01-08T09:30:00Z,2024-01-08T09:33:00Z,2024-01-08T09:30:00Z
CA0000000000000031,+14065550230,+14065550100,completed,inbound,390,-0.02,USD,human,2024-01-08T14:30:00Z,2024-01-08T14:34:00Z,2024-01-08T14:30:00Z
CA0000000000000032,+14065550101,+14065550231,completed,outbound-api,401,-0.04,USD,human,2024-01-08T19:30:00Z,2024-01-08T19:35:00Z,2024-01-08T19:30:00Z
CA0000000000000033,+14065550102,+14065550232,completed,outbound-api,412,-0.06,USD,human,2024-01-09T00:30:00Z,2024-01-09T00:36:00Z,2024-01-09T00:30:00Z
CA0000000000000034,+14065550233,+14065550100,completed,inbound,423,-0.08,USD,human,2024-01-09T05:30:00Z,2024-01-09T05:37:00Z,2024-01-09T05:30:00Z
CA0000000000000035,+14065550104,+14065550234,completed,outbound-api,434,-0.10,USD,human,2024-01-09T10:30:00Z,2024-01-09T10:38:00Z,2024-01-09T10:30:00Z
CA0000000000000036,+14065550105,+14065550235,completed,outbound-api,445,-0.02,USD,human,2024-01-09T15:30:00Z,2024-01-09T15:39:00Z,2024-01-09T15:30:00Z
CA0000000000000037,+14065550236,+14065550100,completed,inbound,456,-0.04,USD,human,2024-01-09T20:30:00Z,2024-01-09T20:31:00Z,2024-01-09T20:30:00Z
CA0000000000000038,+14065550107,+14065550237,completed,outbound-api,467,-0.06,USD,human,2024-01-10T01:30:00Z,2024-01-10T01:32:00Z,2024-01-10T01:30:00Z
CA0000000000000039,+14065550108,+14065550238,completed,outbound-api,478,-0.08,USD,human,2024-01-10T06:30:00Z,2024-01-10T06:33:00Z,2024-01-10T06:30:00Z
CA0000000000000040,+14065550239,+14065550100,no-answer,inbound,489,-0.10,USD,machine,2024-01-10T11:30:00Z,2024-01-10T11:34:00Z,2024-01-10T11:30:00Z
CA0000000000000041,+14065550110,+14065550240,completed,outbound-api,500,-0.02,USD,human,2024-01-10T16:30:00Z,2024-01-10T16:35:00Z,2024-01-10T16:30:00Z
CA0000000000000042,+14065550111,+14065550241,completed,outbound-api,511,-0.04,USD,human,2024-01-10T21:30:00Z,2024-01-10T21:36:00Z,2024-01-10T21:30:00Z
CA0000000000000043,+14065550242,+14065550100,completed,inbound,522,-0.06,USD,human,2024-01-11T02:30:00Z,2024-01-11T02:37:00Z,2024-01-11T02:30:00Z
CA0000000000000044,+14065550113,+14065550243,completed,outbound-api,533,-0.08,USD,human,2024-01-11T07:30:00Z,2024-01-11T07:38:00Z,2024-01-11T07:30:00Z
