id,host_id,topic,type,status,start_time,duration,timezone,join_url,agenda,created_at
85012345670,u-brian-c34a10b3,Dr. Cheng — Psychiatry Telemedicine (Monthly),2,finished,2025-12-09T16:30:00Z,30,America/New_York,https://zoom.us/j/85012345670,Monthly psychiatric medication check-in with Dr. Lisa Cheng — telemedicine,2025-11-26T00:00:00Z
85012345671,u-brian-c34a10b3,Boston IVF — Nurse Coordinator Check-In,2,finished,2025-12-13T14:00:00Z,30,America/New_York,https://zoom.us/j/85012345671,Boston IVF nurse coordinator check-in — treatment cycle planning,2025-11-25T00:00:00Z
85012345672,u-brian-c34a10b3,Amberfield PH 206 — Student Office Hours,2,waiting,2025-12-18T19:00:00Z,60,America/New_York,https://zoom.us/j/85012345672,PH 206 student office hours — Introduction to Biostatistics for Public Health,2025-11-24T00:00:00Z
85012345673,u-brian-c34a10b3,Boston IVF — Nurse Coordinator Check-In,2,waiting,2025-12-20T14:00:00Z,30,America/New_York,https://zoom.us/j/85012345673,Boston IVF nurse coordinator check-in — stimulation protocol review,2025-11-23T00:00:00Z
85012345674,u-brian-c34a10b3,Dr. Cheng — Psychiatry Telemedicine (Monthly),2,waiting,2026-01-14T16:30:00Z,30,America/New_York,https://zoom.us/j/85012345674,Monthly psychiatric medication check-in with Dr. Lisa Cheng — telemedicine,2025-11-22T00:00:00Z
85012345675,u-brian-c34a10b3,Dr. Cheng - Psychiatry Telemedicine (Monthly),2,waiting,2026-05-16T08:00:00Z,45,America/New_York,https://zoom.us/j/85012345675,Dr. Cheng - Psychiatry Telemedicine (Monthly),2026-05-16T00:00:00Z
85012345676,u-brian-c34a10b3,Windbridge Partners - Biostatistics Standup,2,waiting,2026-09-03T09:00:00Z,30,America/New_York,https://zoom.us/j/85012345676,Windbridge Partners - Biostatistics Standup,2026-09-03T00:00:00Z
85012345677,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,finished,2026-05-13T15:00:00Z,45,America/New_York,https://zoom.us/j/85012345677,NEJM Manuscript - Revision Working Session,2026-05-13T00:00:00Z
85012345678,u-brian-c34a10b3,Boston IVF - Nurse Coordinator Check-In,2,finished,2026-08-01T11:00:00Z,30,America/New_York,https://zoom.us/j/85012345678,Boston IVF - Nurse Coordinator Check-In,2026-08-01T00:00:00Z
85012345679,u-brian-c34a10b3,Dr. Cheng - Psychiatry Telemedicine (Monthly),2,finished,2026-06-19T17:00:00Z,60,America/New_York,https://zoom.us/j/85012345679,Dr. Cheng - Psychiatry Telemedicine (Monthly),2026-06-19T00:00:00Z
85012345680,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-09-09T15:00:00Z,30,America/New_York,https://zoom.us/j/85012345680,Therapy - Dr. Miller (biweekly),2026-09-09T00:00:00Z
85012345681,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-08-07T14:00:00Z,45,America/New_York,https://zoom.us/j/85012345681,Therapy - Dr. Miller (biweekly),2026-08-07T00:00:00Z
85012345682,u-brian-c34a10b3,Windbridge Partners - Biostatistics Standup,2,finished,2026-05-03T16:00:00Z,30,America/New_York,https://zoom.us/j/85012345682,Windbridge Partners - Biostatistics Standup,2026-05-03T00:00:00Z
85012345683,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,finished,2026-05-01T09:00:00Z,30,America/New_York,https://zoom.us/j/85012345683,NEJM Manuscript - Revision Working Session,2026-05-01T00:00:00Z
85012345684,u-brian-c34a10b3,Amberfield PH 206 - Student Office Hours,2,finished,2026-06-22T10:00:00Z,60,America/New_York,https://zoom.us/j/85012345684,Amberfield PH 206 - Student Office Hours,2026-06-22T00:00:00Z
85012345685,u-brian-c34a10b3,Dr. Cheng - Psychiatry Telemedicine (Monthly),2,waiting,2026-09-02T10:00:00Z,60,America/New_York,https://zoom.us/j/85012345685,Dr. Cheng - Psychiatry Telemedicine (Monthly),2026-09-02T00:00:00Z
85012345686,u-brian-c34a10b3,Amberfield PH 206 - Student Office Hours,2,finished,2026-07-24T14:00:00Z,30,America/New_York,https://zoom.us/j/85012345686,Amberfield PH 206 - Student Office Hours,2026-07-24T00:00:00Z
85012345687,u-brian-c34a10b3,First-Gen STEM Mentorship - Student Session,2,waiting,2026-07-02T12:00:00Z,45,America/New_York,https://zoom.us/j/85012345687,First-Gen STEM Mentorship - Student Session,2026-07-02T00:00:00Z
85012345688,u-brian-c34a10b3,Dr. Cheng - Psychiatry Telemedicine (Monthly),2,finished,2026-06-27T08:00:00Z,45,America/New_York,https://zoom.us/j/85012345688,Dr. Cheng - Psychiatry Telemedicine (Monthly),2026-06-27T00:00:00Z
85012345689,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,waiting,2026-05-23T17:00:00Z,45,America/New_York,https://zoom.us/j/85012345689,Therapy - Dr. Miller (biweekly),2026-05-23T00:00:00Z
85012345690,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,waiting,2026-05-24T08:00:00Z,60,America/New_York,https://zoom.us/j/85012345690,Therapy - Dr. Miller (biweekly),2026-05-24T00:00:00Z
85012345691,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-06-09T14:00:00Z,30,America/New_York,https://zoom.us/j/85012345691,Therapy - Dr. Miller (biweekly),2026-06-09T00:00:00Z
85012345692,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,waiting,2026-08-19T08:00:00Z,30,America/New_York,https://zoom.us/j/85012345692,Therapy - Dr. Miller (biweekly),2026-08-19T00:00:00Z
85012345693,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,finished,2026-08-17T13:00:00Z,30,America/New_York,https://zoom.us/j/85012345693,NEJM Manuscript - Revision Working Session,2026-08-17T00:00:00Z
85012345694,u-brian-c34a10b3,Windbridge Partners - Biostatistics Standup,2,finished,2026-09-09T10:00:00Z,45,America/New_York,https://zoom.us/j/85012345694,Windbridge Partners - Biostatistics Standup,2026-09-09T00:00:00Z
85012345695,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,finished,2026-06-27T08:00:00Z,45,America/New_York,https://zoom.us/j/85012345695,NEJM Manuscript - Revision Working Session,2026-06-27T00:00:00Z
85012345696,u-brian-c34a10b3,Amberfield PH 206 - Student Office Hours,2,finished,2026-08-21T11:00:00Z,60,America/New_York,https://zoom.us/j/85012345696,Amberfield PH 206 - Student Office Hours,2026-08-21T00:00:00Z
85012345697,u-brian-c34a10b3,Windbridge Partners - Biostatistics Standup,2,waiting,2026-07-26T09:00:00Z,30,America/New_York,https://zoom.us/j/85012345697,Windbridge Partners - Biostatistics Standup,2026-07-26T00:00:00Z
85012345698,u-brian-c34a10b3,First-Gen STEM Mentorship - Student Session,2,finished,2026-08-22T10:00:00Z,45,America/New_York,https://zoom.us/j/85012345698,First-Gen STEM Mentorship - Student Session,2026-08-22T00:00:00Z
85012345699,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-07-27T11:00:00Z,60,America/New_York,https://zoom.us/j/85012345699,Therapy - Dr. Miller (biweekly),2026-07-27T00:00:00Z
85012345700,u-brian-c34a10b3,First-Gen STEM Mentorship - Student Session,2,finished,2026-06-22T14:00:00Z,30,America/New_York,https://zoom.us/j/85012345700,First-Gen STEM Mentorship - Student Session,2026-06-22T00:00:00Z
85012345701,u-brian-c34a10b3,Boston IVF - Nurse Coordinator Check-In,2,waiting,2026-08-27T11:00:00Z,60,America/New_York,https://zoom.us/j/85012345701,Boston IVF - Nurse Coordinator Check-In,2026-08-27T00:00:00Z
85012345702,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,waiting,2026-09-21T09:00:00Z,45,America/New_York,https://zoom.us/j/85012345702,NEJM Manuscript - Revision Working Session,2026-09-21T00:00:00Z
85012345703,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,finished,2026-05-15T11:00:00Z,30,America/New_York,https://zoom.us/j/85012345703,NEJM Manuscript - Revision Working Session,2026-05-15T00:00:00Z
85012345704,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,waiting,2026-06-18T09:00:00Z,60,America/New_York,https://zoom.us/j/85012345704,Therapy - Dr. Miller (biweekly),2026-06-18T00:00:00Z
85012345705,u-brian-c34a10b3,Amberfield PH 206 - Student Office Hours,2,finished,2026-08-26T16:00:00Z,60,America/New_York,https://zoom.us/j/85012345705,Amberfield PH 206 - Student Office Hours,2026-08-26T00:00:00Z
85012345706,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,waiting,2026-06-11T16:00:00Z,30,America/New_York,https://zoom.us/j/85012345706,Therapy - Dr. Miller (biweekly),2026-06-11T00:00:00Z
85012345707,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,waiting,2026-08-22T10:00:00Z,30,America/New_York,https://zoom.us/j/85012345707,NEJM Manuscript - Revision Working Session,2026-08-22T00:00:00Z
85012345708,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-05-20T11:00:00Z,60,America/New_York,https://zoom.us/j/85012345708,Therapy - Dr. Miller (biweekly),2026-05-20T00:00:00Z
85012345709,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-05-01T17:00:00Z,60,America/New_York,https://zoom.us/j/85012345709,Therapy - Dr. Miller (biweekly),2026-05-01T00:00:00Z
85012345710,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-08-24T14:00:00Z,60,America/New_York,https://zoom.us/j/85012345710,Therapy - Dr. Miller (biweekly),2026-08-24T00:00:00Z
85012345711,u-brian-c34a10b3,Dr. Cheng - Psychiatry Telemedicine (Monthly),2,finished,2026-05-02T17:00:00Z,30,America/New_York,https://zoom.us/j/85012345711,Dr. Cheng - Psychiatry Telemedicine (Monthly),2026-05-02T00:00:00Z
85012345712,u-brian-c34a10b3,Windbridge Partners - Biostatistics Standup,2,finished,2026-08-23T17:00:00Z,30,America/New_York,https://zoom.us/j/85012345712,Windbridge Partners - Biostatistics Standup,2026-08-23T00:00:00Z
85012345713,u-brian-c34a10b3,Windbridge Partners - Biostatistics Standup,2,waiting,2026-08-24T16:00:00Z,30,America/New_York,https://zoom.us/j/85012345713,Windbridge Partners - Biostatistics Standup,2026-08-24T00:00:00Z
85012345714,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,finished,2026-09-25T10:00:00Z,30,America/New_York,https://zoom.us/j/85012345714,Therapy - Dr. Miller (biweekly),2026-09-25T00:00:00Z
85012345715,u-brian-c34a10b3,Therapy - Dr. Miller (biweekly),2,waiting,2026-08-13T13:00:00Z,45,America/New_York,https://zoom.us/j/85012345715,Therapy - Dr. Miller (biweekly),2026-08-13T00:00:00Z
85012345716,u-brian-c34a10b3,NEJM Manuscript - Revision Working Session,2,waiting,2026-06-21T14:00:00Z,45,America/New_York,https://zoom.us/j/85012345716,NEJM Manuscript - Revision Working Session,2026-06-21T00:00:00Z
85012345717,u-brian-c34a10b3,Windbridge Partners - Biostatistics Standup,2,waiting,2026-05-16T10:00:00Z,30,America/New_York,https://zoom.us/j/85012345717,Windbridge Partners - Biostatistics Standup,2026-05-16T00:00:00Z
85012345718,u-brian-c34a10b3,Dr. Cheng - Psychiatry Telemedicine (Monthly),2,waiting,2026-07-21T13:00:00Z,30,America/New_York,https://zoom.us/j/85012345718,Dr. Cheng - Psychiatry Telemedicine (Monthly),2026-07-21T00:00:00Z
85012345719,u-brian-c34a10b3,Dr. Cheng - Psychiatry Telemedicine (Monthly),2,waiting,2026-07-15T08:00:00Z,30,America/New_York,https://zoom.us/j/85012345719,Dr. Cheng - Psychiatry Telemedicine (Monthly),2026-07-15T00:00:00Z
