Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
00QAx000001AAAAAA1,Sofia,Bauer,Bauer Analytics,sofia.bauer@bauer.example.com,+1-303-555-0201,Open - Not Contacted,Web,Technology,Warm
00QAx000002BBBBBB2,Liam,Okafor,Okafor Retail Group,liam.okafor@okafor.example.com,+1-404-555-0202,Working - Contacted,Trade Show,Retail,Hot
00QAx000003CCCCCC3,Aiko,Tanaka,Tanaka Robotics,aiko.tanaka@tanaka.example.com,+1-510-555-0203,Qualified,Referral,Manufacturing,Hot
00QAx000004DDDDDD4,Noah,Reyes,Reyes Clinics,noah.reyes@reyes.example.com,+1-786-555-0204,Open - Not Contacted,Web,Healthcare,Cold
00QAx000005EEEEEE5,Emma,Larsson,Larsson Freight,emma.larsson@larsson.example.com,+1-503-555-0205,Working - Contacted,Email,Transportation,Warm
id-00006,Parker,Vogel,orbit-6,sage.arnold006@example.com,+49 752 1511241,closed,jade-6,quartz-6,397
id-00007,Paul,Schulz,umber-7,avery.lorenz007@example.com,+49 146 3168660,closed,umber-7,delta-7,815
id-00008,Quinn,Lorenz,umber-8,inga.koch008@example.com,+49 316 5290727,standard,harbor-8,violet-8,115
id-00009,Casey,Richter,meadow-9,morgan.winter009@example.com,+49 381 6554376,closed,harbor-9,kelp-9,102
id-00010,Inga,Braun,grove-10,blair.wolf010@example.com,+49 927 9636899,standard,ember-10,tidal-10,837
id-00011,Inga,Busch,umber-11,sven.koch011@example.com,+49 157 3990865,open,iris-11,cedar-11,188
id-00012,Lena,Sommer,haze-12,riley.frank012@example.com,+49 872 1634236,open,umber-12,jade-12,441
id-00013,Jamie,Wolf,willow-13,casey.schulz013@example.com,+49 446 1905060,closed,tidal-13,delta-13,15
id-00014,Mara,Klein,quartz-14,jamie.busch014@example.com,+49 556 3249630,standard,quartz-14,quartz-14,554
id-00015,Timo,Schulz,cedar-15,sam.koch015@example.com,+49 824 9541378,closed,kelp-15,delta-15,605
id-00016,Parker,Berg,violet-16,paul.klein016@example.com,+49 301 8051509,pending,iris-16,cedar-16,723
id-00017,Parker,Vogel,frost-17,sven.arnold017@example.com,+49 781 6957993,general,quartz-17,bravo-17,287
id-00018,Lena,Winter,river-18,jordan.winter018@example.com,+49 940 9879479,active,umber-18,alpha-18,782
id-00019,Reese,Frank,cedar-19,taylor.meyer019@example.com,+49 840 7868484,active,harbor-19,cedar-19,496
id-00020,Reese,Schulz,zephyr-20,timo.frank020@example.com,+49 573 9719280,general,umber-20,willow-20,94
id-00021,Blair,Lorenz,alpha-21,emil.lorenz021@example.com,+49 324 9302146,open,river-21,orbit-21,135
id-00022,Emil,Winter,haze-22,timo.meyer022@example.com,+49 987 7638456,active,umber-22,meadow-22,489
id-00023,Parker,Schulz,ember-23,timo.richter023@example.com,+49 973 9964388,active,coral-23,jade-23,467
id-00024,Devon,Frank,meadow-24,rowan.schulz024@example.com,+49 696 3315145,pending,pine-24,summit-24,313
id-00025,Jamie,Arnold,zephyr-25,paul.braun025@example.com,+49 689 0335156,open,grove-25,delta-25,766
id-00026,Alex,Sommer,pine-26,paul.arnold026@example.com,+49 312 4280983,standard,alpha-26,tidal-26,207
id-00027,Inga,Klein,zephyr-27,mara.sommer027@example.com,+49 508 7251313,open,bravo-27,iris-27,785
id-00028,Rowan,Sommer,zephyr-28,quinn.haas028@example.com,+49 533 2967972,general,delta-28,frost-28,229
id-00029,Lena,Berg,zephyr-29,alex.koch029@example.com,+49 793 9593304,standard,zephyr-29,orbit-29,190
id-00030,Avery,Sommer,frost-30,sam.frank030@example.com,+49 252 8195361,closed,haze-30,orbit-30,652
id-00031,Sam,Frank,kelp-31,devon.richter031@example.com,+49 592 1529275,pending,quartz-31,iris-31,892
id-00032,Riley,Klein,orbit-32,parker.klein032@example.com,+49 310 5756431,general,harbor-32,orbit-32,411
id-00033,Blair,Richter,delta-33,morgan.arnold033@example.com,+49 169 6964593,pending,zephyr-33,tidal-33,531
