id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
Ux,angela.brooks,Angela Brooks,angela.brooks@Finthesiss.ai,True,False,America/Los_Angeles,shipping the vertical slice,active
U05,suki.patel,Suki Patel,suki.patel@u.washington.edu,True,False,America/Los_Angeles,thesis mode,active
Uoc0,ravi.krishnamurthy,Ravi Krishnamurthy,ravi.k@thornfield.edu,True,False,America/Los_Angeles,mixing ch3,active
U2xmm,prof..yukinakamura,Prof. Yuki Nakamura,y.nakamura@cid.edu,False,False,America/Los_Angeles,,active
Ujdiyx,marcus.webb,Marcus Webb,m.webb@cid.edu,False,False,America/Los_Angeles,,active
Ujg5ze3,zoe.park,Zoe Park,zoe@greenleafyouth.org,False,False,America/Los_Angeles,,away
U6kmdffc,oliver.strand,Oliver Strand,oliver.strand@fastmail.com,False,False,America/Los_Angeles,,away
Uts8mhqir,kevin.brooks,Kevin Brooks,kev.brooks16@fastmail.com,False,False,America/Los_Angeles,,active
Uzxw4uvodt,linda.brooks,Linda Brooks,linda@goldengatebakery.com,False,False,America/Los_Angeles,,away
U1r3skrbju7,robert.brooks,Robert Brooks,r.brooks@pinecrest.tech,False,False,America/Los_Angeles,,away
U2slkw35xglj,ruth.brooks,Ruth Brooks,ruth.b1948@fastmail.com,False,False,America/Los_Angeles,,active
Urdjtgc7wya7i,may.brooks,May Brooks,may.brooks@fastmail.com,False,False,America/Los_Angeles,,active
Ur7bz9k8914abi,selena.ortiz,Selena Ortiz,selena@briarwood-tutoring.org,False,False,America/Los_Angeles,Head of Product,away
Uv1rf65nm0wen95,james.whitaker,James Whitaker,james.w@briarwood-tutoring.org,False,False,America/Los_Angeles,Engineering Lead,away
Upu3hhqg9gjkjrbs,nora.ellingsen,Nora Ellingsen,nora.e@briarwood-tutoring.org,False,False,America/Los_Angeles,Design Lead,away
Uftako2rle4rxshxp,reyna.alvarez,Reyna Alvarez,reyna@harborviewwellness.co,False,False,America/Los_Angeles,Owner,away
Uizvvfvc7ud3j8ve79,devi.ramaswamy,Devi Ramaswamy,devi@harborviewwellness.co,False,False,America/Los_Angeles,Front desk lead,away
Udw6ipev2uwwpx09pi6,zoe.park1,Zoe Park,zoe@greenleafyouth.org,False,False,America/Los_Angeles,Programs Director,away
Uzjpnj4wlw6hxov9ja3y,marcus.isaacs,Marcus Isaacs,marcus.i@greenleafyouth.org,False,False,America/Los_Angeles,Ops,away
U4ws52udb0kydieuv16ss,renata.ozaki,Renata Ozaki,renata.ozaki@cid.edu,False,False,America/Los_Angeles,Showcase committee,active
Uwyyqt6hbawzrb4rnzcefh,silas.grant,Silas Grant,silas.grant@cid.edu,False,False,America/Los_Angeles,Showcase committee,active
Ui69284b4gffioq6kicirx9,kim.vong,Kim Vong,kim.vong@cid.edu,False,False,America/Los_Angeles,Showcase committee,active
Uf8yov2slljn3unszupecl0g,priyanka.adhikari,Priyanka Adhikari,p.adhikari@cid.edu,False,False,America/Los_Angeles,Showcase committee,active
Ui1ok42tdggh1o9yspkfjdt2o,github.,GitHub,github@integrations.local,False,True,America/Los_Angeles,,active
U3iekihepb631s0i5r7xwk4r86,sentry.,Sentry,sentry@integrations.local,False,True,America/Los_Angeles,,active
Uarkq901znv2vhrhffiwpvsi9s9,trello.,Trello,trello@integrations.local,False,True,America/Los_Angeles,,active
Unmp4gtuerb7hs2ar8cijsb6nfz9,posthog.,PostHog,posthog@integrations.local,False,True,America/Los_Angeles,,active
Uco2996clraq82vlth3oe7ba9zu2d,google.calendar,Google Calendar,gcal@integrations.local,False,True,America/Los_Angeles,,active
Urs0ovn1tusmn6kyw6pqk1bxljckw4,notion.,Notion,notion@integrations.local,False,True,America/Los_Angeles,,active
Ulqwwyg6i64ff63sywauc95evir45f0,stripe.,Stripe,stripe@integrations.local,False,True,America/Los_Angeles,,active
U7vn0wspnglgbhybd0ripqx4jycx1hz8,itch.io.,itch.io,itchio@integrations.local,False,True,America/Los_Angeles,,active
Ulj7ef1orycxjjnl02an6k8gv07oldzk5,standuply.,Standuply,standuply@integrations.local,False,True,America/Los_Angeles,,active
Udbuzftwy7qz3n4flaxnzdjqms0cka3lzp,slackbot.,Slackbot,slackbot@slack.com,False,True,America/Los_Angeles,,active
U6zzrh21x8yiybpgrovvrxon9v6efgnqqbo,giphybot.,GiphyBot,giphy@integrations.local,False,True,America/Los_Angeles,,active
U9k75u53ll41di5j24b2723rxafzdqxj9t3v,reminders.,Reminders,reminders@integrations.local,False,True,America/Los_Angeles,,active
Uvmenai35ht975w6bwxajupcsg1wl6x6n3ft8,lanternkeeper.blackwood,Lanternkeeper Blackwood,lanternkeeper@protonmail.com,False,False,America/Los_Angeles,submission crunch,active
Ufta138ystc4jmuiw82ljhzzg3be85ahiy5tnk,slowgames.hassan,Slowgames Hassan,slowgames@duck.com,False,False,America/Los_Angeles,submission crunch,away
Ucm6ugdt24vt4cvjeh641kannwlpujkgt3jr500,ariblum.slater,Ariblum Slater,ariblum@proton.me,False,False,America/Los_Angeles,jam prep,active
Ug3p0i4llcrgaqoc2ev1f8ou7re8g1dny6lt0k59,nathan.naval,Nathan Naval,nathan.cho@proton.me,False,False,America/Los_Angeles,debugging,away
U0vtnjs72f051p23fepgrz8moels5fsyuoss1tq4b,riley.ansari,Riley Ansari,riley.vance@outlook.com,False,False,America/Los_Angeles,devlog day,active
U7el2tlbs2zsumw2pv3601kjov4wol2ouh419jnee3,melody.ma,Melody Ma,melody.h@hey.com,False,False,America/Los_Angeles,jam prep,away
