id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
sl_user_2001,jennifer,Jennifer Clark,jennifer.clark@Finthesiss.ai,true,false,America/Chicago,"Curator, Voices of the Past",active
sl_user_2002,angela,Angela Bates,angela.bates.museum@gmail.com,true,false,America/Chicago,Deputy director,active
sl_user_2003,lorraine,Dr. Lorraine Franklin,lorraine.franklin.phd@gmail.com,false,false,America/Chicago,Board chair,away
sl_user_2004,mstillwell,Marcus Stillwell,mstillwell@cornerstone-museum.org,false,false,America/Chicago,Archivist,active
sl_user_2005,orust,Ophelia Rust,orust@cornerstone-museum.org,false,false,America/Chicago,Archivist,active
sl_user_2006,bdonelson,Bea Donelson,bdonelson@cornerstone-museum.org,false,false,America/Chicago,Education coordinator,active
sl_user_2007,cholt,Cyrus Holt,cholt@cornerstone-museum.org,false,false,America/Chicago,Exhibition designer,active
sl_user_2008,webdev,Web Team Bot,webteam@cornerstone-museum.org,false,true,America/Chicago,Kiosk fleet status,active
sl_user_2009,vendorbot,Digitization Vendor Bot,bot@digitization-vendor.com,false,true,America/Chicago,PR / release notifier,active
sl_user_2010,press,Helena Park (Press),hpark@cornerstone-museum.org,false,false,America/Chicago,Press + comms,active
sl_user_2011,volcoord,Sandra Volunteer Coordinator,svolunteers@cornerstone-museum.org,false,false,America/Chicago,Volunteer ops,active
sl_user_2204,camille_b,Camille Beauchamp,cbeauchamp.parent@gmail.com,false,false,America/Chicago,Museum volunteer | Pembroke 5th grade parent,active
