id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_0000,cus_0030,5359,usd,succeeded,1,0,0,Payment 0,pi_0000,2026-08-15T20:00:00Z
ch_0001,cus_0026,6496,usd,succeeded,1,0,0,Payment 1,pi_0001,2026-09-12T20:00:00Z
ch_0002,cus_0014,10597,usd,succeeded,1,0,0,Payment 2,pi_0002,2026-09-10T20:00:00Z
ch_0003,cus_0005,5160,usd,succeeded,1,0,0,Payment 3,pi_0003,2026-07-26T20:00:00Z
ch_0004,cus_0010,3640,usd,succeeded,1,0,0,Payment 4,pi_0004,2026-09-26T20:00:00Z
ch_0005,cus_0017,1927,usd,succeeded,1,0,0,Payment 5,pi_0005,2026-08-31T20:00:00Z
ch_0006,cus_0003,7561,usd,succeeded,1,0,0,Payment 6,pi_0006,2026-07-31T20:00:00Z
ch_0007,cus_0042,13181,usd,succeeded,1,0,0,Payment 7,pi_0007,2026-08-10T20:00:00Z
ch_0008,cus_0004,13949,usd,succeeded,1,0,0,Payment 8,pi_0008,2026-09-23T20:00:00Z
ch_0009,cus_0026,1256,usd,succeeded,1,0,0,Payment 9,pi_0009,2026-09-15T20:00:00Z
ch_0010,cus_0046,5047,usd,succeeded,1,0,0,Payment 10,pi_0010,2026-09-12T20:00:00Z
ch_0011,cus_0021,7638,usd,succeeded,1,0,0,Payment 11,pi_0011,2026-10-02T20:00:00Z
ch_0012,cus_0041,4629,usd,succeeded,1,0,0,Payment 12,pi_0012,2026-10-02T20:00:00Z
ch_0013,cus_0010,6887,usd,succeeded,1,0,0,Payment 13,pi_0013,2026-07-14T20:00:00Z
ch_0014,cus_0017,1273,usd,succeeded,1,0,0,Payment 14,pi_0014,2026-09-06T20:00:00Z
ch_0015,cus_0022,13308,usd,succeeded,1,0,0,Payment 15,pi_0015,2026-09-12T20:00:00Z
ch_0016,cus_0012,5104,usd,succeeded,1,0,0,Payment 16,pi_0016,2026-09-06T20:00:00Z
ch_0017,cus_0022,10654,usd,succeeded,1,0,0,Payment 17,pi_0017,2026-09-04T20:00:00Z
ch_0018,cus_0023,4429,usd,succeeded,1,0,0,Payment 18,pi_0018,2026-09-16T20:00:00Z
ch_0019,cus_0041,14669,usd,succeeded,1,0,0,Payment 19,pi_0019,2026-07-13T20:00:00Z
ch_0020,cus_0035,13526,usd,succeeded,1,0,0,Payment 20,pi_0020,2026-09-24T20:00:00Z
ch_0021,cus_0033,4829,usd,succeeded,1,0,0,Payment 21,pi_0021,2026-10-06T20:00:00Z
ch_0022,cus_0036,4614,usd,succeeded,1,0,0,Payment 22,pi_0022,2026-07-24T20:00:00Z
ch_0023,cus_0009,11305,usd,succeeded,1,0,0,Payment 23,pi_0023,2026-09-23T20:00:00Z
ch_0024,cus_0050,1768,usd,succeeded,1,0,0,Payment 24,pi_0024,2026-07-22T20:00:00Z
ch_0025,cus_0024,724,usd,succeeded,1,0,0,Payment 25,pi_0025,2026-08-17T20:00:00Z
ch_0026,cus_0028,9002,usd,succeeded,1,0,0,Payment 26,pi_0026,2026-07-19T20:00:00Z
ch_0027,cus_0009,8437,usd,succeeded,1,0,0,Payment 27,pi_0027,2026-08-27T20:00:00Z
ch_0028,cus_0006,6121,usd,succeeded,1,0,0,Payment 28,pi_0028,2026-07-19T20:00:00Z
ch_0029,cus_0034,2362,usd,succeeded,1,0,0,Payment 29,pi_0029,2026-08-18T20:00:00Z
ch_0030,cus_0037,3010,usd,succeeded,1,0,0,Payment 30,pi_0030,2026-07-25T20:00:00Z
ch_0031,cus_0018,13724,usd,succeeded,1,0,0,Payment 31,pi_0031,2026-08-13T20:00:00Z
ch_0032,cus_0049,4930,usd,succeeded,1,0,0,Payment 32,pi_0032,2026-09-28T20:00:00Z
ch_0033,cus_0040,1172,usd,succeeded,1,0,0,Payment 33,pi_0033,2026-07-31T20:00:00Z
ch_0034,cus_0033,7930,usd,succeeded,1,0,0,Payment 34,pi_0034,2026-07-12T20:00:00Z
ch_0035,cus_0002,4856,usd,succeeded,1,0,0,Payment 35,pi_0035,2026-08-13T20:00:00Z
ch_0036,cus_0022,892,usd,succeeded,1,0,0,Payment 36,pi_0036,2026-09-08T20:00:00Z
ch_0037,cus_0020,11124,usd,succeeded,1,0,0,Payment 37,pi_0037,2026-08-18T20:00:00Z
ch_0038,cus_0021,11838,usd,succeeded,1,0,0,Payment 38,pi_0038,2026-10-08T20:00:00Z
ch_0039,cus_0038,8567,usd,succeeded,1,0,0,Payment 39,pi_0039,2026-09-29T20:00:00Z
ch_0040,cus_0010,5788,usd,succeeded,1,0,0,Payment 40,pi_0040,2026-07-30T20:00:00Z
ch_0041,cus_0025,13067,usd,succeeded,1,0,0,Payment 41,pi_0041,2026-08-29T20:00:00Z
