id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_0000,cus_0042,price_0000,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-08-08T20:00:00Z
sub_0001,cus_0048,price_0001,past_due,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-04-29T20:00:00Z
sub_0002,cus_0047,price_0002,canceled,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-01-25T20:00:00Z
sub_0003,cus_0017,price_0003,past_due,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2025-12-17T20:00:00Z
sub_0004,cus_0002,price_0004,canceled,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-08-30T20:00:00Z
sub_0005,cus_0022,price_0005,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-03-12T20:00:00Z
sub_0006,cus_0007,price_0006,past_due,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-06-21T20:00:00Z
sub_0007,cus_0043,price_0007,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-06-07T20:00:00Z
sub_0008,cus_0041,price_0008,canceled,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2025-11-30T20:00:00Z
sub_0009,cus_0009,price_0009,past_due,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-05-26T20:00:00Z
sub_0010,cus_0006,price_0010,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-08-09T20:00:00Z
sub_0011,cus_0024,price_0011,past_due,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2025-11-30T20:00:00Z
sub_0012,cus_0002,price_0012,canceled,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-05-05T20:00:00Z
sub_0013,cus_0040,price_0013,past_due,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-07-30T20:00:00Z
sub_0014,cus_0041,price_0014,canceled,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-07-02T20:00:00Z
sub_0015,cus_0045,price_0015,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2025-11-25T20:00:00Z
sub_0016,cus_0037,price_0016,past_due,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-06-27T20:00:00Z
sub_0017,cus_0035,price_0017,canceled,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-09-06T20:00:00Z
sub_0018,cus_0043,price_0018,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-01-05T20:00:00Z
sub_0019,cus_0042,price_0019,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-06-27T20:00:00Z
sub_0020,cus_0001,price_0020,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-05-30T20:00:00Z
sub_0021,cus_0023,price_0021,active,1,2026-09-09T20:00:00Z,2026-10-09T20:00:00Z,false,2026-05-27T20:00:00Z
