id,given_name,family_name,email_address,phone_number,company_name,created_at
CUST_STERLING,Maria,Thornton,maria.thornton@sterlingpm.com,+12155570201,Sterling Property Management,2020-03-12T10:00:00Z
CUST_GREENE,David,Greene,david.greene@greenerestaurants.com,+12153240712,Greene Restaurant Group,2021-06-04T14:00:00Z
CUST_BREWHOUSE,Linda,Vargas,linda.vargas@fishtownbrewhouse.com,+12674050988,Fishtown Brewhouse,2022-01-18T11:00:00Z
CUST_RIVERWARDS,Paula,Harkness,paula.harkness@riverwardsrealty.com,+12676180890,Riverwards Realty,2022-09-20T09:30:00Z
CUST_PHLRP,Anthony,Bellafonte,anthony.bellafonte@phlrealtypartners.com,+12159980441,Philadelphia Realty Partners,2023-04-05T13:15:00Z
CUST_HARTMAN,Linda,Hartman,l.hartman@example.com,+12159400312,,2024-05-11T10:00:00Z
CUST_QUINONES,Marisol,Quinones,m.quinones@example.com,+12159400518,,2024-07-22T11:30:00Z
CUST_GOLDFARB,Adam,Goldfarb,a.goldfarb@example.com,+12159400644,,2024-09-08T15:00:00Z
CUST_BIANCHI,Marco,Bianchi,m.bianchi@example.com,+12674151107,,2025-01-14T09:45:00Z
CUST_GRECO,Anthony,Greco,a.greco@example.com,+12674151233,,2025-03-20T12:00:00Z
CUST_BRENNAN,Patrick,Brennan,p.brennan@example.com,+12674151412,,2025-06-02T14:30:00Z
CUST_TRINH,Kevin,Trinh,k.trinh@example.com,+12674151558,,2025-08-15T10:15:00Z
CUST_GOLDFINCH,Liam,Cho,owner@goldfinchcoffee.example.com,+14845551920,Goldfinch Coffee Roasters,2024-06-04T14:40:00Z
CUST_BERKSBAKERY,Mira,Patel,shop@berksbakery.example.com,+14845583622,Berks Street Bakery,2024-04-11T06:25:00Z
CUST_TIOGATAVERN,Wes,Donnelly,frontdesk@tiogatavern.example.com,+14845577647,Tioga Tavern,2025-11-07T06:05:00Z
CUST_WYOMINGLOFTS,Renata,Markov,manager@wyomingwalkups.example.com,+16105591720,Wyoming Avenue Walk-ups,2025-02-15T17:30:00Z
CUST_CUMBERLAND,Saul,Beitman,office@cumberlandcourt.example.com,+12675559309,Cumberland Court Condos,2024-05-15T11:25:00Z
CUST_DIAMOND,Alice,Reeves,kitchen@diamonddiner.example.com,+14845584495,Diamond Street Diner,2025-09-14T03:50:00Z
CUST_MEMPHIS,Hanna,Volk,mews@memphismews.example.com,+12675579193,Memphis Street Mews,2025-02-22T13:40:00Z
CUST_HANCOCK,Owen,Park,office@hancockheritage.example.com,+14845586757,Hancock Heritage Homes,2024-08-11T03:05:00Z
CUST_MARLBOROUGH,Devra,Singh,leasing@marlboroughct.example.com,+12155572144,Marlborough Court Apartments,2025-12-19T01:25:00Z
CUST_BELGRADE,Quinn,Russo,ops@belgradebrewhouse.example.com,+12155587412,Belgrade Street Brewhouse,2025-07-11T08:05:00Z
