id,given_name,family_name,email_address,phone_number,company_name,created_at
sq_cust_001,Marcus,Chen,marcus.chen@gmail.com,+15035550301,Individual customer,2025-11-04T10:00:00-08:00
sq_cust_002,Lisa,Nguyen,lisa.nguyen@gmail.com,+15035550302,Individual customer,2026-02-11T10:00:00-08:00
sq_cust_003,David,Park,david.park@gmail.com,+15035550303,Individual customer,2026-04-22T10:00:00-07:00
sq_cust_004,Haruki,Tanaka,haruki.tanaka@gmail.com,+15035550304,Willamette Kendo,2026-05-30T10:00:00-07:00
sq_cust_005,Rachel,Kim,rachel.kim@gmail.com,+15035550305,Individual customer,2026-06-14T10:00:00-07:00
sq_cust_006,Jordan,Williams,jordan.williams@gmail.com,+15035550306,Individual customer,2026-07-08T10:00:00-07:00
sq_cust_007,Ashley,Brown,ashley.brown@gmail.com,+15035550307,Individual customer,2026-08-01T10:00:00-07:00
sq_cust_008,Mateo,Alvarez,mateo.alvarez@gmail.com,+15035550308,Individual customer,2026-08-19T10:00:00-07:00
sq_cust_walk,Walk-In,Customer,walkin.record@dojo.local,+15030000000,Individual customer,2025-01-01T00:00:00-08:00
sq-cust-0003009,Wren Wu,wren.wu699@icloud.com,+15038710742,2025-12-28,591.47,2026-04-06T16:03:00-07:00
sq-cust-0003010,Sage Jones,sage.jones980@yahoo.com,+15034478834,2024-01-13,800.05,2026-06-07T16:40:00-07:00
sq-cust-0003011,Wren Park,wren.park263@yahoo.com,+15032636483,2025-05-11,627.42,2026-10-26T14:33:00-07:00
sq-cust-0003012,Camila Wu,camila.wu99@icloud.com,+15038910754,2023-12-22,643.87,2026-03-27T20:04:00-07:00
sq-cust-0003013,Riku White,riku.white539@hotmail.com,+15033698896,2024-03-08,764.2,2026-03-01T14:16:00-07:00
sq-cust-0003014,Layla Sun,layla.sun266@hotmail.com,+15035214144,2026-07-29,506.95,2026-04-17T14:56:00-07:00
sq-cust-0003015,Kai Yamamoto,kai.yamamoto996@icloud.com,+15035661966,2025-08-04,112.05,2026-05-24T18:47:00-07:00
sq-cust-0003016,Rowan Watanabe,rowan.watanabe892@hotmail.com,+15032807832,2024-01-06,88.58,2026-03-26T11:43:00-07:00
sq-cust-0003017,Kavya Shin,kavya.shin519@yahoo.com,+15036406042,2025-05-04,427.58,2026-04-21T12:39:00-07:00
sq-cust-0003018,Sanjay Lim,sanjay.lim731@gmail.com,+15034355880,2023-11-30,503.01,2026-06-22T14:10:00-07:00
sq-cust-0003019,Cora Shin,cora.shin158@outlook.com,+15037872942,2025-01-24,477.2,2026-07-04T17:11:00-07:00
sq-cust-0003020,Rina Lee,rina.lee448@gmail.com,+15032348745,2025-12-30,530.56,2026-05-28T09:44:00-07:00
sq-cust-0003021,Mateo Reddy,mateo.reddy187@gmail.com,+15035083484,2024-05-09,658.86,2026-01-28T13:40:00-07:00
sq-cust-0003022,Ivy Nelson,ivy.nelson181@protonmail.com,+15036729653,2026-06-11,387.04,2026-07-28T16:14:00-07:00
sq-cust-0003023,Ivy Nair,ivy.nair299@gmail.com,+15035541611,2024-10-31,233.01,2026-01-25T08:42:00-07:00
sq-cust-0003024,Layla Wilson,layla.wilson365@protonmail.com,+15039723256,2025-04-21,415.74,2026-10-17T20:27:00-07:00
sq-cust-0003025,Ansel Lim,ansel.lim966@gmail.com,+15039916948,2025-01-08,329.43,2026-04-07T19:15:00-07:00
