id,company_id,first_name,last_name,business_name,type,email,hourly_rate,wage_type,start_date
gus-ctr-0001,gus-co-mesaverde,Sophia,Rivera,Sophia Rivera Retiree Consulting,Individual,sophia.rivera@mesaverde-retiree.net,75.00,Hourly,2025-12-18
gus-ctr-2000,gus-co-mesaverde,Miguel,Vega,,Individual,miguel.vega@mesaverde-retiree.net,48.0,Hourly,2019-01-01
gus-ctr-2001,gus-co-mesaverde,Roberto,Solis,,Individual,roberto.solis@mesaverde-retiree.net,50.5,Hourly,2020-02-02
gus-ctr-2002,gus-co-mesaverde,Carlos,Cortez,,Individual,carlos.cortez@mesaverde-retiree.net,53.0,Hourly,2021-03-03
gus-ctr-2003,gus-co-mesaverde,Diego,Herrera,,Individual,diego.herrera@mesaverde-retiree.net,55.5,Hourly,2022-04-04
gus-ctr-2004,gus-co-mesaverde,Rafael,Chavez,,Individual,rafael.chavez@mesaverde-retiree.net,58.0,Hourly,2023-05-05
gus-ctr-2005,gus-co-mesaverde,Luis,Ruiz,,Individual,luis.ruiz@mesaverde-retiree.net,60.5,Hourly,2024-06-06
gus-ctr-2006,gus-co-mesaverde,Jorge,Ortega,,Individual,jorge.ortega@mesaverde-retiree.net,63.0,Hourly,2019-07-07
gus-ctr-2007,gus-co-mesaverde,Manuel,Molina,,Individual,manuel.molina@mesaverde-retiree.net,65.5,Hourly,2020-08-08
gus-ctr-2008,gus-co-mesaverde,Anthony,Anderson,,Individual,anthony.anderson@mesaverde-retiree.net,68.0,Hourly,2021-09-09
gus-ctr-2009,gus-co-mesaverde,Bruce,Baker,,Individual,bruce.baker@mesaverde-retiree.net,70.5,Hourly,2022-10-10
gus-ctr-2010,gus-co-mesaverde,Wayne,Hayes,,Individual,wayne.hayes@mesaverde-retiree.net,73.0,Hourly,2023-11-11
gus-ctr-2011,gus-co-mesaverde,Curtis,Ford,,Individual,curtis.ford@mesaverde-retiree.net,75.5,Hourly,2024-12-12
gus-ctr-2012,gus-co-mesaverde,Duane,Rice,,Individual,duane.rice@mesaverde-retiree.net,48.0,Hourly,2019-01-13
gus-ctr-2013,gus-co-mesaverde,Randy,Cole,,Individual,randy.cole@mesaverde-retiree.net,50.5,Hourly,2020-02-14
gus-ctr-2014,gus-co-mesaverde,Kenneth,Reed,,Individual,kenneth.reed@mesaverde-retiree.net,53.0,Hourly,2021-03-15
gus-ctr-2015,gus-co-mesaverde,Larry,Wells,,Individual,larry.wells@mesaverde-retiree.net,55.5,Hourly,2022-04-16
gus-ctr-2016,gus-co-mesaverde,Terry,Stone,,Individual,terry.stone@mesaverde-retiree.net,58.0,Hourly,2023-05-17
gus-ctr-2017,gus-co-mesaverde,Gary,Owens,,Individual,gary.owens@mesaverde-retiree.net,60.5,Hourly,2024-06-18
gus-ctr-2018,gus-co-mesaverde,Wade,Grant,,Individual,wade.grant@mesaverde-retiree.net,63.0,Hourly,2019-07-19
gus-ctr-2019,gus-co-mesaverde,Cletus,Barnes,,Individual,cletus.barnes@mesaverde-retiree.net,65.5,Hourly,2020-08-20
