message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
msg_42331886-c342-409b-a826-430a266da237,john.howard8@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,clicked,2,1,2026-12-28T11:31:14.723706+00:00
msg_475e925e-70cb-4a1c-a1d1-ac95c9710620,joan.fuller88@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,1,0,2026-12-31T20:39:04.210495+00:00
msg_8ab19759-fbe4-4d38-9347-e134b6e9f3b8,april.howard49@gmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,0,0,2026-12-30T13:06:12.289589+00:00
msg_517c3320-d1b2-4ea5-8f5a-f3dbf230b156,justin.vasquez60@gmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,1,0,2026-12-28T16:51:25.282581+00:00
msg_dad440f3-ed7d-428a-9acf-e4b400777e2e,ashley.cook24@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,0,0,2026-12-30T01:51:51.652750+00:00
msg_d0867aec-ba64-49c2-abfd-1d03a49be69b,morgan.white81@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,3,2,2026-12-31T17:24:50.232406+00:00
msg_9cfdddf2-fce3-4925-b8e7-99f9b4b2bedc,scott.mcclain6@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,3,1,2026-12-28T08:44:02.420432+00:00
msg_128016fc-bf3e-4238-9374-9af453e07df4,susan.silva8@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,0,0,2026-12-28T18:20:46.776719+00:00
msg_466997ba-8ca9-4818-811d-70d1ce1a948f,melinda.garcia59@outlook.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,3,2,2026-12-29T19:18:24.254699+00:00
msg_8feeb0b3-4b0d-4a3d-b209-b6e2b54f883b,joy.bonilla66@icloud.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,clicked,1,1,2026-12-31T08:49:47.634639+00:00
msg_9ac77fe9-c244-4418-b3bc-0b46e05dd599,todd.morse86@outlook.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,1,1,2026-12-29T20:30:46.637925+00:00
msg_0a15bd15-67f4-49fd-a7dd-7a688b458502,sally.crosby37@gmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,1,2,2026-12-28T07:03:46.883696+00:00
msg_983496b8-467d-4ddb-8c59-b03ed590a2c8,michelle.holder26@protonmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,3,1,2026-12-29T07:45:51.612726+00:00
msg_93e5ac08-7015-464e-99f3-bf5a7a2ec829,connor.boyle75@gmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,1,1,2026-12-31T23:18:46.782209+00:00
msg_1310ec53-e9cc-46ed-8654-1fb4bcbe873b,grant.cameron85@icloud.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,1,1,2026-12-28T14:44:27.437743+00:00
msg_f97fffd6-b132-49ce-853e-5ca9747fab64,matthew.olson72@proton.me,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,clicked,0,1,2026-12-28T09:12:48.225849+00:00
msg_a2726596-94f8-40ca-9998-17b75835c504,jessica.edwards72@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,2,1,2026-12-29T23:11:45.683392+00:00
msg_23170707-f5e9-4938-ba70-68a487bb578f,erin.scott78@proton.me,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,3,0,2026-12-31T23:07:36.777012+00:00
msg_84f56dd0-ce97-4c45-8a45-2f872088f33e,mark.sheppard20@protonmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,3,2,2026-12-30T02:22:43.278970+00:00
msg_ace5074d-545b-4df5-bdff-c45bb7527faf,stephanie.burns13@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,3,0,2026-12-30T12:45:04.035272+00:00
msg_f0352492-e3da-458d-8fa3-a69bde6a384d,albert.wiley43@protonmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,0,1,2026-12-31T15:02:24.847807+00:00
msg_40971c88-1bce-43fc-9c58-a6d5747a34cd,michael.maxwell77@protonmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,0,2,2026-12-31T08:03:29.474360+00:00
msg_1db51c17-596f-4ade-803d-a176b917550e,jennifer.williams13@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,clicked,3,0,2026-12-28T05:21:37.044132+00:00
msg_94a13bb7-d2ac-4181-8775-a63d1bed5ce8,kayla.brown16@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,2,2,2026-12-28T13:12:44.297729+00:00
msg_48e65139-d04c-4c43-8027-756a65515a96,charles.green61@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,0,2,2026-12-28T04:42:02.779380+00:00
msg_a48e580a-47f6-4a70-b417-e2c0e6d8caae,gregory.briggs38@outlook.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,clicked,3,2,2026-12-30T09:07:38.977011+00:00
msg_6d859db8-3f39-47e4-ae92-86ddbb861ad7,ricardo.blanchard69@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,0,0,2026-12-31T02:35:30.604170+00:00
msg_36095c17-8e58-460d-9acf-deda319e0e39,charles.mendoza23@icloud.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,2,1,2026-12-30T06:17:41.493957+00:00
msg_c578900b-3169-45d4-8a9c-9d0d8c905147,dana.hart99@protonmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,3,2,2026-12-30T18:24:16.343465+00:00
msg_b894315f-21b3-4ef3-8fe6-8940cf6957a4,patricia.wilson98@proton.me,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,0,0,2026-12-30T23:26:33.508195+00:00
msg_dd313077-64c1-4e77-b227-582cadda6e28,theresa.maddox89@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,3,2,2026-12-28T09:52:40.122953+00:00
msg_69451d8e-89a5-48eb-bc32-983d5c523a8e,michael.franklin31@gmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,3,1,2026-12-28T22:52:27.280072+00:00
msg_5b7f9ac8-fea8-4d97-a699-dc649975dec1,hannah.thomas13@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,3,2,2026-12-30T15:41:02.636646+00:00
msg_b703047f-9576-4bd9-9f1e-caa2f5d8a81f,julie.shelton83@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,0,1,2026-12-31T10:43:26.468136+00:00
msg_10693ad3-44c6-479f-8ce8-06676565402e,nathan.lowe8@protonmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,0,0,2026-12-29T05:09:31.753037+00:00
msg_e3752f10-eb72-4d24-8cae-de2d6b6fe972,sharon.spencer74@protonmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,2,1,2026-12-28T21:45:31.634107+00:00
msg_3ad3cbb9-8683-4106-beac-16837ab45d93,aaron.wilson53@proton.me,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,clicked,3,1,2026-12-29T01:26:30.508317+00:00
msg_df366966-8cdf-46e9-a560-670755a91a78,jodi.adkins24@gmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,delivered,3,1,2026-12-31T14:44:27.147401+00:00
msg_29ced5ed-eb0b-40b3-850c-f7137c13d775,paul.olson32@icloud.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,1,1,2026-12-29T18:30:35.168732+00:00
msg_cae01047-1ecf-4069-8ac8-bdd40cb34c55,andrea.mora10@fastmail.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,opened,2,1,2026-12-28T18:30:43.336463+00:00
msg_d592978e-bdd9-44b6-941f-cb515386b29a,jennifer.walters77@hey.com,carlos@reedsecuritynotes.com,Reed Security Notes: Splunk dashboards for detection engineering,tmpl_c3289640-44b9-48a8-97cf-7a016d46d593,clicked,0,1,2026-12-31T04:44:36.914196+00:00
