id,first_name,last_name,email,username,role,billing_city,billing_country,is_paying_customer,date_created
901,Jia,Nguyen,jia.nguyen.bv@gmail.com,jian,customer,Milwaukee,US,True,2026-08-29T10:00:00-05:00
902,Janet,Kowalski,jkowalski.bayview@gmail.com,jkowalski,customer,Milwaukee,US,False,2026-09-07T16:40:00-05:00
903,Harry,Weatherton,harry.weatherton.bv@gmail.com,hweath,customer,Milwaukee,US,False,2026-09-22T14:00:00-05:00
904,Sandy,Parker,sandy.parker.gf@gmail.com,sparker,customer,Greenfield,US,False,2026-09-26T11:00:00-05:00
104,sue.x4y6@outlook.com,a4d0s,xa01c2,customer,12,248.12,2026-03-11T23:47:00,2025-09-10T09:44:00,
106,jane.lf25@outlook.com,sqo7v,hcmile,customer,15,787.77,2026-08-18T14:27:00,2025-02-04T10:27:00,
108,sarah.9lyv@yahoo.com,swxd9,a1c8ko,subscriber,9,4229.47,2026-06-13T19:50:00,2026-04-29T15:14:00,
110,jane.vtx1@chandlerelectric.com,iwxwr,i77l2a,customer,12,2162.61,2026-07-22T16:05:00,2026-07-29T12:02:00,
112,mark.oiob@gmail.com,c31gq,8655aq,customer,10,3850.27,2026-01-15T15:24:00,2026-01-01T06:52:00,
114,mark.virh@yahoo.com,iwpa5,i6dyih,subscriber,8,2197.63,2026-04-09T15:29:00,2025-07-18T08:19:00,
116,mark.ocl0@gmail.com,tt8ly,l1hlif,subscriber,16,2342.74,2026-06-16T22:14:00,2025-03-17T23:08:00,
118,mark.adkn@gmail.com,sxwwg,2wv9as,customer,9,2133.55,2025-12-21T14:09:00,2026-06-25T03:46:00,
120,joe.55lw@gmail.com,1u30d,qxrt8k,customer,15,3603.62,2026-04-16T13:56:00,2025-03-03T19:45:00,
122,bob.abog@gmail.com,emn5g,ztr5t6,customer,14,4878.26,2025-05-10T11:15:00,2025-09-01T01:25:00,
124,mark.j77a@yahoo.com,mg1ez,ot8t0l,subscriber,7,3653.01,2025-06-30T23:02:00,2026-03-22T03:49:00,
126,bob.4c78@chandlerelectric.com,0t926,prlltj,subscriber,19,192.00,2025-07-28T22:52:00,2025-07-20T21:16:00,
128,bob.1sv1@hotmail.com,578ce,qkhu2r,customer,20,3104.47,2026-03-23T11:32:00,2026-02-13T13:53:00,
130,sarah.8kz6@gmail.com,d3rvf,piefeh,subscriber,4,2968.19,2025-07-28T18:48:00,2025-01-30T17:42:00,
132,lisa.csmi@hotmail.com,rz04u,u8qe6l,customer,20,366.99,2026-07-18T17:13:00,2026-02-20T00:41:00,
134,chris.olpt@gmail.com,q5w4s,9bqmes,customer,5,1391.74,2025-10-24T12:59:00,2025-06-23T01:17:00,
136,ann.bx0c@hotmail.com,lcvbu,5nuu7x,customer,19,3199.81,2025-05-30T09:44:00,2025-08-17T10:04:00,
