transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_00001,acc_chk_001,6044.8,EUR,2025-06-22,Equipment payment 7,Tauchtechnik Nord,Phase3;Equipment,false,other
txn_00002,acc_crd_003,531.64,EUR,2025-05-25,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00003,acc_crd_003,2173.79,EUR,2025-09-13,Phase4 Husum Deposit,Phase4 Husum Deposit,General;Uncategorized,false,other
txn_00004,acc_crd_003,3517.34,EUR,2024-12-05,Rewe,Rewe,General;Uncategorized,false,other
txn_00005,acc_chk_001,10399.96,EUR,2025-06-26,VesselCharter payment 4,Nordkai Marine Services,Phase3;VesselCharter,false,other
txn_00006,acc_crd_003,830.68,EUR,2025-05-08,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00007,acc_crd_003,2815.05,EUR,2024-12-05,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00008,acc_crd_003,1764.87,EUR,2024-12-19,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00009,acc_crd_003,161.54,EUR,2025-04-24,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00010,acc_crd_003,2126.43,EUR,2025-09-15,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00011,acc_crd_003,1558.62,EUR,2025-09-02,Phase4 Husum Deposit,Phase4 Husum Deposit,General;Uncategorized,false,other
txn_00012,acc_crd_003,699.38,EUR,2025-05-17,Rewe,Rewe,General;Uncategorized,false,other
txn_00013,acc_chk_001,9629.18,EUR,2025-08-06,VesselCharter payment 6,Nordkai Marine Services,Phase3;VesselCharter,false,other
txn_00014,acc_crd_003,2885.8,EUR,2025-09-22,Amazon,Amazon,General;Uncategorized,false,other
txn_00015,acc_crd_003,3751.65,EUR,2025-05-21,Amazon,Amazon,General;Uncategorized,false,other
txn_00016,acc_crd_003,4181.32,EUR,2025-05-01,Amazon,Amazon,General;Uncategorized,false,other
txn_00017,acc_crd_003,2982.58,EUR,2025-05-01,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00018,acc_crd_003,1697.09,EUR,2025-09-19,Aral,Aral,General;Uncategorized,false,other
txn_00019,acc_crd_003,4181.38,EUR,2025-10-02,Stadtwerke Kiel,Stadtwerke Kiel,General;Uncategorized,false,other
txn_00020,acc_crd_003,718.27,EUR,2025-09-03,Rewe,Rewe,General;Uncategorized,false,other
txn_00021,acc_crd_003,2258.81,EUR,2025-10-05,Amazon,Amazon,General;Uncategorized,false,other
txn_00022,acc_crd_003,1044.51,EUR,2025-05-11,Nordmeer University Payroll,Nordmeer University Payroll,General;Uncategorized,false,other
txn_00023,acc_chk_001,5954.32,EUR,2025-08-14,Conservation payment 6,Konservierung Labor Kiel,Phase3;Conservation,false,other
txn_00024,acc_crd_003,985.96,EUR,2025-09-27,Aral,Aral,General;Uncategorized,false,other
txn_00025,acc_chk_001,7549.92,EUR,2025-06-24,Travel payment 4,DB Geschaeftsreisen,Phase3;Travel,false,other
txn_00026,acc_crd_003,3444.92,EUR,2025-04-03,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00027,acc_crd_003,788.63,EUR,2025-04-15,Amazon,Amazon,General;Uncategorized,false,other
txn_00028,acc_crd_003,2972.27,EUR,2025-04-15,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00029,acc_crd_003,679.5,EUR,2025-04-17,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00030,acc_crd_003,2724.67,EUR,2024-12-25,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00031,acc_chk_001,6647.36,EUR,2025-08-20,Travel payment 6,DB Geschaeftsreisen,Phase3;Travel,false,other
txn_00032,acc_crd_003,2875.64,EUR,2025-10-04,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00033,acc_chk_001,13025.25,EUR,2025-07-15,VesselCharter payment 2,Nordkai Marine Services,Phase3;VesselCharter,false,other
txn_00034,acc_crd_003,2091.37,EUR,2024-12-11,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00035,acc_crd_003,645.82,EUR,2025-09-09,Amazon,Amazon,General;Uncategorized,false,other
txn_00036,acc_chk_001,7224.16,EUR,2025-08-21,Equipment payment 3,Tauchtechnik Nord,Phase3;Equipment,false,other
txn_00037,acc_crd_003,2155.03,EUR,2025-09-14,Rewe,Rewe,General;Uncategorized,false,other
txn_00038,acc_crd_003,258.52,EUR,2025-10-22,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00039,acc_crd_003,3581.41,EUR,2025-05-21,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00040,acc_crd_003,2133.78,EUR,2025-09-04,Phase4 Husum Deposit,Phase4 Husum Deposit,General;Uncategorized,false,other
txn_00041,acc_chk_001,11773.3,EUR,2025-06-23,VesselCharter payment 7,Nordkai Marine Services,Phase3;VesselCharter,false,other
txn_00042,acc_chk_001,8546.07,EUR,2025-08-25,Equipment payment 6,Tauchtechnik Nord,Phase3;Equipment,false,other
txn_00043,acc_crd_003,2774.79,EUR,2025-10-06,Aral,Aral,General;Uncategorized,false,other
txn_00044,acc_crd_003,568.1,EUR,2024-12-01,Aral,Aral,General;Uncategorized,false,other
txn_00045,acc_crd_003,1008.43,EUR,2025-09-07,Nordmeer University Payroll,Nordmeer University Payroll,General;Uncategorized,false,other
txn_00046,acc_crd_003,2645.8,EUR,2025-05-07,Aral,Aral,General;Uncategorized,false,other
txn_00047,acc_crd_003,3454.57,EUR,2025-09-17,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00048,acc_crd_003,3592.72,EUR,2025-10-06,Lufthansa,Lufthansa,General;Uncategorized,false,other
txn_00049,acc_crd_003,566.16,EUR,2025-04-19,Stadtwerke Kiel,Stadtwerke Kiel,General;Uncategorized,false,other
txn_00050,acc_crd_003,173.42,EUR,2024-12-05,Deutsche Telekom,Deutsche Telekom,General;Uncategorized,false,other
txn_00051,acc_crd_003,3425.62,EUR,2025-10-06,Amazon,Amazon,General;Uncategorized,false,other
txn_00052,acc_chk_001,9577.1,EUR,2025-06-20,VesselCharter payment 1,Nordkai Marine Services,Phase3;VesselCharter,false,other
txn_00053,acc_chk_001,9656.05,EUR,2025-08-19,Conservation payment 3,Konservierung Labor Kiel,Phase3;Conservation,false,other
txn_00054,acc_crd_003,3644.21,EUR,2024-12-21,Rewe,Rewe,General;Uncategorized,false,other
txn_00055,acc_crd_003,2733.32,EUR,2024-12-23,Phase4 Husum Deposit,Phase4 Husum Deposit,General;Uncategorized,false,other
txn_00056,acc_crd_003,4172.68,EUR,2025-05-21,Phase4 Husum Deposit,Phase4 Husum Deposit,General;Uncategorized,false,other
txn_00057,acc_chk_001,3103.66,EUR,2025-07-04,Consumables payment 5,Feldlogistik Supply,Phase3;Consumables,false,other
txn_00058,acc_crd_003,2618.15,EUR,2025-10-27,Stadtwerke Kiel,Stadtwerke Kiel,General;Uncategorized,false,other
txn_00059,acc_crd_003,2395.9,EUR,2025-05-15,Phase4 Husum Deposit,Phase4 Husum Deposit,General;Uncategorized,false,other
txn_00060,acc_crd_003,3359.9,EUR,2025-04-10,Aral,Aral,General;Uncategorized,false,other
txn_00061,acc_crd_003,968.29,EUR,2025-04-03,Rewe,Rewe,General;Uncategorized,false,other
