id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
2000,Lead0,Thompson,lead0@example.com,+14155551000,Owner,Thompson Co,lead,2025-06-15T12:00:00Z,2025-10-13T12:00:00Z
2001,Lead1,Delacroix,lead1@example.com,+14155551001,VP,Delacroix Co,customer,2025-06-16T12:00:00Z,2025-10-13T12:05:00Z
2002,Lead2,Boudreaux,lead2@example.com,+14155551002,Director,Boudreaux Co,opportunity,2025-06-17T12:00:00Z,2025-10-13T12:10:00Z
2003,Lead3,Arceneaux,lead3@example.com,+14155551003,Manager,Arceneaux Co,lead,2025-06-18T12:00:00Z,2025-10-13T12:15:00Z
2004,Lead4,Fontaine,lead4@example.com,+14155551004,Owner,Fontaine Co,customer,2025-06-19T12:00:00Z,2025-10-13T12:20:00Z
2005,Lead5,Guidry,lead5@example.com,+14155551005,VP,Guidry Co,opportunity,2025-06-20T12:00:00Z,2025-10-13T12:25:00Z
2006,Lead6,Hebert,lead6@example.com,+14155551006,Director,Hebert Co,lead,2025-06-21T12:00:00Z,2025-10-13T12:30:00Z
2007,Lead7,Landry,lead7@example.com,+14155551007,Manager,Landry Co,customer,2025-06-22T12:00:00Z,2025-10-13T12:35:00Z
2008,Lead8,Maddox,lead8@example.com,+14155551008,Owner,Maddox Co,opportunity,2025-06-23T12:00:00Z,2025-10-13T12:40:00Z
2009,Lead9,Naquin,lead9@example.com,+14155551009,VP,Naquin Co,lead,2025-06-24T12:00:00Z,2025-10-13T12:45:00Z
2010,Lead10,Ortega,lead10@example.com,+14155551010,Director,Ortega Co,customer,2025-06-25T12:00:00Z,2025-10-13T12:50:00Z
2011,Lead11,Prejean,lead11@example.com,+14155551011,Manager,Prejean Co,opportunity,2025-06-26T12:00:00Z,2025-10-13T12:55:00Z
2012,Lead12,Robicheaux,lead12@example.com,+14155551012,Owner,Robicheaux Co,lead,2025-06-27T12:00:00Z,2025-10-13T13:00:00Z
2013,Lead13,Savoy,lead13@example.com,+14155551013,VP,Savoy Co,customer,2025-06-28T12:00:00Z,2025-10-13T13:05:00Z
2014,Lead14,Trahan,lead14@example.com,+14155551014,Director,Trahan Co,opportunity,2025-06-29T12:00:00Z,2025-10-13T13:10:00Z
2015,Lead15,Vidrine,lead15@example.com,+14155551015,Manager,Vidrine Co,lead,2025-06-30T12:00:00Z,2025-10-13T13:15:00Z
2016,Lead16,Whitfield,lead16@example.com,+14155551016,Owner,Whitfield Co,customer,2025-07-01T12:00:00Z,2025-10-13T13:20:00Z
2017,Lead17,Aucoin,lead17@example.com,+14155551017,VP,Aucoin Co,opportunity,2025-07-02T12:00:00Z,2025-10-13T13:25:00Z
2018,Lead18,Babineaux,lead18@example.com,+14155551018,Director,Babineaux Co,lead,2025-07-03T12:00:00Z,2025-10-13T13:30:00Z
2019,Lead19,Comeaux,lead19@example.com,+14155551019,Manager,Comeaux Co,customer,2025-07-04T12:00:00Z,2025-10-13T13:35:00Z
2020,Lead20,Thompson,lead20@example.com,+14155551020,Owner,Thompson Co,opportunity,2025-07-05T12:00:00Z,2025-10-13T13:40:00Z
2021,Lead21,Delacroix,lead21@example.com,+14155551021,VP,Delacroix Co,lead,2025-07-06T12:00:00Z,2025-10-13T13:45:00Z
2022,Lead22,Boudreaux,lead22@example.com,+14155551022,Director,Boudreaux Co,customer,2025-07-07T12:00:00Z,2025-10-13T13:50:00Z
2023,Lead23,Arceneaux,lead23@example.com,+14155551023,Manager,Arceneaux Co,opportunity,2025-07-08T12:00:00Z,2025-10-13T13:55:00Z
