id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
201,Marcus,Cole,marcus.cole@ashdaletech.com,+19195550260,CISO,Ashdale Technologies,customer,2026-03-18T11:00:29+00:00,2026-03-18T11:00:29+00:00
202,Priya,Nair,priya.nair@ashdaletech.com,+17135550225,VP Engineering,Ashdale Technologies,customer,2026-01-26T13:51:02+00:00,2026-02-23T13:56:34+00:00
203,Hannah,Kim,hannah.kim@greenleafhealth.com,+14045550232,Director of Security,Greenleaf Health Systems,customer,2026-01-16T04:49:29+00:00,2026-03-21T15:21:00+00:00
204,Tobias,Fenn,tobias.fenn@greenleafhealth.com,+14045550239,Compliance Manager,Greenleaf Health Systems,salesqualifiedlead,2025-11-11T02:38:21+00:00,2026-03-05T19:47:46+00:00
205,Sofia,Reyes,sofia.reyes@stonewickfinancial.com,+19195550246,Head of IT Risk,Stonewick Financial,opportunity,2025-11-23T14:59:49+00:00,2026-02-21T09:25:02+00:00
206,Nathan,Brooks,nathan.brooks@stonewickfinancial.com,+2345550253,Security Architect,Stonewick Financial,customer,2025-10-29T04:44:43+00:00,2026-03-15T06:08:09+00:00
207,Grace,Lim,grace.lim@brightmoorsaas.com,+16175559006,CTO,Brightmoor SaaS,customer,2025-12-23T12:41:08+00:00,2026-03-01T11:02:25+00:00
208,Caleb,Mensah,caleb.mensah@brightmoorsaas.com,+16175559007,Platform Lead,Brightmoor SaaS,subscriber,2026-03-11T07:27:47+00:00,2026-03-23T14:56:13+00:00
209,Devon,Walker,devon.walker@ashdaletech.com,+19195550260,IT Manager,Ashdale Technologies,lead,2026-01-22T10:38:16+00:00,2026-03-04T06:26:58+00:00
210,Renee,Adler,renee.adler@greenleafhealth.com,+14045550267,SOC Manager,Greenleaf Health Systems,marketingqualifiedlead,2025-12-25T15:27:21+00:00,2026-03-15T13:39:03+00:00
201010,Jamal,Whitfield,jamal.whitfield@greenleafhealth.com,+19195550288,Network Admin,Greenleaf Health Systems,subscriber,2026-03-18T11:00:29+00:00,2026-03-18T11:00:29+00:00
202011,Liam,O'Connor,liam.oconnor@stonewickfinancial.com,+17135550225,Compliance Analyst,Stonewick Financial,lead,2026-01-26T13:51:02+00:00,2026-02-23T13:56:34+00:00
203012,Aisha,Bello,aisha.bello@stonewickfinancial.com,+14045550232,Risk Analyst,Stonewick Financial,marketingqualifiedlead,2026-01-16T04:49:29+00:00,2026-03-21T15:21:00+00:00
204013,Yusuf,Diallo,yusuf.diallo@brightmoorsaas.com,+14045550239,DevOps Lead,Brightmoor SaaS,salesqualifiedlead,2025-11-11T02:38:21+00:00,2026-03-05T19:47:46+00:00
205014,Elena,Petrov,elena.petrov@brightmoorsaas.com,+19195550246,Engineering Manager,Brightmoor SaaS,opportunity,2025-11-23T14:59:49+00:00,2026-02-21T09:25:02+00:00
206015,Daniel,Park,daniel.park@ashdaletech.com,+2345550253,Security Engineer,Ashdale Technologies,customer,2025-10-29T04:44:43+00:00,2026-03-15T06:08:09+00:00
207016,Maya,Johnson,maya.johnson@greenleafhealth.com,+16175559006,IT Director,Greenleaf Health Systems,evangelist,2025-12-23T12:41:08+00:00,2026-03-01T11:02:25+00:00
208017,Andre,Thompson,andre.thompson@stonewickfinancial.com,+16175559007,Infrastructure Lead,Stonewick Financial,subscriber,2026-03-11T07:27:47+00:00,2026-03-23T14:56:13+00:00
209018,Naomi,Carter,naomi.carter@ashdaletech.com,+19195550260,Helpdesk Lead,Ashdale Technologies,lead,2026-01-22T10:38:16+00:00,2026-03-04T06:26:58+00:00
210019,Kofi,Asante,kofi.asante@brightmoorsaas.com,+14045550267,Backend Engineer,Brightmoor SaaS,marketingqualifiedlead,2025-12-25T15:27:21+00:00,2026-03-15T13:39:03+00:00
