id,name,email,avatar_url,type,bot,owner_workspace,created_time
usr_fritz_001,Fritz Rush,fritz.rush@Finthesiss.ai,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_kevin_001,Kevin Osborne,kosborne@gmail.com,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_sarah_001,Sarah Kelley,sarah.kelley@gmail.com,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_janet_001,Janet Atkins,janet.atkins@gmail.com,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_akpan_001,Akpan Idongesit,akpan.idongesit@glenwood.edu,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_marcus_bell_001,Marcus Bell,marcus.bell@glenwood.edu,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_preeti_001,Preeti Ahuja,preeti.ahuja@glenwood.edu,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_yolanda_001,Yolanda Reyes,yolanda.reyes@glenwood.edu,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_hassan_001,Hassan Kwame,hassan.kwame@glenwood.edu,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_kate_001,Kate Osborne,kate.osborne@gmail.com,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_diane_001,Diane Rush,diane.rush.dev@gmail.com,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_kwame_001,Kwame Osei-Adu,ghana-kintampo-pi@rtss-multisite.org,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_amina_001,Amina Wanjiku,kilifi-fieldcoord@rtss-multisite.org,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_domingos_001,Domingos Rodrigues,manhica-site-pi@rtss-multisite.org,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_ibrahim_001,Ibrahim Ouedraogo,nanoro-site-pi@rtss-multisite.org,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
usr_fatuma_001,Fatuma Mwakumbi,bagamoyo-site-pi@rtss-multisite.org,,person,false,ws_fritz_research_001,2024-08-01T09:00:00.000Z
