page_id,property_name,property_type,value
pg_r21_planning,CoI_List,rich_text,Sarah Kelley (UColorado) Kevin Osborne (Glenwood) Kintampo PI Kilifi Coord Manhica PI Nanoro PI
pg_r21_planning,Status,select,DRAFT-STALE-JAN
pg_r21_planning,Last_Reviewed,date,2026-01-14
pg_r21_planning,Notes,rich_text,Pre-submission planning. May need Bagamoyo add. Confirm with Sarah before final submission.
pg_r21_submitted,CoI_List,rich_text,Sarah Kelley (UColorado) Kevin Osborne (Glenwood) Kintampo PI Kilifi Coord Manhica PI Nanoro PI Bagamoyo PI
pg_r21_submitted,Status,select,SUBMITTED
pg_r21_submitted,Submitted_Date,date,2026-02-15
pg_r21_submitted,Application_ID,rich_text,R21AI-2026-Rush-Kelley
pg_r21_submitted,Total_Budget_USD,number,247500
pg_rtss_roadmap,Study_Sites,rich_text,Kintampo Ghana Kilifi Kenya Manhica Mozambique Nanoro Burkina Faso Bagamoyo Tanzania
pg_rtss_roadmap,Current_Amendment,select,Amendment-4
pg_faculty_targets,Programs,rich_text,UNC PID Vanderbilt Global Health Boston Children ID UW Global Health Baylor Global Peds Emory Rollins Global JHU Bloomberg Intl
pg_idweek_plan,Poster_Board,rich_text,B-247
pg_idweek_plan,Oral_Session,rich_text,Oct 17 09:00 Room 145A
pg_grand_rounds_outline,Audience,select,CHOA-General-Pediatrics
pg_grand_rounds_outline,Translation_Goal,rich_text,Explain implementation without dumbing down
pg_r21_planning,Status,select,In_Progress
pg_r21_planning,Priority,select,Medium
pg_r21_submitted,Status,select,In_Progress
pg_r21_submitted,Priority,select,Medium
pg_rtss_roadmap,Status,select,In_Progress
pg_rtss_roadmap,Priority,select,Medium
pg_faculty_targets,Status,select,In_Progress
pg_faculty_targets,Priority,select,Medium
pg_idweek_plan,Status,select,In_Progress
pg_idweek_plan,Priority,select,Medium
pg_grand_rounds_outline,Status,select,In_Progress
pg_grand_rounds_outline,Priority,select,Medium
pg_bookclub_2026,Status,select,In_Progress
pg_bookclub_2026,Priority,select,Medium
pg_site_kintampo_101,Status,select,In_Progress
pg_site_kintampo_101,Priority,select,Medium
pg_site_kintampo_102,Status,select,In_Progress
pg_site_kintampo_102,Priority,select,Medium
pg_site_kintampo_103,Status,select,In_Progress
pg_site_kintampo_103,Priority,select,Medium
pg_site_kintampo_104,Status,select,In_Progress
pg_site_kintampo_104,Priority,select,Medium
pg_site_kintampo_105,Status,select,In_Progress
pg_site_kintampo_105,Priority,select,Medium
pg_site_kintampo_106,Status,select,In_Progress
pg_site_kintampo_106,Priority,select,Medium
pg_site_kilifi_107,Status,select,In_Progress
pg_site_kilifi_107,Priority,select,Medium
pg_site_kilifi_108,Status,select,In_Progress
pg_site_kilifi_108,Priority,select,Medium
pg_site_kilifi_109,Status,select,In_Progress
pg_site_kilifi_109,Priority,select,Medium
pg_site_kilifi_110,Status,select,In_Progress
pg_site_kilifi_110,Priority,select,Medium
pg_site_kilifi_111,Status,select,In_Progress
pg_site_kilifi_111,Priority,select,Medium
pg_site_kilifi_112,Status,select,In_Progress
pg_site_kilifi_112,Priority,select,Medium
pg_site_manhica_113,Status,select,In_Progress
pg_site_manhica_113,Priority,select,Medium
pg_site_manhica_114,Status,select,In_Progress
pg_site_manhica_114,Priority,select,Medium
pg_site_manhica_115,Status,select,In_Progress
pg_site_manhica_115,Priority,select,Medium
pg_site_manhica_116,Status,select,In_Progress
pg_site_manhica_116,Priority,select,Medium
pg_site_manhica_117,Status,select,In_Progress
pg_site_manhica_117,Priority,select,Medium
pg_site_manhica_118,Status,select,In_Progress
pg_site_manhica_118,Priority,select,Medium
pg_site_nanoro_119,Status,select,In_Progress
pg_site_nanoro_119,Priority,select,Medium
pg_site_nanoro_120,Status,select,In_Progress
pg_site_nanoro_120,Priority,select,Medium
pg_site_nanoro_121,Status,select,In_Progress
pg_site_nanoro_121,Priority,select,Medium
pg_site_nanoro_122,Status,select,In_Progress
pg_site_nanoro_122,Priority,select,Medium
pg_site_nanoro_123,Status,select,In_Progress
pg_site_nanoro_123,Priority,select,Medium
pg_site_nanoro_124,Status,select,In_Progress
pg_site_nanoro_124,Priority,select,Medium
pg_site_bagamoyo_125,Status,select,In_Progress
pg_site_bagamoyo_125,Priority,select,Medium
pg_site_bagamoyo_126,Status,select,In_Progress
pg_site_bagamoyo_126,Priority,select,Medium
pg_site_bagamoyo_127,Status,select,In_Progress
pg_site_bagamoyo_127,Priority,select,Medium
pg_site_bagamoyo_128,Status,select,In_Progress
pg_site_bagamoyo_128,Priority,select,Medium
pg_site_bagamoyo_129,Status,select,In_Progress
pg_site_bagamoyo_129,Priority,select,Medium
pg_site_bagamoyo_130,Status,select,In_Progress
pg_site_bagamoyo_130,Priority,select,Medium
pg_book_131,Status,select,In_Progress
