id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_3OqW1A2eZvK,cus_midori_4421,11555,usd,succeeded,true,false,0,Bay Photo Lab order #BP-2026-9112844,pi_3OqW1A2eZvK,2026-10-17T18:01:52Z
ch_3OqXJB2eZvK,cus_midori_4421,7242,usd,succeeded,true,false,0,Amazon - GRE prep books,pi_3OqXJB2eZvK,2026-09-18T20:14:00Z
ch_3OqRPC2eZvK,cus_midori_4421,6500,usd,pending,false,false,0,Costco Gold Star renewal,pi_3OqRPC2eZvK,2026-11-15T08:00:00Z
ch_3OpQQD2eZvK,cus_midori_4421,23230,usd,succeeded,true,false,0,Robberson Ford service invoice,pi_3OpQQD2eZvK,2026-10-09T14:18:08Z
ch_3OoLLE2eZvK,cus_midori_4421,38000,usd,succeeded,true,false,0,Ford Motor Credit - truck payment Oct,pi_3OoLLE2eZvK,2026-10-15T08:00:00Z
ch_3OQW0A2eZvK,cus_midori_4421,11555,usd,succeeded,true,false,0,Bay Photo Lab order #BP-2026-9112844,pi_3OqA2eZvK,2026-09-20T11:48:00.000Z
ch_3ORX1A2eZvK,cus_midori_4421,7242,usd,succeeded,true,false,0,Amazon - GRE prep books,pi_3OWB2eZvK,2026-10-12T18:35:00.000Z
ch_3OSY2A2eZvK,cus_midori_4421,6500,usd,succeeded,true,false,0,Costco Gold Star renewal,pi_3OXC2eZvK,2026-10-10T20:43:00.000Z
ch_3OTZ3A2eZvK,cus_midori_4421,23230,usd,succeeded,true,false,0,Robberson Ford service invoice,pi_3OpD2eZvK,2026-10-13T17:38:00.000Z
ch_3OU[4A2eZvK,cus_midori_4421,38000,usd,succeeded,true,false,0,Ford Motor Credit - truck payment Oct,pi_3OoE2eZvK,2026-10-08T18:53:00.000Z
ch_3Oauto00012eZvK,cus_midori_4421,1500,usd,failed,false,false,0,Dutch Bros Coffee,pi_3Oauto00012eZvK,2027-01-23T18:11:00.000Z
ch_3Oauto00022eZvK,cus_midori_4421,38000,usd,failed,false,false,0,Ford Motor Credit - truck payment,pi_3Oauto00022eZvK,2026-05-16T15:52:00.000Z
ch_3Oauto00032eZvK,cus_midori_4421,2100,usd,succeeded,true,false,0,Safeway - groceries,pi_3Oauto00032eZvK,2027-01-27T16:08:00.000Z
ch_3Oauto00042eZvK,cus_midori_4421,8900,usd,succeeded,true,true,0,Big R - tack & supplies,pi_3Oauto00042eZvK,2026-02-12T09:53:00.000Z
ch_3Oauto00052eZvK,cus_midori_4421,12000,usd,failed,false,false,0,Equine vet supply restock,pi_3Oauto00052eZvK,2027-01-05T20:13:00.000Z
ch_3Oauto00062eZvK,cus_midori_4421,2900,usd,succeeded,true,false,0,Tumalo Feed Co - hay,pi_3Oauto00062eZvK,2025-12-01T08:19:00.000Z
ch_3Oauto00072eZvK,cus_midori_4421,38000,usd,failed,false,false,0,Ford Motor Credit - truck payment,pi_3Oauto00072eZvK,2027-01-12T20:27:00.000Z
ch_3Oauto00082eZvK,cus_midori_4421,1800,usd,succeeded,true,true,0,Les Schwab - trailer tires,pi_3Oauto00082eZvK,2026-04-25T11:28:00.000Z
ch_3Oauto00092eZvK,cus_midori_4421,3100,usd,succeeded,true,false,0,Newport Ave Market,pi_3Oauto00092eZvK,2026-04-02T12:49:00.000Z
ch_3Oauto000a2eZvK,cus_midori_4421,6800,usd,failed,false,false,0,Robberson Ford diesel service,pi_3Oauto000a2eZvK,2026-11-05T21:59:00.000Z
ch_3Oauto000b2eZvK,cus_midori_4421,38000,usd,succeeded,true,true,0,Ford Motor Credit - truck payment,pi_3Oauto000b2eZvK,2025-11-25T07:29:00.000Z
ch_3Oauto000c2eZvK,cus_midori_4421,12000,usd,pending,false,false,0,Equine vet supply restock,pi_3Oauto000c2eZvK,2026-04-17T12:34:00.000Z
ch_3Oauto000d2eZvK,cus_midori_4421,4200,usd,succeeded,true,false,0,Cascade Farm & Ranch - feed,pi_3Oauto000d2eZvK,2027-01-04T06:38:00.000Z
ch_3Oauto000e2eZvK,cus_midori_4421,5500,usd,succeeded,true,false,0,Sundowner trailer maintenance,pi_3Oauto000e2eZvK,2026-04-13T13:54:00.000Z
ch_3Oauto000f2eZvK,cus_midori_4421,7800,usd,pending,false,false,0,Diesel - Pilot Travel Center,pi_3Oauto000f2eZvK,2026-04-10T09:46:00.000Z
