contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
c-frisian-dive,Frisian Dive Operations,Nils,Johansen,nils@frisian-dive.example.de,false,true,ACTIVE,FDO-001
contac-00002,Kelp quartz 2,Quinn,Winter,timo.berg002@example.com,false,false,open,215
contac-00003,Alpha tidal 3,Sven,Schulz,inga.klein003@example.com,false,false,standard,509
contac-00004,Harbor iris 4,Alex,Schulz,reese.busch004@example.com,false,false,closed,464
contac-00005,Orbit violet 5,Sam,Arnold,jamie.koch005@example.com,false,false,active,717
contac-00006,Umber meadow 6,Alex,Meyer,timo.berg006@example.com,false,false,closed,882
contac-00007,Zephyr orbit 7,Sage,Lorenz,sage.sommer007@example.com,false,false,closed,35
contac-00008,Pine orbit 8,Riley,Busch,sam.koch008@example.com,false,false,pending,522
contac-00009,Cedar ember 9,Devon,Frank,timo.klein009@example.com,false,false,open,427
contac-00010,Orbit summit 10,Timo,Frank,blair.wolf010@example.com,false,false,closed,830
contac-00011,Iris harbor 11,Lena,Klein,nora.frank011@example.com,false,false,closed,426
contac-00012,Umber haze 12,Sam,Busch,morgan.wolf012@example.com,false,false,closed,893
contac-00013,Ember summit 13,Avery,Richter,blair.richter013@example.com,false,false,closed,860
contac-00014,Tidal cedar 14,Casey,Sommer,emil.meyer014@example.com,false,false,pending,25
contac-00015,Pine frost 15,Devon,Lorenz,paul.sommer015@example.com,false,false,closed,340
contac-00016,Bravo frost 16,Blair,Richter,taylor.koch016@example.com,false,false,active,313
contac-00017,Willow tidal 17,Morgan,Busch,devon.haas017@example.com,false,false,closed,785
contac-00018,Jade harbor 18,Emil,Meyer,paul.schulz018@example.com,false,false,pending,3
contac-00019,Meadow umber 19,Quinn,Vogel,jordan.richter019@example.com,false,false,general,855
contac-00020,Bravo kelp 20,Quinn,Lorenz,riley.wolf020@example.com,false,false,standard,536
contac-00021,Jade bravo 21,Blair,Winter,inga.schulz021@example.com,false,false,general,540
contac-00022,Ember summit 22,Parker,Lorenz,jamie.wolf022@example.com,false,false,closed,623
contac-00023,Cedar quartz 23,Lena,Haas,timo.haas023@example.com,false,false,closed,425
contac-00024,Ember tidal 24,Morgan,Busch,reese.berg024@example.com,false,false,general,408
contac-00025,Cedar alpha 25,Morgan,Haas,sven.richter025@example.com,false,false,general,842
contac-00026,Grove pine 26,Jordan,Braun,inga.meyer026@example.com,false,false,standard,691
contac-00027,Alpha willow 27,Emil,Arnold,timo.winter027@example.com,false,false,general,314
contac-00028,Tidal quartz 28,Sam,Braun,jordan.berg028@example.com,false,false,pending,75
contac-00029,Violet pine 29,Riley,Sommer,inga.busch029@example.com,false,false,open,541
contac-00030,Alpha jade 30,Alex,Arnold,reese.sommer030@example.com,false,false,closed,896
contac-00031,Summit delta 31,Timo,Busch,riley.frank031@example.com,false,false,pending,642
contac-00032,Zephyr kelp 32,Jordan,Klein,jordan.braun032@example.com,false,false,active,395
contac-00033,Ember ember 33,Parker,Meyer,lena.klein033@example.com,false,false,pending,55
