id,firstName,lastName,workEmail,department,jobTitle,location,hireDate,status,supervisorId
EMP_001,Layla,McBride,layla.mcbride@nnu.edu.ng,Crop Science,Senior Research Fellow,Nsukka,2018-09-01,Active,n_a_placeholder
EMP_002,Idongesit,Akpan,akpan.idongesit@nnu.edu.ng,Crop Science,Senior Lecturer,Nsukka,2019-02-12,Active,EMP_001
EMP_003,Derek,Walsh,d.walsh@nnu.edu.ng,Crop Science,Lecturer II,Nsukka,2021-08-15,Active,EMP_001
EMP_004,Adaeze,Eze,adaeze.eze@nnu.edu.ng,Crop Science,Field Research Assistant,Udi,2023-07-05,Active,EMP_002
EMP_005,Chinedu,Eke,chinedu.eke@nnu.edu.ng,Crop Science,Field Research Assistant,Udi,2024-01-22,Active,EMP_002
EMP_006,Grace,Obi,grace.obi@nnu.edu.ng,Crop Science,Lab Technician,Nsukka,2022-06-12,Active,EMP_002
EMP_007,Emeka,Nwosu,emeka.nwosu@nnu.edu.ng,Administration,Grants Officer,Nsukka,2020-04-01,Active,n_a_placeholder
EMP_008,Ifeoma,Onye,ifeoma.onye@nnu.edu.ng,Administration,Finance Officer,Nsukka,2019-11-08,Active,EMP_007
EMP_009,Tunde,Aderemi,esfes_coord@esfes.org.ng,ESFES (contract),Field Coordinator,Udi,2024-07-15,Active,EMP_001
EMP_010,Blessing,Okafor,blessing.okafor@nnu.edu.ng,Crop Science,Field Sampler (PT),Udi,2025-03-04,Active,EMP_002
EMP_011,Chika,Igwe,chika.igwe@nnu.edu.ng,Crop Science,Field Research Assistant,Udi,2025-10-01,Active,EMP_002
EMP_012,Henry,Okoro,henry.okoro@nnu.edu.ng,Crop Science,Field Research Assistant,Nsukka,2024-08-14,Inactive,EMP_002
BHR-00112,Sofia,Sanchez,sofia.sanchez450@gmail.com,Photography Contractor,2025-01-20,Contractor,terminated,active,gen_14705
BHR-00113,Anika,Taylor,anika.taylor477@outlook.com,Kids Class Aide,2024-04-27,FullTime,active,delivered,gen_96074
BHR-00114,Silas,Flores,silas.flores297@protonmail.com,Instructor,2026-05-08,FullTime,inactive,closed,gen_65542
BHR-00115,Kana,Shah,kana.shah506@protonmail.com,Cleaning Contractor,2020-03-30,Contractor,active,delivered,gen_95611
BHR-00116,Miku,Rodriguez,miku.rodriguez33@outlook.com,Assistant Instructor,2019-07-21,Volunteer,active,open,gen_79170
BHR-00117,Zara,Suzuki,zara.suzuki633@gmail.com,Marketing Consultant,2020-07-02,FullTime,terminated,active,gen_29350
BHR-00118,Maren,Torres,maren.torres445@icloud.com,Judge (Seasonal),2026-04-20,PartTime,active,open,gen_54722
BHR-00119,Ella,Kumar,ella.kumar392@hotmail.com,Front Desk,2025-10-11,Contractor,active,open,gen_63836
BHR-00120,Owen,Zhang,owen.zhang428@icloud.com,Cleaning Contractor,2021-12-25,FullTime,terminated,active,gen_62158
BHR-00121,Malik,Sato,malik.sato570@hotmail.com,Assistant Instructor,2023-08-07,PartTime,terminated,delivered,gen_21192
BHR-00122,Layla,Ma,layla.ma320@outlook.com,Photography Contractor,2018-01-25,FullTime,inactive,completed,gen_61073
BHR-00123,Ren,Jackson,ren.jackson554@gmail.com,Photography Contractor,2022-12-25,Contractor,inactive,pending,gen_25800
BHR-00124,Mateo,Suzuki,mateo.suzuki530@icloud.com,IT Support,2021-12-28,FullTime,inactive,sent,gen_45184
BHR-00125,Anika,Watanabe,anika.watanabe527@gmail.com,Photography Contractor,2021-04-16,Volunteer,inactive,completed,gen_69382
BHR-00126,Noa,Cho,noa.cho268@gmail.com,Photography Contractor,2020-01-08,Volunteer,inactive,completed,gen_28002
BHR-00127,Anika,Robinson,anika.robinson342@hotmail.com,Instructor,2019-10-21,FullTime,inactive,pending,gen_88500
BHR-00128,Miku,Kang,miku.kang684@outlook.com,Cleaning Contractor,2022-05-10,Volunteer,inactive,active,gen_75067
BHR-00129,Wren,Martinez,wren.martinez550@icloud.com,Marketing Consultant,2026-09-10,PartTime,terminated,active,gen_29213
BHR-00130,Rhys,Wilson,rhys.wilson172@gmail.com,Cleaning Contractor,2018-07-23,Volunteer,inactive,delivered,gen_27048
BHR-00131,Anika,Sharma,anika.sharma979@hotmail.com,IT Support,2020-02-21,Contractor,active,active,gen_02634
BHR-00132,Owen,Verma,owen.verma412@hotmail.com,Front Desk,2019-11-29,Contractor,terminated,completed,gen_15829
BHR-00133,Kavya,Rivera,kavya.rivera870@hotmail.com,Judge (Seasonal),2018-07-11,Volunteer,inactive,pending,gen_52222
BHR-00134,Chen,Ramirez,chen.ramirez604@hotmail.com,Photography Contractor,2018-11-20,PartTime,terminated,open,gen_92877
BHR-00135,Aisha,Robinson,aisha.robinson417@hotmail.com,Sound Tech,2019-08-08,FullTime,terminated,completed,gen_54335
BHR-00136,Anika,Huang,anika.huang142@hotmail.com,Kids Class Aide,2026-01-20,Contractor,active,completed,gen_78587
BHR-00137,Ayano,Wilson,ayano.wilson774@icloud.com,Marketing Consultant,2024-11-17,Volunteer,inactive,delivered,gen_14125
BHR-00138,Yui,Xu,yui.xu326@yahoo.com,Instructor,2022-06-22,FullTime,active,sent,gen_09802
BHR-00139,Piper,Wu,piper.wu814@gmail.com,Assistant Instructor,2023-07-24,PartTime,inactive,completed,gen_20490
BHR-00140,Ava,Yamada,ava.yamada186@icloud.com,Kids Class Aide,2024-03-08,Contractor,active,open,gen_46795
BHR-00141,Shiori,Wilson,shiori.wilson248@outlook.com,Assistant Instructor,2018-03-18,PartTime,active,sent,gen_08088
BHR-00142,Sadie,Thompson,sadie.thompson334@gmail.com,Assistant Instructor,2024-04-05,FullTime,inactive,active,gen_77724
BHR-00143,Chen,Williams,chen.williams541@outlook.com,Front Desk,2023-03-29,Volunteer,terminated,delivered,gen_25141
BHR-00144,Riku,Torres,riku.torres45@gmail.com,Photography Contractor,2021-01-15,Contractor,inactive,active,gen_19592
BHR-00145,Sana,Smith,sana.smith903@gmail.com,Instructor,2025-08-21,Contractor,inactive,completed,gen_65728
BHR-00146,Rafael,Brown,rafael.brown472@gmail.com,Sound Tech,2022-02-22,PartTime,inactive,completed,gen_25939
BHR-00147,Piper,Jones,piper.jones647@icloud.com,Sound Tech,2018-11-01,FullTime,inactive,active,gen_31999
BHR-00148,Iris,Carter,iris.carter273@hotmail.com,Marketing Consultant,2023-02-01,FullTime,active,sent,gen_03242
BHR-00149,Vera,Tanaka,vera.tanaka547@protonmail.com,Instructor,2026-03-13,PartTime,active,open,gen_62958
BHR-00150,Kai,Han,kai.han314@yahoo.com,Photography Contractor,2025-08-23,Contractor,inactive,open,gen_57487
BHR-00151,Sloane,Kumar,sloane.kumar579@outlook.com,Sound Tech,2019-07-18,FullTime,active,sent,gen_63450
