id,name,email,description,currency,delinquent,balance,created,phone
cus_00000,Customer 0,cust0@example.com,Retail customer 0,cad,false,0,1748716200,+14165557000
cus_00001,Customer 1,cust1@example.com,Retail customer 1,cad,false,0,1748802600,+14165557001
cus_00002,Customer 2,cust2@example.com,Retail customer 2,cad,false,0,1748889000,+14165557002
cus_00003,Customer 3,cust3@example.com,Retail customer 3,cad,false,0,1748975400,+14165557003
cus_00004,Customer 4,cust4@example.com,Retail customer 4,cad,false,0,1749061800,+14165557004
cus_00005,Customer 5,cust5@example.com,Retail customer 5,cad,false,0,1749148200,+14165557005
cus_00006,Customer 6,cust6@example.com,Retail customer 6,cad,false,0,1749234600,+14165557006
cus_00007,Customer 7,cust7@example.com,Retail customer 7,cad,false,0,1749321000,+14165557007
cus_00008,Customer 8,cust8@example.com,Retail customer 8,cad,false,0,1749407400,+14165557008
cus_00009,Customer 9,cust9@example.com,Retail customer 9,cad,false,0,1749493800,+14165557009
cus_00010,Customer 10,cust10@example.com,Retail customer 10,cad,false,0,1749580200,+14165557010
cus_00011,Customer 11,cust11@example.com,Retail customer 11,cad,false,0,1749666600,+14165557011
cus_00012,Customer 12,cust12@example.com,Retail customer 12,cad,false,0,1749753000,+14165557012
cus_00013,Customer 13,cust13@example.com,Retail customer 13,cad,false,0,1749839400,+14165557013
cus_00014,Customer 14,cust14@example.com,Retail customer 14,cad,false,0,1749925800,+14165557014
cus_00015,Customer 15,cust15@example.com,Retail customer 15,cad,false,0,1750012200,+14165557015
cus_00016,Customer 16,cust16@example.com,Retail customer 16,cad,false,0,1750098600,+14165557016
cus_00017,Customer 17,cust17@example.com,Retail customer 17,cad,false,0,1750185000,+14165557017
cus_00018,Customer 18,cust18@example.com,Retail customer 18,cad,false,0,1750271400,+14165557018
cus_00019,Customer 19,cust19@example.com,Retail customer 19,cad,false,0,1750357800,+14165557019
cus_00020,Customer 20,cust20@example.com,Retail customer 20,cad,false,0,1750444200,+14165557020
cus_00021,Customer 21,cust21@example.com,Retail customer 21,cad,false,0,1750530600,+14165557021
cus_00022,Customer 22,cust22@example.com,Retail customer 22,cad,false,0,1750617000,+14165557022
cus_00023,Customer 23,cust23@example.com,Retail customer 23,cad,false,0,1750703400,+14165557023
cus_00024,Customer 24,cust24@example.com,Retail customer 24,cad,false,0,1750789800,+14165557024
cus_00025,Customer 25,cust25@example.com,Retail customer 25,cad,false,0,1750876200,+14165557025
cus_00026,Customer 26,cust26@example.com,Retail customer 26,cad,false,0,1750962600,+14165557026
cus_00027,Customer 27,cust27@example.com,Retail customer 27,cad,false,0,1751049000,+14165557027
cus_00028,Customer 28,cust28@example.com,Retail customer 28,cad,false,0,1751135400,+14165557028
cus_00029,Customer 29,cust29@example.com,Retail customer 29,cad,false,0,1751221800,+14165557029
cus_00030,Customer 30,cust30@example.com,Retail customer 30,cad,false,0,1751308200,+14165557030
cus_00031,Customer 31,cust31@example.com,Retail customer 31,cad,false,0,1751394600,+14165557031
cus_00032,Customer 32,cust32@example.com,Retail customer 32,cad,false,0,1751481000,+14165557032
cus_00033,Customer 33,cust33@example.com,Retail customer 33,cad,false,0,1751567400,+14165557033
cus_00034,Customer 34,cust34@example.com,Retail customer 34,cad,false,0,1751653800,+14165557034
cus_00035,Customer 35,cust35@example.com,Retail customer 35,cad,false,0,1751740200,+14165557035
cus_00036,Customer 36,cust36@example.com,Retail customer 36,cad,false,0,1751826600,+14165557036
cus_00037,Customer 37,cust37@example.com,Retail customer 37,cad,false,0,1751913000,+14165557037
cus_00038,Customer 38,cust38@example.com,Retail customer 38,cad,false,0,1751999400,+14165557038
cus_00039,Customer 39,cust39@example.com,Retail customer 39,cad,false,0,1752085800,+14165557039
cus_00040,Customer 40,cust40@example.com,Retail customer 40,cad,false,0,1752172200,+14165557040
cus_00041,Customer 41,cust41@example.com,Retail customer 41,cad,false,0,1752258600,+14165557041
