id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_00000,cus_00000,price_0000,canceled,1,1793471400,1796063400,false,1735669800
sub_00001,cus_00001,price_0001,past_due,1,1793471400,1796063400,false,1735756200
sub_00002,cus_00002,price_0002,active,1,1793471400,1796063400,false,1735842600
sub_00003,cus_00003,price_0003,past_due,1,1793471400,1796063400,false,1735929000
sub_00004,cus_00004,price_0004,past_due,1,1793471400,1796063400,false,1736015400
sub_00005,cus_00005,price_0005,canceled,1,1793471400,1796063400,false,1736101800
sub_00006,cus_00006,price_0006,past_due,1,1793471400,1796063400,false,1736188200
sub_00007,cus_00007,price_0007,canceled,1,1793471400,1796063400,false,1736274600
sub_00008,cus_00008,price_0008,active,1,1793471400,1796063400,false,1736361000
sub_00009,cus_00009,price_0009,past_due,1,1793471400,1796063400,false,1736447400
sub_00010,cus_00010,price_0010,past_due,1,1793471400,1796063400,false,1736533800
sub_00011,cus_00011,price_0011,canceled,1,1793471400,1796063400,false,1736620200
sub_00012,cus_00012,price_0012,past_due,1,1793471400,1796063400,false,1736706600
sub_00013,cus_00013,price_0013,canceled,1,1793471400,1796063400,false,1736793000
sub_00014,cus_00014,price_0014,active,1,1793471400,1796063400,false,1736879400
sub_00015,cus_00015,price_0015,canceled,1,1793471400,1796063400,false,1736965800
sub_00016,cus_00016,price_0016,past_due,1,1793471400,1796063400,false,1737052200
sub_00017,cus_00017,price_0017,active,1,1793471400,1796063400,false,1737138600
sub_00018,cus_00018,price_0018,past_due,1,1793471400,1796063400,false,1737225000
sub_00019,cus_00019,price_0019,past_due,1,1793471400,1796063400,false,1737311400
sub_00020,cus_00020,price_0020,active,1,1793471400,1796063400,false,1737397800
sub_00021,cus_00021,price_0021,active,1,1793471400,1796063400,false,1737484200
sub_00022,cus_00022,price_0022,active,1,1793471400,1796063400,false,1737570600
sub_00023,cus_00023,price_0023,active,1,1793471400,1796063400,false,1737657000
sub_00024,cus_00024,price_0024,past_due,1,1793471400,1796063400,false,1737743400
sub_00025,cus_00025,price_0025,active,1,1793471400,1796063400,false,1737829800
sub_00026,cus_00026,price_0026,canceled,1,1793471400,1796063400,false,1737916200
sub_00027,cus_00027,price_0027,canceled,1,1793471400,1796063400,false,1738002600
sub_00028,cus_00028,price_0028,active,1,1793471400,1796063400,false,1738089000
sub_00029,cus_00029,price_0029,canceled,1,1793471400,1796063400,false,1738175400
sub_00030,cus_00030,price_0030,canceled,1,1793471400,1796063400,false,1738261800
sub_00031,cus_00031,price_0031,past_due,1,1793471400,1796063400,false,1738348200
sub_00032,cus_00032,price_0032,active,1,1793471400,1796063400,false,1738434600
sub_00033,cus_00033,price_0033,canceled,1,1793471400,1796063400,false,1738521000
sub_00034,cus_00034,price_0034,past_due,1,1793471400,1796063400,false,1738607400
sub_00035,cus_00035,price_0035,active,1,1793471400,1796063400,false,1738693800
sub_00036,cus_00036,price_0036,past_due,1,1793471400,1796063400,false,1738780200
sub_00037,cus_00037,price_0037,canceled,1,1793471400,1796063400,false,1738866600
sub_00038,cus_00038,price_0038,canceled,1,1793471400,1796063400,false,1738953000
sub_00039,cus_00039,price_0039,past_due,1,1793471400,1796063400,false,1739039400
sub_00040,cus_00040,price_0000,canceled,1,1793471400,1796063400,false,1739125800
sub_00041,cus_00041,price_0001,past_due,1,1793471400,1796063400,false,1739212200
sub_00042,cus_00042,price_0002,past_due,1,1793471400,1796063400,false,1739298600
sub_00043,cus_00043,price_0003,canceled,1,1793471400,1796063400,false,1739385000
sub_00044,cus_00044,price_0004,past_due,1,1793471400,1796063400,false,1739471400
sub_00045,cus_00045,price_0005,canceled,1,1793471400,1796063400,false,1739557800
