id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_000000,cus_00000,9900,cad,succeeded,true,false,0,Charge 0,pi_000000,1767205800
ch_000001,cus_00001,1999,cad,succeeded,true,false,0,Charge 1,pi_000001,1767223800
ch_000002,cus_00002,4999,cad,succeeded,true,false,0,Charge 2,pi_000002,1767241800
ch_000003,cus_00003,9900,cad,succeeded,true,false,0,Charge 3,pi_000003,1767259800
ch_000004,cus_00004,999,cad,succeeded,true,false,0,Charge 4,pi_000004,1767277800
ch_000005,cus_00005,4999,cad,succeeded,true,false,0,Charge 5,pi_000005,1767295800
ch_000006,cus_00006,9900,cad,succeeded,true,false,0,Charge 6,pi_000006,1767313800
ch_000007,cus_00007,4999,cad,succeeded,true,false,0,Charge 7,pi_000007,1767331800
ch_000008,cus_00008,4999,cad,succeeded,true,false,0,Charge 8,pi_000008,1767349800
ch_000009,cus_00009,9900,cad,succeeded,true,false,0,Charge 9,pi_000009,1767367800
ch_000010,cus_00010,999,cad,succeeded,true,false,0,Charge 10,pi_000010,1767385800
ch_000011,cus_00011,1999,cad,succeeded,true,false,0,Charge 11,pi_000011,1767403800
ch_000012,cus_00012,1999,cad,succeeded,true,false,0,Charge 12,pi_000012,1767421800
ch_000013,cus_00013,9900,cad,succeeded,true,false,0,Charge 13,pi_000013,1767439800
ch_000014,cus_00014,1999,cad,succeeded,true,false,0,Charge 14,pi_000014,1767457800
ch_000015,cus_00015,4999,cad,succeeded,true,false,0,Charge 15,pi_000015,1767475800
ch_000016,cus_00016,4999,cad,succeeded,true,false,0,Charge 16,pi_000016,1767493800
ch_000017,cus_00017,999,cad,succeeded,true,false,0,Charge 17,pi_000017,1767511800
ch_000018,cus_00018,9900,cad,succeeded,true,false,0,Charge 18,pi_000018,1767529800
ch_000019,cus_00019,1999,cad,succeeded,true,false,0,Charge 19,pi_000019,1767547800
ch_000020,cus_00020,1999,cad,succeeded,true,false,0,Charge 20,pi_000020,1767565800
ch_000021,cus_00021,4999,cad,succeeded,true,false,0,Charge 21,pi_000021,1767583800
ch_000022,cus_00022,999,cad,succeeded,true,false,0,Charge 22,pi_000022,1767601800
ch_000023,cus_00023,4999,cad,succeeded,true,false,0,Charge 23,pi_000023,1767619800
ch_000024,cus_00024,999,cad,succeeded,true,false,0,Charge 24,pi_000024,1767637800
ch_000025,cus_00025,9900,cad,succeeded,true,false,0,Charge 25,pi_000025,1767655800
ch_000026,cus_00026,999,cad,succeeded,true,false,0,Charge 26,pi_000026,1767673800
ch_000027,cus_00027,4999,cad,succeeded,true,false,0,Charge 27,pi_000027,1767691800
ch_000028,cus_00028,4999,cad,succeeded,true,false,0,Charge 28,pi_000028,1767709800
ch_000029,cus_00029,999,cad,succeeded,true,false,0,Charge 29,pi_000029,1767727800
ch_000030,cus_00030,9900,cad,succeeded,true,false,0,Charge 30,pi_000030,1767745800
ch_000031,cus_00031,999,cad,succeeded,true,false,0,Charge 31,pi_000031,1767763800
ch_000032,cus_00032,4999,cad,succeeded,true,false,0,Charge 32,pi_000032,1767781800
ch_000033,cus_00033,9900,cad,succeeded,true,false,0,Charge 33,pi_000033,1767799800
ch_000034,cus_00034,4999,cad,succeeded,true,false,0,Charge 34,pi_000034,1767817800
ch_000035,cus_00035,4999,cad,succeeded,true,false,0,Charge 35,pi_000035,1767835800
ch_000036,cus_00036,999,cad,succeeded,true,false,0,Charge 36,pi_000036,1767853800
ch_000037,cus_00037,999,cad,succeeded,true,false,0,Charge 37,pi_000037,1767871800
ch_000038,cus_00038,1999,cad,succeeded,true,false,0,Charge 38,pi_000038,1767889800
ch_000039,cus_00039,9900,cad,succeeded,true,false,0,Charge 39,pi_000039,1767907800
ch_000040,cus_00040,999,cad,succeeded,true,false,0,Charge 40,pi_000040,1767925800
ch_000041,cus_00041,9900,cad,succeeded,true,false,0,Charge 41,pi_000041,1767943800
ch_000042,cus_00042,1999,cad,succeeded,true,false,0,Charge 42,pi_000042,1767961800
ch_000043,cus_00043,9900,cad,succeeded,true,false,0,Charge 43,pi_000043,1767979800
ch_000044,cus_00044,9900,cad,succeeded,true,false,0,Charge 44,pi_000044,1767997800
ch_000045,cus_00045,1999,cad,succeeded,true,false,0,Charge 45,pi_000045,1768015800
ch_000046,cus_00046,999,cad,succeeded,true,false,0,Charge 46,pi_000046,1768033800
ch_000047,cus_00047,4999,cad,succeeded,true,false,0,Charge 47,pi_000047,1768051800
ch_000048,cus_00048,9900,cad,succeeded,true,false,0,Charge 48,pi_000048,1768069800
ch_000049,cus_00049,9900,cad,succeeded,true,false,0,Charge 49,pi_000049,1768087800
ch_000050,cus_00050,9900,cad,succeeded,true,false,0,Charge 50,pi_000050,1768105800
ch_000051,cus_00051,1999,cad,succeeded,true,false,0,Charge 51,pi_000051,1768123800
ch_000052,cus_00052,4999,cad,succeeded,true,false,0,Charge 52,pi_000052,1768141800
ch_000053,cus_00053,999,cad,succeeded,true,false,0,Charge 53,pi_000053,1768159800
ch_000054,cus_00054,9900,cad,succeeded,true,false,0,Charge 54,pi_000054,1768177800
ch_000055,cus_00055,1999,cad,succeeded,true,false,0,Charge 55,pi_000055,1768195800
ch_000056,cus_00056,1999,cad,succeeded,true,false,0,Charge 56,pi_000056,1768213800
ch_000057,cus_00057,999,cad,succeeded,true,false,0,Charge 57,pi_000057,1768231800
ch_000058,cus_00058,4999,cad,succeeded,true,false,0,Charge 58,pi_000058,1768249800
ch_000059,cus_00059,999,cad,succeeded,true,false,0,Charge 59,pi_000059,1768267800
ch_000060,cus_00060,4999,cad,succeeded,true,false,0,Charge 60,pi_000060,1768285800
ch_000061,cus_00061,999,cad,succeeded,true,false,0,Charge 61,pi_000061,1768303800
ch_000062,cus_00062,1999,cad,succeeded,true,false,0,Charge 62,pi_000062,1768321800
ch_000063,cus_00063,4999,cad,succeeded,true,false,0,Charge 63,pi_000063,1768339800
ch_000064,cus_00064,999,cad,succeeded,true,false,0,Charge 64,pi_000064,1768357800
ch_000065,cus_00065,9900,cad,succeeded,true,false,0,Charge 65,pi_000065,1768375800
ch_000066,cus_00066,9900,cad,succeeded,true,false,0,Charge 66,pi_000066,1768393800
ch_000067,cus_00067,9900,cad,succeeded,true,false,0,Charge 67,pi_000067,1768411800
ch_000068,cus_00068,999,cad,succeeded,true,false,0,Charge 68,pi_000068,1768429800
ch_000069,cus_00069,4999,cad,succeeded,true,false,0,Charge 69,pi_000069,1768447800
ch_000070,cus_00070,4999,cad,succeeded,true,false,0,Charge 70,pi_000070,1768465800
ch_000071,cus_00071,9900,cad,succeeded,true,false,0,Charge 71,pi_000071,1768483800
ch_000072,cus_00072,1999,cad,succeeded,true,false,0,Charge 72,pi_000072,1768501800
ch_000073,cus_00073,9900,cad,succeeded,true,false,0,Charge 73,pi_000073,1768519800
ch_000074,cus_00074,1999,cad,succeeded,true,false,0,Charge 74,pi_000074,1768537800
ch_000075,cus_00075,999,cad,succeeded,true,false,0,Charge 75,pi_000075,1768555800
ch_000076,cus_00076,4999,cad,succeeded,true,false,0,Charge 76,pi_000076,1768573800
ch_000077,cus_00077,1999,cad,succeeded,true,false,0,Charge 77,pi_000077,1768591800
ch_000078,cus_00078,9900,cad,succeeded,true,false,0,Charge 78,pi_000078,1768609800
ch_000079,cus_00079,1999,cad,succeeded,true,false,0,Charge 79,pi_000079,1768627800
ch_000080,cus_00080,9900,cad,succeeded,true,false,0,Charge 80,pi_000080,1768645800
ch_000081,cus_00081,9900,cad,succeeded,true,false,0,Charge 81,pi_000081,1768663800
ch_000082,cus_00082,4999,cad,succeeded,true,false,0,Charge 82,pi_000082,1768681800
ch_000083,cus_00083,1999,cad,succeeded,true,false,0,Charge 83,pi_000083,1768699800
ch_000084,cus_00084,9900,cad,succeeded,true,false,0,Charge 84,pi_000084,1768717800
ch_000085,cus_00085,4999,cad,succeeded,true,false,0,Charge 85,pi_000085,1768735800
ch_000086,cus_00086,9900,cad,succeeded,true,false,0,Charge 86,pi_000086,1768753800
ch_000087,cus_00087,1999,cad,succeeded,true,false,0,Charge 87,pi_000087,1768771800
ch_000088,cus_00088,4999,cad,succeeded,true,false,0,Charge 88,pi_000088,1768789800
ch_000089,cus_00089,1999,cad,succeeded,true,false,0,Charge 89,pi_000089,1768807800
ch_000090,cus_00090,9900,cad,succeeded,true,false,0,Charge 90,pi_000090,1768825800
ch_000091,cus_00091,1999,cad,succeeded,true,false,0,Charge 91,pi_000091,1768843800
ch_000092,cus_00092,9900,cad,succeeded,true,false,0,Charge 92,pi_000092,1768861800
ch_000093,cus_00093,999,cad,succeeded,true,false,0,Charge 93,pi_000093,1768879800
ch_000094,cus_00094,4999,cad,succeeded,true,false,0,Charge 94,pi_000094,1768897800
ch_000095,cus_00095,9900,cad,succeeded,true,false,0,Charge 95,pi_000095,1768915800
ch_000096,cus_00096,999,cad,succeeded,true,false,0,Charge 96,pi_000096,1768933800
ch_000097,cus_00097,9900,cad,succeeded,true,false,0,Charge 97,pi_000097,1768951800
ch_000098,cus_00098,4999,cad,succeeded,true,false,0,Charge 98,pi_000098,1768969800
ch_000099,cus_00099,9900,cad,succeeded,true,false,0,Charge 99,pi_000099,1768987800
ch_000100,cus_00100,9900,cad,succeeded,true,false,0,Charge 100,pi_000100,1769005800
ch_000101,cus_00101,999,cad,succeeded,true,false,0,Charge 101,pi_000101,1769023800
ch_000102,cus_00102,1999,cad,succeeded,true,false,0,Charge 102,pi_000102,1769041800
ch_000103,cus_00103,1999,cad,succeeded,true,false,0,Charge 103,pi_000103,1769059800
ch_000104,cus_00104,1999,cad,succeeded,true,false,0,Charge 104,pi_000104,1769077800
ch_000105,cus_00105,4999,cad,succeeded,true,false,0,Charge 105,pi_000105,1769095800
ch_000106,cus_00106,4999,cad,succeeded,true,false,0,Charge 106,pi_000106,1769113800
ch_000107,cus_00107,999,cad,succeeded,true,false,0,Charge 107,pi_000107,1769131800
ch_000108,cus_00108,4999,cad,succeeded,true,false,0,Charge 108,pi_000108,1769149800
ch_000109,cus_00109,1999,cad,succeeded,true,false,0,Charge 109,pi_000109,1769167800
ch_000110,cus_00110,999,cad,succeeded,true,false,0,Charge 110,pi_000110,1769185800
ch_000111,cus_00111,4999,cad,succeeded,true,false,0,Charge 111,pi_000111,1769203800
ch_000112,cus_00112,1999,cad,succeeded,true,false,0,Charge 112,pi_000112,1769221800
ch_000113,cus_00113,4999,cad,succeeded,true,false,0,Charge 113,pi_000113,1769239800
ch_000114,cus_00114,4999,cad,succeeded,true,false,0,Charge 114,pi_000114,1769257800
ch_000115,cus_00115,4999,cad,succeeded,true,false,0,Charge 115,pi_000115,1769275800
ch_000116,cus_00116,9900,cad,succeeded,true,false,0,Charge 116,pi_000116,1769293800
ch_000117,cus_00117,999,cad,succeeded,true,false,0,Charge 117,pi_000117,1769311800
