id,name,email,avatar_url,type,bot,owner_workspace,created_time
user-alex,Alex Santos,alex.santos@voissync.ai,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2025-03-06T18:30:00.000Z
user-marisol,Marisol Vega,marisol.vega.tac@gmail.com,https://lh3.googleusercontent.com/a/marisol-vega,person,false,workspace-alex-hq,2025-03-15T20:10:00.000Z
bot-notion-web-clipper,Web Clipper,helena.park@orbit-labs.com,https://www.notion.so/icons/clipping_gray.svg,bot,true,workspace-alex-hq,2025-03-06T18:35:00.000Z
user-alex-04,Tess Moreau,tmoreau@puget-sound-sci.edu,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2025-02-20T18:30:00.000000Z
user-marisol-05,Priya Chand,pchand@puget-sound-sci.edu,https://lh3.googleusercontent.com/a/marisol-vega,person,false,workspace-alex-hq,2025-03-11T20:10:00.000000Z
bot-notion-web-clipper-06,Yolanda Reeves,amelia.ortega@orbit-labs.com,https://www.notion.so/icons/clipping_gray.svg,bot,true,workspace-alex-hq,2025-03-20T18:35:00.000000Z
user-alex-07,Sarah Lindström,slindstrom@puget-sound-sci.edu,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2025-01-04T18:30:00.000000Z
user-marisol-08,Marcus Hull,mhull@puget-sound-sci.edu,https://lh3.googleusercontent.com/a/marisol-vega,person,false,workspace-alex-hq,2025-03-08T20:10:00.000000Z
bot-notion-web-clipper-09,Elena Marsh,amelia.ortega@orbit-labs.com,https://www.notion.so/icons/clipping_gray.svg,bot,true,workspace-alex-hq,2025-01-05T18:35:00.000000Z
user-alex-10,Aileen Strand,aileen.strand@salishseares.org,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2024-12-06T18:30:00.000000Z
user-marisol-11,Grace Okonkwo,g.okonkwo@padillabay.gov,https://lh3.googleusercontent.com/a/marisol-vega,person,false,workspace-alex-hq,2024-12-13T20:10:00.000000Z
bot-notion-web-clipper-12,Patricia Vahey,amelia.ortega@orbit-labs.com,https://www.notion.so/icons/clipping_gray.svg,bot,true,workspace-alex-hq,2025-03-20T18:35:00.000000Z
user-alex-13,Lily Forsythe,l.forsythe@seattleaquarium.org,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2024-11-05T18:30:00.000000Z
user-marisol-14,Robert Vasquez,r.vasquez@dnr.wa.gov,https://lh3.googleusercontent.com/a/marisol-vega,person,false,workspace-alex-hq,2024-12-13T20:10:00.000000Z
bot-notion-web-clipper-15,Jess Okada,amelia.ortega@orbit-labs.com,https://www.notion.so/icons/clipping_gray.svg,bot,true,workspace-alex-hq,2025-01-04T18:35:00.000000Z
user-alex-16,Denise Albright,dalbright@puget-sound-sci.edu,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2025-02-27T18:30:00.000000Z
user-marisol-17,Mei Tanaka,mtanaka@ubc-coastal.ca,https://lh3.googleusercontent.com/a/marisol-vega,person,false,workspace-alex-hq,2024-12-13T20:10:00.000000Z
bot-notion-web-clipper-18,Hannah Liu,amelia.ortega@orbit-labs.com,https://www.notion.so/icons/clipping_gray.svg,bot,true,workspace-alex-hq,2024-10-05T18:35:00.000000Z
user-alex-19,Owen Brennan,obrennan@ubc-coastal.ca,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2025-02-20T18:30:00.000000Z
user-marisol-20,Sofia Reyes,sreyes@puget-sound-sci.edu,https://lh3.googleusercontent.com/a/marisol-vega,person,false,workspace-alex-hq,2024-10-14T20:10:00.000000Z
bot-notion-web-clipper-21,Diego Alvarez,amelia.ortega@orbit-labs.com,https://www.notion.so/icons/clipping_gray.svg,bot,true,workspace-alex-hq,2024-11-05T18:35:00.000000Z
user-alex-22,Maya Goldberg,mgoldberg@puget-sound-sci.edu,https://lh3.googleusercontent.com/a/alex-santos-tidepools,person,false,workspace-alex-hq,2025-02-04T18:30:00.000000Z
