id,name,login,role,status,language,timezone,space_amount,space_used,max_upload_size,job_title,phone,created_at
box_hn,Helen Newton,helen.newton@Finthesiss.ai,admin,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_me,Malin Eriksson,malin.eriksson.midwife@vgrh.mock,co_admin,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_fh,Frida Holm,frida.holm.barnmorska@vgrh.mock,user,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_004,Lisa Lundgren,lisa.lundgren@vgrh.mock,user,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_005,Anders Holm,anders.holm@vgrh.mock,admin,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_006,Hedvig Bergstrom,hedvig.bergstrom@vgrh.mock,user,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_007,Isabella Hansson,isabella.hansson@vgrh.mock,admin,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_008,Elin Johansson,elin.johansson@vgrh.mock,user,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_009,Anna Bergman,anna.bergman@vgrh.mock,admin,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_010,Alexander Sundberg,alexander.sundberg@vgrh.mock,admin,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_011,Gustav Olofsson,gustav.olofsson@vgrh.mock,user,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_012,Bo Bengtsson,bo.bengtsson@vgrh.mock,viewer,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_013,Stina Wik,stina.wik@vgrh.mock,admin,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_014,Elsa Jonsson,elsa.jonsson@vgrh.mock,user,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
box_015,Petra Nordstrom,petra.nordstrom@vgrh.mock,user,active,en,Europe/Stockholm,107374182400,5368709120,5368709120,,,2025-07-01T09:00:00+00:00
