id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
hb_ct_001,Jim,Patterson,jim.patterson@ridgemontbuildingsupply..com,+18655550100,Purchasing Manager,Ridgemont Building Supply,customer,2025-10-13,2026-09-30
hb_ct_002,Dave,Henderson,dave.henderson@appalachianbuildingmaterials..com,+18655550101,Purchasing Manager,Appalachian Building Materials,customer,2025-07-26,2026-09-30
hb_ct_003,Tom,Rogers,tom.rogers@tnvalleyagriculture..com,+18655550102,Purchasing Manager,TN Valley Agriculture,customer,2025-12-20,2026-09-30
hb_ct_004,Steve,Wilson,steve.wilson@consolidatedfreight..com,+18655550103,Purchasing Manager,Consolidated Freight,customer,2025-07-05,2026-09-30
hb_ct_005,Paul,Martinez,paul.martinez@southeasterntransport..com,+18655550104,Purchasing Manager,Southeastern Transport,customer,2025-06-19,2026-09-30
hb_ct_006,Amy,Johnson,amy.johnson@mountainviewlogistics..com,+18655550105,Purchasing Manager,Mountainview Logistics,customer,2025-06-05,2026-09-30
hb_ct_0100,Contact0,Last{i},c0@example.com,,,,lead,2026-09-04,2026-09-30
hb_ct_0101,Contact1,Last{i},c1@example.com,,,,lead,2026-01-22,2026-09-30
hb_ct_0102,Contact2,Last{i},c2@example.com,,,,subscriber,2026-02-25,2026-09-30
hb_ct_0103,Contact3,Last{i},c3@example.com,,,,subscriber,2026-08-03,2026-09-30
hb_ct_0104,Contact4,Last{i},c4@example.com,,,,customer,2026-08-07,2026-09-30
hb_ct_0105,Contact5,Last{i},c5@example.com,,,,subscriber,2026-09-06,2026-09-30
hb_ct_0106,Contact6,Last{i},c6@example.com,,,,customer,2026-08-25,2026-09-30
hb_ct_0107,Contact7,Last{i},c7@example.com,,,,lead,2026-07-12,2026-09-30
hb_ct_0108,Contact8,Last{i},c8@example.com,,,,customer,2026-05-19,2026-09-30
hb_ct_0109,Contact9,Last{i},c9@example.com,,,,lead,2026-02-25,2026-09-30
hb_ct_0110,Contact10,Last{i},c10@example.com,,,,subscriber,2026-09-14,2026-09-30
hb_ct_0111,Contact11,Last{i},c11@example.com,,,,subscriber,2026-09-13,2026-09-30
hb_ct_0112,Contact12,Last{i},c12@example.com,,,,subscriber,2026-02-03,2026-09-30
hb_ct_0113,Contact13,Last{i},c13@example.com,,,,customer,2026-08-23,2026-09-30
hb_ct_0114,Contact14,Last{i},c14@example.com,,,,subscriber,2026-08-11,2026-09-30
hb_ct_0115,Contact15,Last{i},c15@example.com,,,,customer,2026-09-01,2026-09-30
hb_ct_0116,Contact16,Last{i},c16@example.com,,,,customer,2026-03-25,2026-09-30
hb_ct_0117,Contact17,Last{i},c17@example.com,,,,lead,2026-09-26,2026-09-30
hb_ct_0118,Contact18,Last{i},c18@example.com,,,,subscriber,2026-02-18,2026-09-30
hb_ct_0119,Contact19,Last{i},c19@example.com,,,,customer,2026-01-10,2026-09-30
hb_ct_0120,Contact20,Last{i},c20@example.com,,,,subscriber,2026-03-24,2026-09-30
hb_ct_0121,Contact21,Last{i},c21@example.com,,,,customer,2026-03-17,2026-09-30
hb_ct_0122,Contact22,Last{i},c22@example.com,,,,subscriber,2026-09-08,2026-09-30
hb_ct_0123,Contact23,Last{i},c23@example.com,,,,customer,2026-05-17,2026-09-30
hb_ct_0124,Contact24,Last{i},c24@example.com,,,,lead,2026-04-21,2026-09-30
hb_ct_0125,Contact25,Last{i},c25@example.com,,,,lead,2026-06-23,2026-09-30
hb_ct_0126,Contact26,Last{i},c26@example.com,,,,customer,2026-09-03,2026-09-30
hb_ct_0127,Contact27,Last{i},c27@example.com,,,,subscriber,2026-06-12,2026-09-30
hb_ct_0128,Contact28,Last{i},c28@example.com,,,,lead,2026-03-07,2026-09-30
hb_ct_0129,Contact29,Last{i},c29@example.com,,,,lead,2026-05-04,2026-09-30
hb_ct_0130,Contact30,Last{i},c30@example.com,,,,subscriber,2026-03-26,2026-09-30
hb_ct_0131,Contact31,Last{i},c31@example.com,,,,customer,2026-02-28,2026-09-30
hb_ct_0132,Contact32,Last{i},c32@example.com,,,,subscriber,2026-02-10,2026-09-30
hb_ct_0133,Contact33,Last{i},c33@example.com,,,,subscriber,2026-05-11,2026-09-30
hb_ct_0134,Contact34,Last{i},c34@example.com,,,,customer,2026-01-20,2026-09-30
hb_ct_0135,Contact35,Last{i},c35@example.com,,,,customer,2026-09-22,2026-09-30
hb_ct_0136,Contact36,Last{i},c36@example.com,,,,lead,2026-01-28,2026-09-30
hb_ct_0137,Contact37,Last{i},c37@example.com,,,,lead,2026-06-12,2026-09-30
hb_ct_0138,Contact38,Last{i},c38@example.com,,,,customer,2026-07-11,2026-09-30
hb_ct_0139,Contact39,Last{i},c39@example.com,,,,customer,2026-09-03,2026-09-30
hb_ct_0140,Contact40,Last{i},c40@example.com,,,,lead,2026-03-02,2026-09-30
hb_ct_0141,Contact41,Last{i},c41@example.com,,,,customer,2026-05-10,2026-09-30
hb_ct_0142,Contact42,Last{i},c42@example.com,,,,customer,2026-09-14,2026-09-30
hb_ct_0143,Contact43,Last{i},c43@example.com,,,,subscriber,2026-08-22,2026-09-30
