guild_id,user_id,username,global_name,nick,bot,joined_at,roles
G_NYC_FOOD_PHOTO,D_U_JESSE,jessepagephoto,Jesse Page,jesse,false,2024-07-21T00:00:00-04:00,"[""R_VETERAN""]"
G_NYC_FOOD_PHOTO,D_U_YUKI,yukitanabe,Yuki Tanabe,yuki,false,2024-04-23T00:00:00-04:00,"[""R_OWNER""]"
G_NYC_FOOD_PHOTO,D_U_LARS,larshoff,Lars Hoff,lars,false,2025-07-30T00:00:00-04:00,"[""R_VETERAN""]"
G_NYC_FOOD_PHOTO,D_U_MAYA,mayasmith_food,Maya Smith,maya,false,2024-12-20T00:00:00-04:00,"[""R_VETERAN""]"
G_NYC_FOOD_PHOTO,D_U_OMAR,omar_kitchen,Omar Reyes,omar,false,2025-01-31T00:00:00-04:00,"[""R_MEMBER""]"
G_NYC_FOOD_PHOTO,D_U_RIN,rinbaker,Rin Baker,rin,false,2024-12-10T00:00:00-04:00,"[""R_MEMBER""]"
G_NYC_FOOD_PHOTO,D_U_HANK,hank_lensman,Hank Wells,hank,false,2024-03-31T00:00:00-04:00,"[""R_MOD""]"
G_NYC_FOOD_PHOTO,D_U_SOFI,sofi_pasta,Sofi Russo,sofi,false,2025-11-23T00:00:00-04:00,"[""R_MEMBER""]"
G_NYC_FOOD_PHOTO,D_U_KAI,kai_diner,Kai Lin,kai,false,2025-09-09T00:00:00-04:00,"[""R_MEMBER""]"
G_NYC_FOOD_PHOTO,D_U_BEN,ben_brunch,Ben Park,ben,false,2024-12-13T00:00:00-04:00,"[""R_MEMBER""]"
G_NYC_FOOD_PHOTO,D_U_NAT,nat_natural,Nat Greene,nat,false,2025-05-26T00:00:00-04:00,"[""R_MEMBER""]"
G_NYC_FOOD_PHOTO,D_U_DEE,dee_market,Dee Carter,dee,false,2024-04-22T00:00:00-04:00,"[""R_MEMBER""]"
