sid,from_number,to_number,status,direction,duration,price,price_unit,answered_by,start_time,end_time,date_created
CAd47db278749add181152dd276e9b723b,+16178343967,+16173182357,completed,outbound-api,37,-0.01250,USD,human,2025-12-13T13:00:00Z,2025-12-13T13:00:37Z,2025-12-13T13:00:00Z
CA83bc817a7d2a829848308bcb890c6914,+16178343967,+12124554018,completed,outbound-api,61,-0.01250,USD,human,2025-12-12T10:00:00Z,2025-12-12T10:01:01Z,2025-12-12T10:00:00Z
CAc4425a48cf8bc78d4b3698b2c16ee29c,+16178343967,+14157138053,completed,outbound-api,103,-0.01250,USD,human,2025-12-11T12:00:00Z,2025-12-11T12:01:43Z,2025-12-11T12:00:00Z
CA430092e0c56a4857baa5eeaa9d56b613,+16178343967,+13128395054,completed,outbound-api,265,-0.01250,USD,human,2025-12-10T08:00:00Z,2025-12-10T08:04:25Z,2025-12-10T08:00:00Z
CAaae9706659587b02699aee721b53e2d0,+16178343967,+12066885120,no-answer,outbound-api,0,,USD,,2025-12-09T10:00:00Z,,2025-12-09T10:00:00Z
CA74b328364ea6b875c3498659eb7f0b88,+16178343967,+16176971968,busy,outbound-api,0,,USD,,2025-12-08T12:00:00Z,,2025-12-08T12:00:00Z
CA7460c7928a474ef66c5279ee650f9dc5,+16178343967,+12127184353,completed,outbound-api,388,-0.01250,USD,machine_start,2026-06-14T12:02:00Z,2026-06-14T12:08:28Z,2026-06-14T12:02:00Z
CAd5929757ea786e68976a9ade6e2c8d1d,+16175480388,+12127609682,completed,outbound-api,135,-0.01250,USD,human,2026-06-17T15:05:00Z,2026-06-17T15:07:15Z,2026-06-17T15:05:00Z
CAf2e7fdc5f40b728abb49f099cf1e45ad,+16178343967,+14156890599,completed,outbound-api,17,-0.01250,USD,machine_start,2026-05-09T19:09:00Z,2026-05-09T19:09:17Z,2026-05-09T19:09:00Z
CAedc0e90980401e94bfbe1993bf7daccf,+16175480388,+12061635554,completed,outbound-api,367,-0.01250,USD,machine_start,2026-09-15T18:39:00Z,2026-09-15T18:45:07Z,2026-09-15T18:39:00Z
CAd9806c1b3e9114395f23ec4574cd70e3,+16178343967,+14157629482,failed,outbound-api,0,,USD,,2026-06-18T15:42:00Z,,2026-06-18T15:42:00Z
CAbf9e57bd84616ab153910443f60a84ea,+16178343967,+12124601709,failed,outbound-api,0,,USD,,2026-09-10T19:58:00Z,,2026-09-10T19:58:00Z
CA8e529dc5bb9718b7b6ef61435bcf3cef,+16178343967,+13125368790,completed,outbound-api,409,-0.01250,USD,human,2026-07-05T15:41:00Z,2026-07-05T15:47:49Z,2026-07-05T15:41:00Z
CAeda79dbf4c708691cd0d2fc937f989cb,+16178343967,+12061838518,completed,outbound-api,246,-0.01250,USD,machine_start,2026-09-26T10:13:00Z,2026-09-26T10:17:06Z,2026-09-26T10:13:00Z
CA7283118d4b1c8f1141d27afbbc428eb2,+16175480388,+12034405455,completed,outbound-api,39,-0.01250,USD,machine_start,2026-07-24T08:40:00Z,2026-07-24T08:40:39Z,2026-07-24T08:40:00Z
CA51a933679011cd3d84d6550f298604af,+16178343967,+12063503052,no-answer,outbound-api,0,,USD,,2026-09-04T15:03:00Z,,2026-09-04T15:03:00Z
CAb04a082963720b5f1a6aaf7451ff75c6,+16175480388,+12066361702,completed,outbound-api,45,-0.01250,USD,human,2026-05-16T12:56:00Z,2026-05-16T12:56:45Z,2026-05-16T12:56:00Z
CAfcd8e666c6bf6c9f4f8221608301ebcd,+16178343967,+13129661907,completed,outbound-api,201,-0.01250,USD,machine_start,2026-09-17T14:04:00Z,2026-09-17T14:07:21Z,2026-09-17T14:04:00Z
