sid,from_number,to_number,body,status,direction,num_segments,price,price_unit,error_code,date_sent,date_created
SM2ac9a039ddec7c17f8a8ad577ae3894d,+16178343967,+16172377108,Your verification code is 566307. Do not share it.,delivered,outbound-api,1,-0.00750,USD,,2025-12-14T11:00:00Z,2025-12-14T11:00:00Z
SMffecfbd1ebdc7bdb6f2a8740065e716a,+16175480388,+12126320314,Order confirmed. Expected delivery in 3-5 business days.,delivered,outbound-api,1,-0.00750,USD,,2025-12-14T10:00:00Z,2025-12-14T10:00:00Z
SM1b5adeeb813a95de0f917f574df54b20,+16178343967,+14154486685,Appointment reminder: tomorrow at 2:00 PM.,delivered,outbound-api,1,-0.00750,USD,,2025-12-14T15:00:00Z,2025-12-14T15:00:00Z
SM2b782566c090d1ba1bd2b75ccc5d4dca,+16175480388,+13126051164,Your package has shipped. Track it with the link below.,delivered,outbound-api,1,-0.00750,USD,,2025-12-13T21:00:00Z,2025-12-13T21:00:00Z
SMdd40c1eaf1fac18236f32ad86cba56d5,+16178343967,+12066519815,Welcome! Reply STOP to opt out.,delivered,outbound-api,1,-0.00750,USD,,2025-12-13T09:00:00Z,2025-12-13T09:00:00Z
SMc7cafee84019c25f9c3b46a86ff41843,+16175480388,+16175525932,Your one-time login code: 573806,delivered,outbound-api,1,-0.00750,USD,,2025-12-13T16:00:00Z,2025-12-13T16:00:00Z
SMecb06749e8fb9b1deb96caa003ae4223,+16178343967,+12125468754,Payment received. Thank you.,delivered,outbound-api,1,-0.00750,USD,,2025-12-12T18:00:00Z,2025-12-12T18:00:00Z
SM03c1b7cb30e00273430aac5775febbbc,+16175480388,+14157950829,Service interruption resolved. Sorry for the inconvenience.,delivered,outbound-api,1,-0.00750,USD,,2025-12-12T14:00:00Z,2025-12-12T14:00:00Z
SMc6e9405127af042f1c22cc7605c773d5,+16178343967,+13123869698,Your verification code is 421825. Do not share it.,delivered,outbound-api,1,-0.00750,USD,,2025-12-12T16:00:00Z,2025-12-12T16:00:00Z
SM6d486b160a6ec2f087aa311ab1bc2a89,+16175480388,+12064326907,Order confirmed. Expected delivery in 3-5 business days.,delivered,outbound-api,1,-0.00750,USD,,2025-12-11T08:00:00Z,2025-12-11T08:00:00Z
SM29874a50224e453ebd6fdc938d7771df,+16178343967,+16179632124,Appointment reminder: tomorrow at 2:00 PM.,delivered,outbound-api,1,-0.00750,USD,,2025-12-11T11:00:00Z,2025-12-11T11:00:00Z
SM78931cb7b1872e92b46351c6f34c9dc3,+16175480388,+12123524153,Your package has shipped. Track it with the link below.,delivered,outbound-api,1,-0.00750,USD,,2025-12-11T02:00:00Z,2025-12-11T02:00:00Z
SM9d72c74c96d3b2fe91f3b4ead7c61272,+16178343967,+14159516533,Welcome! Reply STOP to opt out.,delivered,outbound-api,1,-0.00750,USD,,2025-12-10T21:00:00Z,2025-12-10T21:00:00Z
SM15ea07f512528a5d0f72b777f4f06663,+16175480388,+13122171257,Your one-time login code: 423868,delivered,outbound-api,1,-0.00750,USD,,2025-12-10T10:00:00Z,2025-12-10T10:00:00Z
SM913057ce876588885cfd7b7e792e5b41,+16178343967,+12065705659,Payment received. Thank you.,delivered,outbound-api,1,-0.00750,USD,,2025-12-10T11:00:00Z,2025-12-10T11:00:00Z
SM3f1af79340c154764dd42a3fe182f87d,+16175480388,+16179297638,Service interruption resolved. Sorry for the inconvenience.,delivered,outbound-api,1,-0.00750,USD,,2025-12-09T14:00:00Z,2025-12-09T14:00:00Z
SM1946eb15cc2431106482ba8dccf8eed2,+16178343967,+12122184472,Your verification code is 147916. Do not share it.,delivered,outbound-api,1,-0.00750,USD,,2025-12-09T09:00:00Z,2025-12-09T09:00:00Z
SMb8b413f9eddd8b88c5aafdfc5f21f48e,+16175480388,+14155726062,Order confirmed. Expected delivery in 3-5 business days.,delivered,outbound-api,1,-0.00750,USD,,2025-12-09T17:00:00Z,2025-12-09T17:00:00Z
SM7f24bcc46323bbe83e23f45939375efa,+16178343967,+13128579680,Appointment reminder: tomorrow at 2:00 PM.,delivered,outbound-api,1,-0.00750,USD,,2025-12-08T23:00:00Z,2025-12-08T23:00:00Z
SM5bdf9dc0019e76ec04b33f196165a879,+16175480388,+12067735970,Your package has shipped. Track it with the link below.,delivered,outbound-api,1,-0.00750,USD,,2025-12-09T00:00:00Z,2025-12-09T00:00:00Z
SM6acd2c9ad15f9aa29e24b1b6f790fb1f,+16178343967,+16178495535,Welcome! Reply STOP to opt out.,sent,outbound-api,1,,USD,,2025-12-08T22:00:00Z,2025-12-08T22:00:00Z
SMef8891c10c0c44cd4c3790e841c31bb2,+16175480388,+12125339244,Your one-time login code: 589266,sent,outbound-api,1,,USD,,2025-12-07T03:00:00Z,2025-12-07T03:00:00Z
SM30044371880c706ab1e59d2069e2e4d2,+16178343967,+14158409223,Payment received. Thank you.,failed,outbound-api,1,,USD,30003,,2025-12-07T07:00:00Z
SMed62b5205b20cb173ba0634e063d6790,+16175480388,+13127950621,Service interruption resolved. Sorry for the inconvenience.,failed,outbound-api,1,,USD,30003,,2025-12-07T19:00:00Z
SM5b0007d15a63fbe194667e0d3274757f,+16175480388,+12126986981,Your one-time login 969932: 969932,sent,outbound-api,1,,USD,,2026-09-02T10:00:00Z,2026-09-02T10:00:00Z
SM67be04532ee58a6a3cd099f2757041b1,+16178343967,+12060614351,Payment received. Thank you.,sent,outbound-api,1,,USD,,2026-09-24T03:00:00Z,2026-09-24T03:00:00Z
SM0479a4c4ec150dc787ad4f03d089f649,+16175480388,+12065191249,Order confirmed. Expected delivery in 3-5 business days.,delivered,outbound-api,1,-0.00750,USD,,2026-07-02T16:00:00Z,2026-07-02T16:00:00Z
SMb559b414fb681d144b9c348786257fea,+16175480388,+16175545464,Your one-time login 693455: 693455,delivered,outbound-api,1,-0.00750,USD,,2026-09-20T10:00:00Z,2026-09-20T10:00:00Z
SM50ae1d1604e3477ce142ccfccee479a9,+16175480388,+18578576683,Order confirmed. Expected delivery in 3-5 business days.,delivered,outbound-api,1,-0.00750,USD,,2026-08-15T01:00:00Z,2026-08-15T01:00:00Z
SMe7a075a1cc8d8a80d13fce7a54fa3e4a,+16175480388,+16178511862,Your package has shipped. Track it with the link below.,delivered,outbound-api,1,-0.00750,USD,,2026-09-16T06:00:00Z,2026-09-16T06:00:00Z
SM2bc1c5a53072940f0b250ed8e16c2b1c,+16175480388,+14156225268,Order confirmed. Expected delivery in 3-5 business days.,delivered,outbound-api,1,-0.00750,USD,,2026-08-26T07:00:00Z,2026-08-26T07:00:00Z
SM4fed82dd6412343d33bfe27fa8fac482,+16178343967,+16177071746,Your statement is ready. Please review it at your convenience.,delivered,outbound-api,1,-0.00750,USD,,2026-08-26T13:00:00Z,2026-08-26T13:00:00Z
SMfc7fa666675d0628f2f3311cef395d8d,+16175480388,+12129270202,Your package has shipped. Track it with the link below.,failed,outbound-api,1,,USD,30003,,2026-09-03T13:00:00Z
SM46c243996f86c6eab1b3d18f81a7c901,+16175480388,+14159208004,Your one-time login 328001: 328001,delivered,outbound-api,1,-0.00750,USD,,2026-08-21T13:00:00Z,2026-08-21T13:00:00Z
SMfeef6ff0b4d5db3dda392dcf67173527,+16175480388,+14158342204,Appointment reminder: tomorrow at 2:00 PM.,failed,outbound-api,1,,USD,30003,,2026-09-03T15:00:00Z
