"id","login","display_name","type","broadcaster_type","description","view_count","created_at","profile_image_url"
"u_0001","james45","James_Williams","staff","affiliate","tower echo echo mountain","1825611","2018-09-11T08:26:00Z","https://static.twitch.tv/avatars/1.png"
"u_0002","jennifer10","Jennifer_Garcia","admin","partner","bridge bravo juliet charlie","1956690","2024-05-24T10:31:00Z","https://static.twitch.tv/avatars/2.png"
"u_0003","james48","James_Johnson","admin","partner","charlie stone forest bridge","416950","2018-10-30T08:19:00Z","https://static.twitch.tv/avatars/3.png"
"u_0004","david48","David_Davis","","partner","india tower charlie bridge","674938","2023-02-15T21:18:00Z","https://static.twitch.tv/avatars/4.png"
"u_0005","james86","James_Jones","staff","","golf mountain hotel bridge","1575330","2019-03-17T14:08:00Z","https://static.twitch.tv/avatars/5.png"
"u_0006","michael78","Michael_Martinez","","partner","golf stone river valley","128728","2021-02-26T16:52:00Z","https://static.twitch.tv/avatars/6.png"
"u_0007","patricia14","Patricia_Miller","staff","affiliate","alpha hotel charlie ocean","735659","2024-09-08T06:44:00Z","https://static.twitch.tv/avatars/7.png"
"u_0008","patricia57","Patricia_Davis","","affiliate","valley tower cloud alpha","3391223","2020-02-06T18:36:00Z","https://static.twitch.tv/avatars/8.png"
"u_0009","patricia60","Patricia_Davis","staff","affiliate","juliet bravo charlie market","3672209","2021-11-24T20:55:00Z","https://static.twitch.tv/avatars/9.png"
"u_0010","elizabeth77","Elizabeth_Garcia","admin","partner","market mountain bridge tower","1969234","2018-01-03T04:33:00Z","https://static.twitch.tv/avatars/10.png"
"u_0011","jennifer54","Jennifer_Smith","admin","partner","mountain forest valley hotel","4611748","2021-10-26T07:11:00Z","https://static.twitch.tv/avatars/11.png"
"u_0012","elizabeth23","Elizabeth_Martinez","staff","partner","market golf echo alpha","1725779","2020-04-06T04:05:00Z","https://static.twitch.tv/avatars/12.png"
"u_0013","john54","John_Brown","staff","","golf mountain river charlie","2265423","2020-08-10T05:20:00Z","https://static.twitch.tv/avatars/13.png"
"u_0014","mary86","Mary_Smith","","affiliate","juliet cloud bravo hotel","449309","2023-04-12T07:53:00Z","https://static.twitch.tv/avatars/14.png"
"u_0015","michael80","Michael_Jones","","affiliate","bridge bravo tower india","1546252","2021-12-12T03:31:00Z","https://static.twitch.tv/avatars/15.png"
"u_0016","michael24","Michael_Williams","","partner","bridge cloud bridge golf","2925539","2024-09-03T03:26:00Z","https://static.twitch.tv/avatars/16.png"
"u_0017","mary92","Mary_Rodriguez","staff","partner","golf echo river echo","4898987","2024-06-25T09:42:00Z","https://static.twitch.tv/avatars/17.png"
"u_0018","robert98","Robert_Brown","staff","affiliate","echo foxtrot mountain echo","2296613","2020-08-03T19:03:00Z","https://static.twitch.tv/avatars/18.png"
"u_0019","elizabeth78","Elizabeth_Johnson","staff","partner","bridge bravo golf stone","4321909","2023-04-22T07:57:00Z","https://static.twitch.tv/avatars/19.png"
"u_0020","patricia92","Patricia_Rodriguez","staff","partner","bridge river forest tower","1059408","2021-12-10T11:42:00Z","https://static.twitch.tv/avatars/20.png"
"u_0021","robert70","Robert_Smith","admin","partner","forest hotel india stone","3961840","2022-07-13T13:42:00Z","https://static.twitch.tv/avatars/21.png"
"u_0022","mary40","Mary_Smith","staff","affiliate","echo bravo ocean bravo","79320","2018-03-13T14:51:00Z","https://static.twitch.tv/avatars/22.png"
"u_0023","robert48","Robert_Martinez","staff","affiliate","tower golf bridge juliet","2119772","2023-02-09T05:46:00Z","https://static.twitch.tv/avatars/23.png"
"u_0024","mary62","Mary_Martinez","","affiliate","bravo tower stone echo","2730302","2024-07-21T12:48:00Z","https://static.twitch.tv/avatars/24.png"
"u_0025","james90","James_Johnson","staff","affiliate","juliet ocean valley valley","239903","2018-06-13T16:09:00Z","https://static.twitch.tv/avatars/25.png"
"u_0026","mary99","Mary_Johnson","","partner","bridge bridge bravo alpha","2048768","2021-08-08T05:10:00Z","https://static.twitch.tv/avatars/26.png"
"u_0027","robert54","Robert_Garcia","admin","","river alpha river hotel","4040592","2019-11-11T12:03:00Z","https://static.twitch.tv/avatars/27.png"
"u_0028","john33","John_Miller","","partner","valley river charlie juliet","3450831","2019-12-05T12:40:00Z","https://static.twitch.tv/avatars/28.png"
"u_0029","mary66","Mary_Brown","staff","affiliate","charlie cloud echo forest","4157893","2022-02-17T07:20:00Z","https://static.twitch.tv/avatars/29.png"
