list_id,email_address,full_name,status,timestamp_signup,member_rating
aud_retail,miguel.herrera000@example.com,Miguel Herrera,subscribed,2023-01-01T00:00:00Z,3
aud_wholesale,ana.herrera001@example.com,Ana Herrera,subscribed,2023-01-02T00:00:00Z,3
aud_ranch,roberto.herrera002@example.com,Roberto Herrera,subscribed,2023-01-03T00:00:00Z,3
aud_craft_show,consuelo.herrera003@example.com,Consuelo Herrera,subscribed,2023-01-04T00:00:00Z,3
aud_marketing,sofia.herrera004@example.com,Sofia Herrera,unsubscribed,2023-01-05T00:00:00Z,3
aud_vip,diego.herrera005@example.com,Diego Herrera,cleaned,2023-01-06T00:00:00Z,3
aud_dropoff_2023,isabel.herrera006@example.com,Isabel Herrera,subscribed,2023-01-07T00:00:00Z,3
aud_dropoff_2024,rafael.herrera007@example.com,Rafael Herrera,subscribed,2023-01-08T00:00:00Z,3
aud_holiday,pilar.herrera008@example.com,Pilar Herrera,subscribed,2023-01-09T00:00:00Z,3
aud_ranch_delivery,enrique.herrera009@example.com,Enrique Herrera,subscribed,2023-01-10T00:00:00Z,3
aud_freight,elena.herrera010@example.com,Elena Herrera,unsubscribed,2023-01-11T00:00:00Z,3
aud_referral,javier.herrera011@example.com,Javier Herrera,cleaned,2023-01-12T00:00:00Z,3
aud_segment_012,lucia.herrera012@example.com,Lucia Herrera,subscribed,2023-01-13T00:00:00Z,3
aud_segment_013,guillermo.herrera013@example.com,Guillermo Herrera,subscribed,2023-01-14T00:00:00Z,3
aud_segment_014,marisol.herrera014@example.com,Marisol Herrera,subscribed,2023-01-15T00:00:00Z,3
aud_segment_015,tomas.herrera015@example.com,Tomas Herrera,subscribed,2023-01-16T00:00:00Z,3
aud_segment_016,camila.herrera016@example.com,Camila Herrera,unsubscribed,2023-01-17T00:00:00Z,3
aud_segment_017,sebastian.herrera017@example.com,Sebastian Herrera,cleaned,2023-01-18T00:00:00Z,3
aud_segment_018,valeria.herrera018@example.com,Valeria Herrera,subscribed,2023-01-19T00:00:00Z,3
aud_segment_019,nicolas.herrera019@example.com,Nicolas Herrera,subscribed,2023-01-20T00:00:00Z,3
aud_segment_020,otto.herrera020@example.com,Otto Herrera,subscribed,2023-01-21T00:00:00Z,3
aud_segment_021,bram.herrera021@example.com,Bram Herrera,subscribed,2023-01-22T00:00:00Z,3
aud_segment_022,wilhelm.herrera022@example.com,Wilhelm Herrera,unsubscribed,2023-01-23T00:00:00Z,3
aud_segment_023,andres.herrera023@example.com,Andres Herrera,cleaned,2023-01-24T00:00:00Z,3
aud_segment_024,hector.herrera024@example.com,Hector Herrera,subscribed,2023-01-25T00:00:00Z,3
aud_segment_025,miguel.cardenas025@example.com,Miguel Cardenas,subscribed,2023-01-26T00:00:00Z,3
aud_segment_026,ana.cardenas026@example.com,Ana Cardenas,subscribed,2023-01-27T00:00:00Z,3
aud_segment_027,roberto.cardenas027@example.com,Roberto Cardenas,subscribed,2023-01-28T00:00:00Z,3
aud_segment_028,consuelo.cardenas028@example.com,Consuelo Cardenas,unsubscribed,2023-01-29T00:00:00Z,3
aud_segment_029,sofia.cardenas029@example.com,Sofia Cardenas,cleaned,2023-01-30T00:00:00Z,3
aud_segment_030,diego.cardenas030@example.com,Diego Cardenas,subscribed,2023-01-31T00:00:00Z,3
aud_segment_031,isabel.cardenas031@example.com,Isabel Cardenas,subscribed,2023-02-01T00:00:00Z,3
aud_segment_032,rafael.cardenas032@example.com,Rafael Cardenas,subscribed,2023-02-02T00:00:00Z,3
aud_segment_033,pilar.cardenas033@example.com,Pilar Cardenas,subscribed,2023-02-03T00:00:00Z,3
aud_segment_034,enrique.cardenas034@example.com,Enrique Cardenas,unsubscribed,2023-02-04T00:00:00Z,3
aud_segment_035,elena.cardenas035@example.com,Elena Cardenas,cleaned,2023-02-05T00:00:00Z,3
aud_segment_036,javier.cardenas036@example.com,Javier Cardenas,subscribed,2023-02-06T00:00:00Z,3
aud_segment_037,lucia.cardenas037@example.com,Lucia Cardenas,subscribed,2023-02-07T00:00:00Z,3
aud_segment_038,guillermo.cardenas038@example.com,Guillermo Cardenas,subscribed,2023-02-08T00:00:00Z,3
aud_segment_039,marisol.cardenas039@example.com,Marisol Cardenas,subscribed,2023-02-09T00:00:00Z,3
aud_segment_040,tomas.cardenas040@example.com,Tomas Cardenas,unsubscribed,2023-02-10T00:00:00Z,3
aud_segment_041,camila.cardenas041@example.com,Camila Cardenas,cleaned,2023-02-11T00:00:00Z,3
aud_segment_042,sebastian.cardenas042@example.com,Sebastian Cardenas,subscribed,2023-02-12T00:00:00Z,3
aud_segment_043,valeria.cardenas043@example.com,Valeria Cardenas,subscribed,2023-02-13T00:00:00Z,3
aud_segment_044,nicolas.cardenas044@example.com,Nicolas Cardenas,subscribed,2023-02-14T00:00:00Z,3
aud_segment_045,otto.cardenas045@example.com,Otto Cardenas,subscribed,2023-02-15T00:00:00Z,3
aud_segment_046,bram.cardenas046@example.com,Bram Cardenas,unsubscribed,2023-02-16T00:00:00Z,3
aud_segment_047,wilhelm.cardenas047@example.com,Wilhelm Cardenas,cleaned,2023-02-17T00:00:00Z,3
aud_segment_048,andres.cardenas048@example.com,Andres Cardenas,subscribed,2023-02-18T00:00:00Z,3
aud_segment_049,hector.cardenas049@example.com,Hector Cardenas,subscribed,2023-02-19T00:00:00Z,3
aud_segment_050,miguel.vega050@example.com,Miguel Vega,subscribed,2023-02-20T00:00:00Z,3
aud_segment_051,ana.vega051@example.com,Ana Vega,subscribed,2023-02-21T00:00:00Z,3
aud_segment_052,roberto.vega052@example.com,Roberto Vega,unsubscribed,2023-02-22T00:00:00Z,3
aud_segment_053,consuelo.vega053@example.com,Consuelo Vega,cleaned,2023-02-23T00:00:00Z,3
aud_segment_054,sofia.vega054@example.com,Sofia Vega,subscribed,2023-02-24T00:00:00Z,3
aud_segment_055,diego.vega055@example.com,Diego Vega,subscribed,2023-02-25T00:00:00Z,3
aud_segment_056,isabel.vega056@example.com,Isabel Vega,subscribed,2023-02-26T00:00:00Z,3
aud_segment_057,rafael.vega057@example.com,Rafael Vega,subscribed,2023-02-27T00:00:00Z,3
aud_segment_058,pilar.vega058@example.com,Pilar Vega,unsubscribed,2023-02-28T00:00:00Z,3
aud_segment_059,enrique.vega059@example.com,Enrique Vega,cleaned,2023-03-01T00:00:00Z,3
aud_segment_060,elena.vega060@example.com,Elena Vega,subscribed,2023-03-02T00:00:00Z,3
aud_segment_061,javier.vega061@example.com,Javier Vega,subscribed,2023-03-03T00:00:00Z,3
aud_segment_062,lucia.vega062@example.com,Lucia Vega,subscribed,2023-03-04T00:00:00Z,3
aud_segment_063,guillermo.vega063@example.com,Guillermo Vega,subscribed,2023-03-05T00:00:00Z,3
aud_segment_064,marisol.vega064@example.com,Marisol Vega,unsubscribed,2023-03-06T00:00:00Z,3
aud_segment_065,tomas.vega065@example.com,Tomas Vega,cleaned,2023-03-07T00:00:00Z,3
aud_segment_066,camila.vega066@example.com,Camila Vega,subscribed,2023-03-08T00:00:00Z,3
aud_segment_067,sebastian.vega067@example.com,Sebastian Vega,subscribed,2023-03-09T00:00:00Z,3
aud_segment_068,valeria.vega068@example.com,Valeria Vega,subscribed,2023-03-10T00:00:00Z,3
aud_segment_069,nicolas.vega069@example.com,Nicolas Vega,subscribed,2023-03-11T00:00:00Z,3
aud_segment_070,otto.vega070@example.com,Otto Vega,unsubscribed,2023-03-12T00:00:00Z,3
aud_segment_071,bram.vega071@example.com,Bram Vega,cleaned,2023-03-13T00:00:00Z,3
aud_segment_072,wilhelm.vega072@example.com,Wilhelm Vega,subscribed,2023-03-14T00:00:00Z,3
aud_segment_073,andres.vega073@example.com,Andres Vega,subscribed,2023-03-15T00:00:00Z,3
aud_segment_074,hector.vega074@example.com,Hector Vega,subscribed,2023-03-16T00:00:00Z,3
aud_segment_075,miguel.salinas075@example.com,Miguel Salinas,subscribed,2023-03-17T00:00:00Z,3
aud_segment_076,ana.salinas076@example.com,Ana Salinas,unsubscribed,2023-03-18T00:00:00Z,3
aud_segment_077,roberto.salinas077@example.com,Roberto Salinas,cleaned,2023-03-19T00:00:00Z,3
aud_segment_078,consuelo.salinas078@example.com,Consuelo Salinas,subscribed,2023-03-20T00:00:00Z,3
aud_segment_079,sofia.salinas079@example.com,Sofia Salinas,subscribed,2023-03-21T00:00:00Z,3
aud_segment_080,diego.salinas080@example.com,Diego Salinas,subscribed,2023-03-22T00:00:00Z,3
aud_segment_081,isabel.salinas081@example.com,Isabel Salinas,subscribed,2023-03-23T00:00:00Z,3
aud_segment_082,rafael.salinas082@example.com,Rafael Salinas,unsubscribed,2023-03-24T00:00:00Z,3
aud_segment_083,pilar.salinas083@example.com,Pilar Salinas,cleaned,2023-03-25T00:00:00Z,3
aud_segment_084,enrique.salinas084@example.com,Enrique Salinas,subscribed,2023-03-26T00:00:00Z,3
aud_segment_085,elena.salinas085@example.com,Elena Salinas,subscribed,2023-03-27T00:00:00Z,3
aud_segment_086,javier.salinas086@example.com,Javier Salinas,subscribed,2023-03-28T00:00:00Z,3
aud_segment_087,lucia.salinas087@example.com,Lucia Salinas,subscribed,2023-03-29T00:00:00Z,3
aud_segment_088,guillermo.salinas088@example.com,Guillermo Salinas,unsubscribed,2023-03-30T00:00:00Z,3
aud_segment_089,marisol.salinas089@example.com,Marisol Salinas,cleaned,2023-03-31T00:00:00Z,3
aud_segment_090,tomas.salinas090@example.com,Tomas Salinas,subscribed,2023-04-01T00:00:00Z,3
aud_segment_091,camila.salinas091@example.com,Camila Salinas,subscribed,2023-04-02T00:00:00Z,3
aud_segment_092,sebastian.salinas092@example.com,Sebastian Salinas,subscribed,2023-04-03T00:00:00Z,3
