id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt-arjun-001,cal-family,Family sit-down: Rohan university plan,Present options brief and cash flow to Meera Rohan Ananya,Home Lekki,2026-12-05T19:00:00+01:00,2026-12-05T21:30:00+01:00,False,confirmed,arjun@lagosbrewingco.ng,arjun@lagosbrewingco.ng,,private
evt-arjun-002,cal-chief,Q4 quarterly review with Chief Nwosu,Equipment upgrade + university picture,Nwosu Family Office Ikoyi,2026-12-05T10:00:00+01:00,2026-12-05T12:00:00+01:00,False,confirmed,office@nwosufamilyoffice.com,office@nwosufamilyoffice.com,,default
evt-arjun-003,cal-family,Wednesday family dinner,Standing weekly dinner,Home Lekki,2026-11-19T20:00:00+01:00,2026-11-19T21:30:00+01:00,False,confirmed,meera@meeraskitchen.ng,arjun@lagosbrewingco.ng,RRULE:FREQ=WEEKLY;BYDAY=WE,private
evt-arjun-004,cal-brewery,Tamarind Stout batch 15 brew day,Yemi leading. Focus group Saturday follows,Brewery Ilupeju,2026-11-21T06:30:00+01:00,2026-11-21T14:00:00+01:00,False,confirmed,arjun@lagosbrewingco.ng,arjun@lagosbrewingco.ng,,default
evt-arjun-005,cal-greenfield,Greenfield SS3 parents info evening,SS3 term expectations and university logistics,Greenfield Academy Ikoyi,2026-11-27T18:00:00+01:00,2026-11-27T20:00:00+01:00,False,confirmed,principal@greenfieldacademy.ng,principal@greenfieldacademy.ng,,default
evt-arjun-006,cal-arjun-primary,BrauKon Munich video call,15-barrel quotation walkthrough,Zoom,2026-11-18T15:00:00+01:00,2026-11-18T16:00:00+01:00,False,confirmed,arjun@lagosbrewingco.ng,braukon.sales@braukon.de,,default
evt-arjun-007,cal-arjun-primary,Dr Eze check-in,Cholesterol follow-up,Reddington Hospital Victoria Island,2026-11-24T11:00:00+01:00,2026-11-24T11:45:00+01:00,False,confirmed,arjun@lagosbrewingco.ng,arjun@lagosbrewingco.ng,,private
evt-arjun-008,cal-arjun-primary,Call Maa,Weekly Sunday call to Chennai,Home Lekki,2026-11-22T14:00:00+01:00,2026-11-22T14:30:00+01:00,False,confirmed,arjun@lagosbrewingco.ng,arjun@lagosbrewingco.ng,RRULE:FREQ=WEEKLY;BYDAY=SU,private
evt-arjun-009,cal-family,Rohan physics olympiad national round,Ibadan travel with Rohan,University of Ibadan,2027-02-21T08:00:00+01:00,2027-02-21T17:00:00+01:00,False,tentative,arjun@lagosbrewingco.ng,arjun@lagosbrewingco.ng,,private
evt-arjun-010,cal-arjun-primary,US Craft Brewers Conference,Denver — brewery trip and university city recce,Denver Colorado,2027-04-19T09:00:00-06:00,2027-04-22T17:00:00-06:00,False,tentative,arjun@lagosbrewingco.ng,arjun@lagosbrewingco.ng,,default
evt-arjun-011,cal-brewery,Weekly production board review,Yemi and floor team,Brewery Ilupeju,2026-11-16T09:00:00+01:00,2026-11-16T10:00:00+01:00,False,confirmed,yemi@lagosbrewingco.ng,arjun@lagosbrewingco.ng,RRULE:FREQ=WEEKLY;BYDAY=MO,default
evt-arjun-012,cal-arjun-primary,Draft Q4 packet review,Solo review before Chief sit-down,Home Lekki,2026-12-01T20:00:00+01:00,2026-12-01T22:00:00+01:00,False,confirmed,arjun@lagosbrewingco.ng,arjun@lagosbrewingco.ng,,private
