id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
100000,Clark Thomas Jessup,4,41.47,217,231,247.79,68.71,2025-08-07T17:06:00Z,3953,200000
100007,Glen Jessup,5,2.79,103,396,32.38,19.36,2025-08-19T23:30:00Z,2750,200011
100014,Emma Jessup,5,24.59,251,324,245.15,56.90,2024-09-06T20:10:00Z,2871,200022
100021,Wade Jessup,2,41.01,54,64,201.29,35.71,2026-03-15T19:53:00Z,3117,200033
100028,Aiden Jessup,3,3.05,443,405,400.95,86.09,2026-08-25T20:19:00Z,132,200044
100035,Sophie Jessup,4,9.33,379,289,303.71,30.03,2025-04-12T10:58:00Z,4581,200055
100042,Neil Petrovic,4,44.12,460,444,110.23,20.80,2025-11-23T23:26:00Z,4214,200066
100049,Diane Howell,5,53.88,465,19,83.84,24.62,2026-05-29T11:01:00Z,2425,200077
100056,Josie Firth,4,65.55,66,491,302.86,15.51,2026-02-24T06:19:00Z,226,200088
100063,Ben Alvarado,1,17.38,21,57,377.01,27.23,2026-05-20T16:51:00Z,1630,200099
100070,Karen Ng,3,34.37,351,230,351.44,77.50,2025-01-10T00:33:00Z,2070,200110
100077,Heather Jessup,4,57.58,78,456,287.22,27.67,2024-11-24T01:50:00Z,5,200121
100084,Marcus Ridley,1,47.08,242,336,489.55,57.34,2025-01-17T15:28:00Z,1002,200132
100091,Priya Sundaram,2,92.55,75,417,70.86,71.34,2026-01-21T10:14:00Z,644,200143
100098,Ted McAllister,4,89.00,40,337,437.99,47.39,2024-12-03T06:03:00Z,2251,200154
100105,Ranger Bergstrom,1,81.99,233,354,145.31,62.50,2026-08-22T13:42:00Z,4359,200165
100112,Sam Iverson,3,45.08,323,78,371.61,41.63,2025-06-15T00:05:00Z,2373,200176
100119,Amelia Chen,2,28.92,382,112,369.28,58.12,2025-03-30T12:58:00Z,1375,200187
100126,Rob Doherty,3,38.63,379,302,349.33,41.28,2026-02-15T06:04:00Z,4436,200198
100133,Val Cortez,2,65.81,261,402,121.54,29.82,2026-10-06T17:32:00Z,2416,200209
100140,Rachel Okafor,2,84.09,339,68,164.47,4.12,2025-11-16T06:16:00Z,96,200220
100147,Jack Underhill,1,94.64,429,195,72.76,87.29,2026-07-30T09:53:00Z,100,200231
100154,Wren Kaur,3,27.57,498,10,65.48,55.49,2026-01-17T16:02:00Z,4928,200242
