id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_HO01Anderson,cus_HO01Anderson,price_CSAFull_Y,active,1,1735689600,1767225600,false,1704844800
sub_HO02Baker,cus_HO02Baker,price_CSAFull_Y,active,1,1735689600,1767225600,false,1705017600
sub_HO03Bridwell,cus_HO03Bridwell,price_CSAHalf_Y,active,1,1735689600,1767225600,false,1705276800
sub_HO04CarterLee,cus_HO04CarterLee,price_CSAFull_Y,active,1,1735689600,1767225600,false,1705536000
sub_HO05Chen,cus_HO05Chen,price_CSAFull_Y,active,1,1735689600,1767225600,false,1705708800
sub_HO06Dawson,cus_HO06Dawson,price_CSAHalf_Y,active,1,1735689600,1767225600,false,1705881600
sub_HO07Ellis,cus_HO07Ellis,price_CSAFull_Y,active,1,1735689600,1767225600,false,1706745600
sub_HO08Fletcher,cus_HO08Fletcher,price_CSAFull_Y,active,1,1735689600,1767225600,false,1706918400
sub_HO09Garcia,cus_HO09Garcia,price_CSAFull_Y,active,1,1735689600,1767225600,false,1707091200
sub_HO10Hansen,cus_HO10Hansen,price_CSAHalf_Y,active,1,1735689600,1767225600,false,1707350400
sub_HO11Irving,cus_HO11Irving,price_CSAFull_Y,active,1,1735689600,1767225600,false,1707523200
sub_HO12Jensen,cus_HO12Jensen,price_CSAFull_Y,active,1,1735689600,1767225600,false,1707696000
sub_HO13Kowalski,cus_HO13Kowalski,price_CSAHalf_Y,active,1,1735689600,1767225600,false,1707955200
sub_HO14Larson,cus_HO14Larson,price_CSAFull_Y,active,1,1735689600,1767225600,false,1708214400
sub_HO15Mitchell,cus_HO15Mitchell,price_CSAFull_Y,active,1,1735689600,1767225600,false,1708387200
sub_HO16Nakamura,cus_HO16Nakamura,price_CSAFull_Y,active,1,1735689600,1767225600,false,1708560000
sub_HO17Olsen,cus_HO17Olsen,price_CSAHalf_Y,active,1,1735689600,1767225600,false,1709164800
sub_HO18Patel,cus_HO18Patel,price_CSAFull_Y,active,1,1735689600,1767225600,false,1709337600
sub_HO19Quinn,cus_HO19Quinn,price_CSAFull_Y,active,1,1735689600,1767225600,false,1709510400
sub_HO20Reeves,cus_HO20Reeves,price_CSAFull_Y,active,1,1735689600,1767225600,false,1709769600
sub_HO21Sandoval,cus_HO21Sandoval,price_CSAHalf_Y,active,1,1735689600,1767225600,false,1709942400
sub_HO22Torres,cus_HO22Torres,price_CSAFull_Y,active,1,1735689600,1767225600,false,1710115200
sub_HO23Ueda,cus_HO23Ueda,price_CSAFull_Y,active,1,1735689600,1767225600,false,1710374400
sub_HO24Vargas,cus_HO24Vargas,price_CSAFull_Y,active,1,1735689600,1767225600,false,1710633600
sub_HO25Williams,cus_HO25Williams,price_CSAHalf_Y,active,1,1735689600,1767225600,false,1710806400
sub_HO26Yamamoto,cus_HO26Yamamoto,price_CSAFull_Y,active,1,1735689600,1767225600,false,1710979200
sub_HO27Zimmerman,cus_HO27Zimmerman,price_CSAFull_Y,active,1,1735689600,1767225600,false,1711238400
sub_HO28Adams,cus_HO28Adams,price_CSAFull_Y,active,1,1735689600,1767225600,false,1711843200
sub_HO29Brooks,cus_HO29Brooks,price_CSAFull_Y,incomplete,1,1735689600,1767225600,false,1712188800
sub_HO30Coleman,cus_HO30Coleman,price_CSAHalf_Y,incomplete,1,1735689600,1767225600,false,1712448000
sub_HO31DelgadoBell,cus_HO31DelgadoBell,price_CSAFull_Y,incomplete,1,1735689600,1767225600,false,1712620800
sub_HO32Erickson,cus_HO32Erickson,price_CSAHalf_Y,incomplete,1,1735689600,1767225600,false,1712793600
sub_HO33HoffmanN,cus_HO33HoffmanN,price_CSAFull_Y,canceled,1,1704067200,1735603200,false,1713052800
sub_HO34Jackson,cus_HO34Jackson,price_CSAHalf_Y,canceled,1,1704067200,1735603200,false,1713312000
sub_HO35Klein,cus_HO35Klein,price_CSAFull_Y,canceled,1,1704067200,1735603200,false,1713484800
