list_id,email_address,full_name,status,timestamp_signup,member_rating
list-aw-students,brianna.mendez@example.com,Brianna Mendez,subscribed,2026-02-09T00:00:00.000Z,4
list-aw-students,hailey.park@example.com,Hailey Park,subscribed,2025-09-15T00:00:00.000Z,4
list-aw-students,megan.rodriguez@example.com,Megan Rodriguez,subscribed,2025-04-21T00:00:00.000Z,3
list-aw-students,sophia.liu@example.com,Sophia Liu,subscribed,2026-01-12T00:00:00.000Z,4
list-aw-students,caitlyn.brennan@example.com,Caitlyn Brennan,subscribed,2025-11-08T00:00:00.000Z,3
list-aw-students,tasha.owens@example.com,Tasha Owens,subscribed,2026-04-06T00:00:00.000Z,4
list-aw-students,maya.kapoor@example.com,Maya Kapoor,subscribed,2025-08-04T00:00:00.000Z,4
list-aw-students,olivia.tran@example.com,Olivia Tran,subscribed,2026-05-04T00:00:00.000Z,4
list-aw-students,rachel.goldberg@example.com,Rachel Goldberg,subscribed,2024-10-19T00:00:00.000Z,5
list-aw-students,priya.iyer@iyercpa.com,Priya Iyer,subscribed,2025-02-22T00:00:00.000Z,5
list-aw-students,jennifer.holcomb@example.com,Jennifer Holcomb,subscribed,2025-06-30T00:00:00.000Z,4
list-aw-students,carla.reyes@example.com,Carla Reyes,subscribed,2026-03-14T00:00:00.000Z,3
list-aw-students,elena.vasquez@example.com,Elena Vasquez,subscribed,2025-05-17T00:00:00.000Z,4
list-aw-students,yara.khalil@example.com,Yara Khalil,subscribed,2026-02-26T00:00:00.000Z,4
list-aw-students,mia.whitfield@example.com,Mia Whitfield,subscribed,2025-12-06T00:00:00.000Z,3
list-aw-students,deborah.hsu@example.com,Deborah Hsu,subscribed,2025-07-09T00:00:00.000Z,4
list-aw-students,tara.ng@example.com,Tara Ng,subscribed,2026-06-15T00:00:00.000Z,3
list-aw-students,anastasia.reilly@example.com,Anastasia Reilly,subscribed,2025-03-30T00:00:00.000Z,4
list-aw-students,diane.petrenko@example.com,Diane Petrenko,subscribed,2024-06-04T00:00:00.000Z,5
list-aw-students,linda.stamatakis@example.com,Linda Stamatakis,subscribed,2024-02-11T00:00:00.000Z,5
list-aw-students,beth.hartley@example.com,Beth Hartley,subscribed,2023-09-28T00:00:00.000Z,5
list-aw-students,nicole.kearney@example.com,Nicole Kearney,subscribed,2026-03-09T00:00:00.000Z,4
list-aw-students,ashley.bauer@example.com,Ashley Bauer,subscribed,2026-05-25T00:00:00.000Z,3
list-aw-students,vanessa.choi@example.com,Vanessa Choi,subscribed,2025-10-02T00:00:00.000Z,4
list-aw-students,lisa.truong@example.com,Lisa Truong,subscribed,2025-11-22T00:00:00.000Z,4
list-aw-students,erin.donaldson@example.com,Erin Donaldson,subscribed,2026-01-21T00:00:00.000Z,3
list-aw-students,maria.concepcion@example.com,Maria Concepcion,subscribed,2026-02-16T00:00:00.000Z,4
list-aw-students,hannah.ruiz@example.com,Hannah Ruiz,subscribed,2026-04-18T00:00:00.000Z,3
list-aw-students,sarah.oconnell@example.com,Sarah O'Connell,subscribed,2025-09-29T00:00:00.000Z,4
list-aw-students,tina.mwangi@example.com,Tina Mwangi,subscribed,2025-12-15T00:00:00.000Z,3
list-aw-students,jess.reyes@gmail.com,Jess Reyes,subscribed,2024-01-14T00:00:00.000Z,5
list-aw-students,renee.atkins@example.com,Renee Atkins,subscribed,2025-08-26T00:00:00.000Z,3
list-aw-students,kelly.disanto@example.com,Kelly DiSanto,subscribed,2026-06-08T00:00:00.000Z,4
list-aw-students,amber.rosario@example.com,Amber Rosario,subscribed,2026-07-04T00:00:00.000Z,3
list-aw-students,patricia.wong@example.com,Patricia Wong,subscribed,2025-11-12T00:00:00.000Z,4
list-aw-students,janelle.foster@example.com,Janelle Foster,subscribed,2026-08-15T00:00:00.000Z,3
list-aw-students,crystal.aguilar@example.com,Crystal Aguilar,subscribed,2025-06-04T00:00:00.000Z,4
list-aw-students,frances.boyle@example.com,Frances Boyle,subscribed,2026-01-25T00:00:00.000Z,3
list-aw-students,marie.leclair@example.com,Marie LeClair,subscribed,2025-05-08T00:00:00.000Z,4
list-aw-students,bethany.carter@example.com,Bethany Carter,subscribed,2026-03-21T00:00:00.000Z,3
list-aw-students,rosa.iglesias@example.com,Rosa Iglesias,subscribed,2026-05-11T00:00:00.000Z,3
list-aw-students,sasha.kim@example.com,Sasha Kim,subscribed,2025-07-22T00:00:00.000Z,4
