id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_awd_foster_08,cus_awd_amanda_foster,sub_awd_foster,6000,6000,usd,paid,AWD-STR-0001,ch_awd_class_foster_08,1754006400,1754006400
in_awd_foster_09,cus_awd_amanda_foster,sub_awd_foster,6000,6000,usd,paid,AWD-STR-0002,ch_awd_class_foster_09,1756684800,1756684800
in_awd_foster_10,cus_awd_amanda_foster,sub_awd_foster,6000,6000,usd,paid,AWD-STR-0003,ch_awd_class_foster_10,1759276800,1759276800
in_awd_torres_08,cus_awd_maya_torres,sub_awd_torres,6000,6000,usd,paid,AWD-STR-0004,ch_awd_class_torres_08,1754006400,1754006400
in_awd_torres_09,cus_awd_maya_torres,sub_awd_torres,6000,6000,usd,paid,AWD-STR-0005,ch_awd_class_torres_09,1756684800,1756684800
in_awd_torres_10,cus_awd_maya_torres,sub_awd_torres,6000,6000,usd,paid,AWD-STR-0006,ch_awd_class_torres_10,1759276800,1759276800
in_awd_lin_08,cus_awd_gwen_lin,sub_awd_lin,6000,6000,usd,paid,AWD-STR-0007,ch_awd_class_lin_08,1754006400,1754006400
in_awd_lin_09,cus_awd_gwen_lin,sub_awd_lin,6000,6000,usd,paid,AWD-STR-0008,ch_awd_class_lin_09,1756684800,1756684800
in_awd_lin_10,cus_awd_gwen_lin,sub_awd_lin,6000,6000,usd,paid,AWD-STR-0009,ch_awd_class_lin_10,1759276800,1759276800
in_awd_shah_08,cus_awd_priya_shah,sub_awd_shah,6000,6000,usd,paid,AWD-STR-0010,ch_awd_class_shah_08,1754006400,1754006400
in_awd_shah_09,cus_awd_priya_shah,sub_awd_shah,6000,6000,usd,paid,AWD-STR-0011,ch_awd_class_shah_09,1756684800,1756684800
in_awd_shah_10,cus_awd_priya_shah,sub_awd_shah,6000,6000,usd,paid,AWD-STR-0012,ch_awd_class_shah_10,1759276800,1759276800
in_awd_barron_09,cus_awd_kate_barron,sub_awd_barron,6000,6000,usd,paid,AWD-STR-0013,ch_awd_class_barron_09,1756684800,1756684800
in_awd_barron_10,cus_awd_kate_barron,sub_awd_barron,6000,6000,usd,paid,AWD-STR-0014,ch_awd_class_barron_10,1759276800,1759276800
in_awd_ortiz_09,cus_awd_juliana_ortiz,sub_awd_ortiz,6000,6000,usd,paid,AWD-STR-0015,ch_awd_class_ortiz_09,1756684800,1756684800
in_awd_ortiz_10,cus_awd_juliana_ortiz,sub_awd_ortiz,6000,6000,usd,paid,AWD-STR-0016,ch_awd_class_ortiz_10,1759276800,1759276800
in_awd_agg_09,cus_awd_recurring_agg,sub_awd_recurring_agg,60000,60000,usd,paid,AWD-STR-0017,ch_awd_class_agg_09,1756684800,1756684800
in_awd_agg_10,cus_awd_recurring_agg,sub_awd_recurring_agg,60000,60000,usd,paid,AWD-STR-0018,ch_awd_class_agg_10,1759276800,1759276800
in_awd_foster_08-e001,cus_awd_amanda_foster,sub_awd_foster,6000,16000,usd,paid,AWD-STR-0001,ch_awd_class_foster_08,1754006400,1754006400
in_awd_foster_09-e001,cus_awd_amanda_foster,sub_awd_foster,6000,16000,usd,paid,AWD-STR-0002,ch_awd_class_foster_09,1756684800,1756684800
in_awd_foster_10-e001,cus_awd_amanda_foster,sub_awd_foster,6000,16000,usd,paid,AWD-STR-0003,ch_awd_class_foster_10,1759276800,1759276800
in_awd_torres_08-e001,cus_awd_maya_torres,sub_awd_torres,6000,16000,usd,paid,AWD-STR-0004,ch_awd_class_torres_08,1754006400,1754006400
in_awd_torres_09-e001,cus_awd_maya_torres,sub_awd_torres,6000,16000,usd,paid,AWD-STR-0005,ch_awd_class_torres_09,1756684800,1756684800
in_awd_torres_10-e001,cus_awd_maya_torres,sub_awd_torres,6000,16000,usd,paid,AWD-STR-0006,ch_awd_class_torres_10,1759276800,1759276800
in_awd_lin_08-e001,cus_awd_gwen_lin,sub_awd_lin,6000,16000,usd,paid,AWD-STR-0007,ch_awd_class_lin_08,1754006400,1754006400
in_awd_lin_09-e001,cus_awd_gwen_lin,sub_awd_lin,6000,16000,usd,paid,AWD-STR-0008,ch_awd_class_lin_09,1756684800,1756684800
in_awd_lin_10-e001,cus_awd_gwen_lin,sub_awd_lin,6000,16000,usd,paid,AWD-STR-0009,ch_awd_class_lin_10,1759276800,1759276800
in_awd_shah_08-e001,cus_awd_priya_shah,sub_awd_shah,6000,16000,usd,paid,AWD-STR-0010,ch_awd_class_shah_08,1754006400,1754006400
in_awd_shah_09-e001,cus_awd_priya_shah,sub_awd_shah,6000,16000,usd,paid,AWD-STR-0011,ch_awd_class_shah_09,1756684800,1756684800
in_awd_shah_10-e001,cus_awd_priya_shah,sub_awd_shah,6000,16000,usd,paid,AWD-STR-0012,ch_awd_class_shah_10,1759276800,1759276800
in_awd_barron_09-e001,cus_awd_kate_barron,sub_awd_barron,6000,16000,usd,paid,AWD-STR-0013,ch_awd_class_barron_09,1756684800,1756684800
in_awd_barron_10-e001,cus_awd_kate_barron,sub_awd_barron,6000,16000,usd,paid,AWD-STR-0014,ch_awd_class_barron_10,1759276800,1759276800
in_awd_ortiz_09-e001,cus_awd_juliana_ortiz,sub_awd_ortiz,6000,16000,usd,paid,AWD-STR-0015,ch_awd_class_ortiz_09,1756684800,1756684800
in_awd_ortiz_10-e001,cus_awd_juliana_ortiz,sub_awd_ortiz,6000,16000,usd,paid,AWD-STR-0016,ch_awd_class_ortiz_10,1759276800,1759276800
in_awd_agg_09-e001,cus_awd_recurring_agg,sub_awd_recurring_agg,60000,70000,usd,paid,AWD-STR-0017,ch_awd_class_agg_09,1756684800,1756684800
in_awd_agg_10-e001,cus_awd_recurring_agg,sub_awd_recurring_agg,60000,70000,usd,paid,AWD-STR-0018,ch_awd_class_agg_10,1759276800,1759276800
in_awd_foster_08-e002,cus_awd_amanda_foster,sub_awd_foster,6000,26000,usd,paid,AWD-STR-0001,ch_awd_class_foster_08,1754006400,1754006400
in_awd_foster_09-e002,cus_awd_amanda_foster,sub_awd_foster,6000,26000,usd,paid,AWD-STR-0002,ch_awd_class_foster_09,1756684800,1756684800
in_awd_foster_10-e002,cus_awd_amanda_foster,sub_awd_foster,6000,26000,usd,paid,AWD-STR-0003,ch_awd_class_foster_10,1759276800,1759276800
in_awd_torres_08-e002,cus_awd_maya_torres,sub_awd_torres,6000,26000,usd,paid,AWD-STR-0004,ch_awd_class_torres_08,1754006400,1754006400
in_awd_torres_09-e002,cus_awd_maya_torres,sub_awd_torres,6000,26000,usd,paid,AWD-STR-0005,ch_awd_class_torres_09,1756684800,1756684800
in_awd_torres_10-e002,cus_awd_maya_torres,sub_awd_torres,6000,26000,usd,paid,AWD-STR-0006,ch_awd_class_torres_10,1759276800,1759276800
in_awd_lin_08-e002,cus_awd_gwen_lin,sub_awd_lin,6000,26000,usd,paid,AWD-STR-0007,ch_awd_class_lin_08,1754006400,1754006400
in_awd_lin_09-e002,cus_awd_gwen_lin,sub_awd_lin,6000,26000,usd,paid,AWD-STR-0008,ch_awd_class_lin_09,1756684800,1756684800
in_awd_lin_10-e002,cus_awd_gwen_lin,sub_awd_lin,6000,26000,usd,paid,AWD-STR-0009,ch_awd_class_lin_10,1759276800,1759276800
in_awd_shah_08-e002,cus_awd_priya_shah,sub_awd_shah,6000,26000,usd,paid,AWD-STR-0010,ch_awd_class_shah_08,1754006400,1754006400
in_awd_shah_09-e002,cus_awd_priya_shah,sub_awd_shah,6000,26000,usd,paid,AWD-STR-0011,ch_awd_class_shah_09,1756684800,1756684800
in_awd_shah_10-e002,cus_awd_priya_shah,sub_awd_shah,6000,26000,usd,paid,AWD-STR-0012,ch_awd_class_shah_10,1759276800,1759276800
in_awd_barron_09-e002,cus_awd_kate_barron,sub_awd_barron,6000,26000,usd,paid,AWD-STR-0013,ch_awd_class_barron_09,1756684800,1756684800
in_awd_barron_10-e002,cus_awd_kate_barron,sub_awd_barron,6000,26000,usd,paid,AWD-STR-0014,ch_awd_class_barron_10,1759276800,1759276800
in_awd_ortiz_09-e002,cus_awd_juliana_ortiz,sub_awd_ortiz,6000,26000,usd,paid,AWD-STR-0015,ch_awd_class_ortiz_09,1756684800,1756684800
in_awd_ortiz_10-e002,cus_awd_juliana_ortiz,sub_awd_ortiz,6000,26000,usd,paid,AWD-STR-0016,ch_awd_class_ortiz_10,1759276800,1759276800
in_awd_agg_09-e002,cus_awd_recurring_agg,sub_awd_recurring_agg,60000,80000,usd,paid,AWD-STR-0017,ch_awd_class_agg_09,1756684800,1756684800
in_awd_agg_10-e002,cus_awd_recurring_agg,sub_awd_recurring_agg,60000,80000,usd,paid,AWD-STR-0018,ch_awd_class_agg_10,1759276800,1759276800
