event_id,email,display_name,response_status,optional,organizer
evt-002,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-basketball,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-ph206,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-ph206,mike.torres.data@gmail.com,Mike Torres,accepted,false,false
evt-therapy,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-ivf-baseline,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-ivf-baseline,sarah.henderson.design@gmail.com,Sarah Henderson,accepted,false,false
evt-ivf-transfer,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-ivf-transfer,sarah.henderson.design@gmail.com,Sarah Henderson,accepted,false,false
evt-007,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-007,sarah.henderson.design@gmail.com,Sarah Henderson,accepted,false,false
evt-007,henderson.hardware@gmail.com,Robert Henderson,accepted,false,false
evt-007,patricia.henderson.ct@gmail.com,Patricia Henderson,accepted,false,false
evt-family-call,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-family-call,henderson.hardware@gmail.com,Robert Henderson,accepted,false,false
evt-family-call,patricia.henderson.ct@gmail.com,Patricia Henderson,accepted,false,false
evt-monadnock,brian.henderson@voissync.ai,Brian Henderson,accepted,false,true
evt-monadnock,sarah.henderson.design@gmail.com,Sarah Henderson,accepted,false,false
