event_id,email,display_name,response_status,optional,organizer
evt_dec6_zoom,angela.ruiz@gmail.com,Angela Ruiz,accepted,False,False
evt_recur_00284,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00315,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_recur_00321,kai.osborne@gmail.com,Attendee,accepted,False,False
evt_recur_00190,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_recur_00274,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00288,kai.osborne@gmail.com,Attendee,accepted,False,False
evt_recur_00341,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_recur_00292,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_recur_00211,kai.osborne@gmail.com,Attendee,accepted,False,False
evt_recur_00197,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_recur_00373,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_recur_00235,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00325,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_kai_meet_09_04,kai.osborne@gmail.com,Attendee,accepted,False,False
evt_recur_00332,kai.osborne@gmail.com,Attendee,accepted,False,False
evt_recur_00410,rita.benally@gmail.com,Attendee,accepted,False,False
evt_recur_00384,rita.benally@gmail.com,Attendee,accepted,False,False
evt_recur_00349,kai.osborne@gmail.com,Attendee,accepted,False,False
evt_recur_00308,kai.osborne@gmail.com,Attendee,accepted,False,False
evt_recur_00112,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00342,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00341,rita.benally@gmail.com,Attendee,accepted,False,False
evt_recur_00374,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00326,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00328,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00222,thomas.kee@gmail.com,Attendee,accepted,False,False
evt_recur_00182,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00385,angela.ruiz@gmail.com,Attendee,accepted,False,False
evt_recur_00322,angela.ruiz@gmail.com,Attendee,accepted,False,False
