id,name,desc,id_board,id_list,pos,due,closed,member_ids,labels
card_00001,COM-0001 - Sandra Roberts bolo $515,Deposit not cleared. Opened 2026-03-03.,brd_commission_queue,lst_brd_commission_queue_inbox,1,,False,mem_sam,commission
card_00002,COM-0002 - Eileen Smith cuff $529,Deposit cleared. Opened 2026-06-16.,brd_commission_queue,lst_brd_commission_queue_done,2,,False,mem_sam,commission
card_00003,COM-0003 - Theresa Ingram bolo $390,Deposit not cleared. Opened 2025-10-22.,brd_commission_queue,lst_brd_commission_queue_inbox,3,,False,mem_sam,commission
card_00004,COM-0004 - Stephen Alvarez cuff $534,Deposit not cleared. Opened 2025-02-17.,brd_commission_queue,lst_brd_commission_queue_inbox,4,,False,mem_sam,commission
card_00005,COM-0005 - Melody Cook bolo $399,Deposit cleared. Opened 2025-11-06.,brd_commission_queue,lst_brd_commission_queue_in_progress,5,,False,mem_sam,commission
card_00006,COM-0006 - Cheryl Gentry buckle $878,Deposit cleared. Opened 2024-12-20.,brd_commission_queue,lst_brd_commission_queue_in_progress,6,,False,mem_sam,commission
card_00007,COM-0007 - Matthew Johnson bolo $431,Deposit cleared. Opened 2026-03-03.,brd_commission_queue,lst_brd_commission_queue_in_progress,7,,False,mem_sam,commission
card_00008,COM-0008 - Larry Neal buckle $681,Deposit not cleared. Opened 2024-09-12.,brd_commission_queue,lst_brd_commission_queue_inbox,8,,False,mem_sam,commission
card_00009,COM-0009 - Karen Smith bolo $434,Deposit cleared. Opened 2025-10-19.,brd_commission_queue,lst_brd_commission_queue_in_progress,9,,False,mem_sam,commission
card_00010,COM-0010 - Brittany Nichols buckle $708,Deposit cleared. Opened 2024-08-23.,brd_commission_queue,lst_brd_commission_queue_in_progress,10,,False,mem_sam,commission
card_00011,COM-0011 - Victoria Brown bolo $338,Deposit cleared. Opened 2025-01-04.,brd_commission_queue,lst_brd_commission_queue_in_progress,11,,False,mem_sam,commission
card_00012,COM-0012 - Michael Bush buckle $836,Deposit not cleared. Opened 2025-09-20.,brd_commission_queue,lst_brd_commission_queue_inbox,12,,False,mem_sam,commission
card_00013,COM-0013 - Dennis Gonzales buckle $720,Deposit cleared. Opened 2024-09-06.,brd_commission_queue,lst_brd_commission_queue_in_progress,13,,False,mem_sam,commission
card_00014,COM-0014 - Sherry Porter buckle $1181,Deposit cleared. Opened 2025-03-22.,brd_commission_queue,lst_brd_commission_queue_in_progress,14,,False,mem_sam,commission
card_00015,COM-0015 - Louis Chavez bolo $308,Deposit cleared. Opened 2025-12-14.,brd_commission_queue,lst_brd_commission_queue_done,15,,False,mem_sam,commission
card_00016,COM-0016 - Ernest Guerrero cuff $457,Deposit not cleared. Opened 2024-10-23.,brd_commission_queue,lst_brd_commission_queue_inbox,16,,False,mem_sam,commission
card_00017,COM-0017 - Christopher Smith buckle $945,Deposit cleared. Opened 2025-06-23.,brd_commission_queue,lst_brd_commission_queue_in_progress,17,,False,mem_sam,commission
card_00018,COM-0018 - Mark Fisher buckle $714,Deposit not cleared. Opened 2025-03-24.,brd_commission_queue,lst_brd_commission_queue_inbox,18,,False,mem_sam,commission
card_00019,COM-0019 - Gloria Sawyer bolo $290,Deposit not cleared. Opened 2026-04-26.,brd_commission_queue,lst_brd_commission_queue_done,19,,False,mem_sam,commission
card_00020,COM-0020 - Willie Pratt bolo $486,Deposit not cleared. Opened 2025-10-04.,brd_commission_queue,lst_brd_commission_queue_inbox,20,,False,mem_sam,commission
card_00021,COM-0021 - Mary Williams buckle $736,Deposit not cleared. Opened 2025-07-03.,brd_commission_queue,lst_brd_commission_queue_inbox,21,,False,mem_sam,commission
card_00022,COM-0022 - Cassandra Butler cuff $549,Deposit not cleared. Opened 2025-04-28.,brd_commission_queue,lst_brd_commission_queue_inbox,22,,False,mem_sam,commission
card_00023,COM-0023 - Stephen Alvarez cuff $639,Deposit cleared. Opened 2024-08-22.,brd_commission_queue,lst_brd_commission_queue_in_progress,23,,False,mem_sam,commission
card_00024,COM-0024 - Ellis Whitehorse buckle $906,Deposit cleared. Opened 2025-05-22.,brd_commission_queue,lst_brd_commission_queue_in_progress,24,,False,mem_sam,commission
card_00025,COM-0025 - Laura Pena bolo $378,Deposit not cleared. Opened 2025-12-14.,brd_commission_queue,lst_brd_commission_queue_inbox,25,,False,mem_sam,commission
card_00026,COM-0026 - Anthony Rivera bolo $497,Deposit cleared. Opened 2026-03-16.,brd_commission_queue,lst_brd_commission_queue_in_progress,26,,False,mem_sam,commission
card_00027,COM-0027 - Kathleen Norris buckle $950,Deposit not cleared. Opened 2026-01-12.,brd_commission_queue,lst_brd_commission_queue_inbox,27,,False,mem_sam,commission
card_00028,COM-0028 - Jennifer Flores cuff $810,Deposit cleared. Opened 2026-01-12.,brd_commission_queue,lst_brd_commission_queue_in_progress,28,,False,mem_sam,commission
card_00029,COM-0029 - Jessica Shea cuff $829,Deposit cleared. Opened 2026-04-29.,brd_commission_queue,lst_brd_commission_queue_in_progress,29,,False,mem_sam,commission
card_00030,COM-0030 - Peter Chapman cuff $669,Deposit cleared. Opened 2025-02-14.,brd_commission_queue,lst_brd_commission_queue_in_progress,30,,False,mem_sam,commission
card_00031,COM-0031 - Melody Cook cuff $701,Deposit not cleared. Opened 2025-03-16.,brd_commission_queue,lst_brd_commission_queue_inbox,31,,False,mem_sam,commission
card_00032,COM-0032 - Antonio Contreras buckle $888,Deposit cleared. Opened 2024-07-13.,brd_commission_queue,lst_brd_commission_queue_in_progress,32,,False,mem_sam,commission
