contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
cwx0001-0000-0000-0000-000000000001,Class Income Aggregate,,,,true,false,ACTIVE,AGG-CLASS
cwx0002-0000-0000-0000-000000000002,Private Lesson Aggregate,,,,true,false,ACTIVE,AGG-PVT
cwx0003-0000-0000-0000-000000000003,Carla Reyes,Carla,Reyes,carla.reyes.dance@gmail.com,true,false,ACTIVE,CUST-CARLA
cwx0004-0000-0000-0000-000000000004,Fall Showcase Ticket Buyers Aggregate,,,,true,false,ACTIVE,AGG-SHOWCASE
cwx0005-0000-0000-0000-000000000005,Halloween Social Ticket Buyers Aggregate,,,,true,false,ACTIVE,AGG-HALLOWEEN
cwx0006-0000-0000-0000-000000000006,Maribel Santos - Rhythm Dance Studio,Maribel,Santos,maribel@rhythmdancestudio.com,false,true,ACTIVE,VEND-RHYTHM
cwx0007-0000-0000-0000-000000000007,Nat Taveras,Nat,Taveras,nat.taveras.dance@gmail.com,false,true,ACTIVE,VEND-NAT
cwx0008-0000-0000-0000-000000000008,MK Dancewear,Maya,Krisher,billing@mkdancewear.com,false,true,ACTIVE,VEND-MKD
cwx0009-0000-0000-0000-000000000009,IndieSyncWorks,,,licensing@indiesyncworks.com,false,true,ACTIVE,VEND-IND
cwx0010-0000-0000-0000-000000000010,ASCAP,,,ap@ascap.com,false,true,ACTIVE,VEND-ASCAP
cwx0011-0000-0000-0000-000000000011,DanceMusicLibrary Pro,,,billing@dancemusiclibrary.com,false,true,ACTIVE,VEND-DML
cwx0012-0000-0000-0000-000000000012,Notion Labs,,,billing@notion.so,false,true,ACTIVE,VEND-NOTION
cwx0013-0000-0000-0000-000000000013,Airtable,,,billing@airtable.com,false,true,ACTIVE,VEND-AIRTABLE
cwx0014-0000-0000-0000-000000000014,HubSpot,,,billing@hubspot.com,false,true,ACTIVE,VEND-HUBSPOT
cwx0015-0000-0000-0000-000000000015,Mailchimp,,,billing@mailchimp.com,false,true,ACTIVE,VEND-MC
cwx0016-0000-0000-0000-000000000016,Salesforce,,,billing@salesforce.com,false,true,ACTIVE,VEND-SF
cwx0017-0000-0000-0000-000000000017,Monday.com,,,billing@monday.com,false,true,ACTIVE,VEND-MONDAY
cwx0018-0000-0000-0000-000000000018,Eventbrite,,,billing@eventbrite.com,false,true,ACTIVE,VEND-EB
cwx0019-0000-0000-0000-000000000019,PA Dance Educators,,,contact@padanceeducators.org,false,true,ACTIVE,VEND-PADE
cwx0020-0000-0000-0000-000000000020,First Keystone FCU,,,business@firstkeystonefcu.com,false,true,ACTIVE,VEND-BANK
cwx0021-0000-0000-0000-000000000021,Priya Iyer CPA,Priya,Iyer,priya@iyertaxpa.com,false,true,ACTIVE,ADVISOR-CPA
cwx0001-0000-0000-0000-000000000001-e001,Class Income Aggregate,,,,true,false,ACTIVE,AGG-CLASS
cwx0002-0000-0000-0000-000000000002-e001,Private Lesson Aggregate,,,,true,false,ACTIVE,AGG-PVT
cwx0003-0000-0000-0000-000000000003-e001,Carla Reyes,Carla,Reyes,carla.reyes.dance@gmail.com,true,false,ACTIVE,CUST-CARLA
cwx0004-0000-0000-0000-000000000004-e001,Fall Showcase Ticket Buyers Aggregate,,,,true,false,ACTIVE,AGG-SHOWCASE
cwx0005-0000-0000-0000-000000000005-e001,Halloween Social Ticket Buyers Aggregate,,,,true,false,ACTIVE,AGG-HALLOWEEN
cwx0006-0000-0000-0000-000000000006-e001,Maribel Santos - Rhythm Dance Studio,Maribel,Santos,maribel@rhythmdancestudio.com,false,true,ACTIVE,VEND-RHYTHM
cwx0007-0000-0000-0000-000000000007-e001,Nat Taveras,Nat,Taveras,nat.taveras.dance@gmail.com,false,true,ACTIVE,VEND-NAT
cwx0008-0000-0000-0000-000000000008-e001,MK Dancewear,Maya,Krisher,billing@mkdancewear.com,false,true,ACTIVE,VEND-MKD
cwx0009-0000-0000-0000-000000000009-e001,IndieSyncWorks,,,licensing@indiesyncworks.com,false,true,ACTIVE,VEND-IND
cwx0010-0000-0000-0000-000000000010-e001,ASCAP,,,ap@ascap.com,false,true,ACTIVE,VEND-ASCAP
cwx0011-0000-0000-0000-000000000011-e001,DanceMusicLibrary Pro,,,billing@dancemusiclibrary.com,false,true,ACTIVE,VEND-DML
cwx0012-0000-0000-0000-000000000012-e001,Notion Labs,,,billing@notion.so,false,true,ACTIVE,VEND-NOTION
cwx0013-0000-0000-0000-000000000013-e001,Airtable,,,billing@airtable.com,false,true,ACTIVE,VEND-AIRTABLE
cwx0014-0000-0000-0000-000000000014-e001,HubSpot,,,billing@hubspot.com,false,true,ACTIVE,VEND-HUBSPOT
cwx0015-0000-0000-0000-000000000015-e001,Mailchimp,,,billing@mailchimp.com,false,true,ACTIVE,VEND-MC
cwx0016-0000-0000-0000-000000000016-e001,Salesforce,,,billing@salesforce.com,false,true,ACTIVE,VEND-SF
cwx0017-0000-0000-0000-000000000017-e001,Monday.com,,,billing@monday.com,false,true,ACTIVE,VEND-MONDAY
cwx0018-0000-0000-0000-000000000018-e001,Eventbrite,,,billing@eventbrite.com,false,true,ACTIVE,VEND-EB
cwx0019-0000-0000-0000-000000000019-e001,PA Dance Educators,,,contact@padanceeducators.org,false,true,ACTIVE,VEND-PADE
cwx0020-0000-0000-0000-000000000020-e001,First Keystone FCU,,,business@firstkeystonefcu.com,false,true,ACTIVE,VEND-BANK
cwx0021-0000-0000-0000-000000000021-e001,Priya Iyer CPA,Priya,Iyer,priya@iyertaxpa.com,false,true,ACTIVE,ADVISOR-CPA
cwx0001-0000-0000-0000-000000000001-e002,Class Income Aggregate,,,,true,false,ACTIVE,AGG-CLASS
cwx0002-0000-0000-0000-000000000002-e002,Private Lesson Aggregate,,,,true,false,ACTIVE,AGG-PVT
cwx0003-0000-0000-0000-000000000003-e002,Carla Reyes,Carla,Reyes,carla.reyes.dance@gmail.com,true,false,ACTIVE,CUST-CARLA
cwx0004-0000-0000-0000-000000000004-e002,Fall Showcase Ticket Buyers Aggregate,,,,true,false,ACTIVE,AGG-SHOWCASE
cwx0005-0000-0000-0000-000000000005-e002,Halloween Social Ticket Buyers Aggregate,,,,true,false,ACTIVE,AGG-HALLOWEEN
cwx0006-0000-0000-0000-000000000006-e002,Maribel Santos - Rhythm Dance Studio,Maribel,Santos,maribel@rhythmdancestudio.com,false,true,ACTIVE,VEND-RHYTHM
cwx0007-0000-0000-0000-000000000007-e002,Nat Taveras,Nat,Taveras,nat.taveras.dance@gmail.com,false,true,ACTIVE,VEND-NAT
cwx0008-0000-0000-0000-000000000008-e002,MK Dancewear,Maya,Krisher,billing@mkdancewear.com,false,true,ACTIVE,VEND-MKD
cwx0009-0000-0000-0000-000000000009-e002,IndieSyncWorks,,,licensing@indiesyncworks.com,false,true,ACTIVE,VEND-IND
cwx0010-0000-0000-0000-000000000010-e002,ASCAP,,,ap@ascap.com,false,true,ACTIVE,VEND-ASCAP
cwx0011-0000-0000-0000-000000000011-e002,DanceMusicLibrary Pro,,,billing@dancemusiclibrary.com,false,true,ACTIVE,VEND-DML
cwx0012-0000-0000-0000-000000000012-e002,Notion Labs,,,billing@notion.so,false,true,ACTIVE,VEND-NOTION
cwx0013-0000-0000-0000-000000000013-e002,Airtable,,,billing@airtable.com,false,true,ACTIVE,VEND-AIRTABLE
cwx0014-0000-0000-0000-000000000014-e002,HubSpot,,,billing@hubspot.com,false,true,ACTIVE,VEND-HUBSPOT
cwx0015-0000-0000-0000-000000000015-e002,Mailchimp,,,billing@mailchimp.com,false,true,ACTIVE,VEND-MC
cwx0016-0000-0000-0000-000000000016-e002,Salesforce,,,billing@salesforce.com,false,true,ACTIVE,VEND-SF
cwx0017-0000-0000-0000-000000000017-e002,Monday.com,,,billing@monday.com,false,true,ACTIVE,VEND-MONDAY
cwx0018-0000-0000-0000-000000000018-e002,Eventbrite,,,billing@eventbrite.com,false,true,ACTIVE,VEND-EB
