id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_whitehorse_omw_c_047,cus_buy-9001,40000,usd,succeeded,True,False,0,"Deposit for OMW-C-047 Zuni Turquoise heavy cuff commission - direct buyer, reservation authoritative",pi_whitehorse_omw_c_047,1793767980
ch_0000001,cus_buy-0111,78000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000001,1756421109
ch_0000002,cus_buy-0059,47500,usd,succeeded,True,False,0,Custom buckle commission,pi_0000002,1775651254
ch_0000003,cus_buy-0013,30000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000003,1752773574
ch_0000004,cus_buy-0102,25000,usd,succeeded,True,False,0,Direct commission final,pi_0000004,1771450562
ch_0000005,cus_buy-0064,55000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000005,1765603757
ch_0000006,cus_buy-0070,78000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000006,1767849737
ch_0000007,cus_buy-0095,60000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000007,1757175727
ch_0000008,cus_buy-0100,25000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000008,1767974029
ch_0000009,cus_buy-0019,78000,usd,succeeded,True,False,0,Direct commission final,pi_0000009,1768796569
ch_0000010,cus_buy-0112,72000,usd,succeeded,True,False,0,Direct commission final,pi_0000010,1758040086
ch_0000011,cus_buy-0077,42500,usd,succeeded,True,False,0,Direct commission final,pi_0000011,1781800957
ch_0000012,cus_buy-0109,25000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000012,1768002351
ch_0000013,cus_buy-0030,85000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000013,1780227025
ch_0000014,cus_buy-0003,55000,usd,succeeded,True,False,0,Direct commission final,pi_0000014,1764441268
ch_0000015,cus_buy-0044,47500,usd,succeeded,True,False,0,Custom cuff commission,pi_0000015,1769848705
ch_0000016,cus_buy-0105,47500,usd,succeeded,True,False,0,Direct commission final,pi_0000016,1775431998
ch_0000017,cus_buy-0107,85000,usd,succeeded,True,False,0,Direct commission final,pi_0000017,1758604109
ch_0000018,cus_buy-0014,42500,usd,succeeded,True,False,0,Direct commission final,pi_0000018,1774236046
ch_0000019,cus_buy-0062,47500,usd,succeeded,True,False,0,Direct commission final,pi_0000019,1773073411
ch_0000020,cus_buy-0102,55000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000020,1774663558
ch_0000021,cus_buy-0019,68000,usd,succeeded,True,False,0,Direct commission final,pi_0000021,1777974458
ch_0000022,cus_buy-0030,85000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000022,1777704097
ch_0000023,cus_buy-0054,47500,usd,succeeded,True,False,0,Instagram direct sale,pi_0000023,1752195831
ch_0000024,cus_buy-0088,60000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000024,1763027586
ch_0000025,cus_buy-0041,40000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000025,1754863110
ch_0000026,cus_buy-0053,85000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000026,1764334841
ch_0000027,cus_buy-0020,72000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000027,1769870777
ch_0000028,cus_buy-0005,42500,usd,succeeded,True,False,0,Direct commission final,pi_0000028,1752374931
ch_0000029,cus_buy-0046,30000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000029,1755999434
ch_0000030,cus_buy-0020,25000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000030,1757839422
ch_0000031,cus_buy-0100,40000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000031,1761509915
ch_0000032,cus_buy-0005,25000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000032,1753518207
ch_0000033,cus_buy-0056,72000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000033,1760056696
ch_0000034,cus_buy-0025,78000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000034,1752443575
ch_0000035,cus_buy-0029,42500,usd,succeeded,True,False,0,Custom buckle commission,pi_0000035,1773115459
ch_0000036,cus_buy-0052,25000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000036,1767249218
ch_0000037,cus_buy-0066,40000,usd,succeeded,True,False,0,Direct commission final,pi_0000037,1774351370
ch_0000038,cus_buy-0110,30000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000038,1762411794
ch_0000039,cus_buy-0082,25000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000039,1782286592
ch_0000040,cus_buy-0026,60000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000040,1759020382
ch_0000041,cus_buy-0047,42500,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000041,1759668488
ch_0000042,cus_buy-0110,85000,usd,succeeded,True,False,0,Direct commission final,pi_0000042,1751621604
ch_0000043,cus_buy-0039,42500,usd,succeeded,True,False,0,Direct commission deposit,pi_0000043,1765864035
ch_0000044,cus_buy-0108,85000,usd,succeeded,True,False,0,Direct commission final,pi_0000044,1752114632
ch_0000045,cus_buy-0112,55000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000045,1764362216
ch_0000046,cus_buy-0005,42500,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000046,1770121325
ch_0000047,cus_buy-0112,25000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000047,1765143295
ch_0000048,cus_buy-0089,42500,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000048,1757519054
ch_0000049,cus_buy-0039,85000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000049,1772007361
ch_0000050,cus_buy-0102,85000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000050,1757482465
ch_0000051,cus_buy-0021,25000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000051,1771436154
ch_0000052,cus_buy-0100,72000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000052,1776421822
ch_0000053,cus_buy-0067,47500,usd,succeeded,True,False,0,Custom buckle commission,pi_0000053,1752840782
ch_0000054,cus_buy-0035,78000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000054,1764720497
ch_0000055,cus_buy-0103,78000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000055,1782231268
ch_0000056,cus_buy-0096,72000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000056,1780441222
ch_0000057,cus_buy-0020,47500,usd,succeeded,True,False,0,Custom cuff commission,pi_0000057,1767095866
ch_0000058,cus_buy-0027,40000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000058,1755991137
ch_0000059,cus_buy-0068,85000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000059,1770683957
ch_0000060,cus_buy-0056,85000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000060,1779198554
ch_0000061,cus_buy-0024,42500,usd,succeeded,True,False,0,Direct commission final,pi_0000061,1763888683
ch_0000062,cus_buy-0049,42500,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000062,1752421794
ch_0000063,cus_buy-0020,25000,usd,succeeded,True,False,0,Direct commission final,pi_0000063,1760412631
ch_0000064,cus_buy-0047,40000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000064,1770329450
ch_0000065,cus_buy-0095,78000,usd,succeeded,True,False,0,Direct commission final,pi_0000065,1778304436
ch_0000066,cus_buy-0018,78000,usd,succeeded,True,False,0,Direct commission final,pi_0000066,1761595406
ch_0000067,cus_buy-0049,30000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000067,1767487947
ch_0000068,cus_buy-0110,30000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000068,1777351991
ch_0000069,cus_buy-0006,47500,usd,succeeded,True,False,0,Direct commission final,pi_0000069,1759468185
ch_0000070,cus_buy-0045,30000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000070,1776271977
ch_0000071,cus_buy-0069,85000,usd,succeeded,True,False,0,Direct commission final,pi_0000071,1773029523
ch_0000072,cus_buy-0115,72000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000072,1769852509
ch_0000073,cus_buy-0029,30000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000073,1760169392
ch_0000074,cus_buy-0015,40000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000074,1766002577
ch_0000075,cus_buy-0050,68000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000075,1763108543
ch_0000076,cus_buy-0006,42500,usd,succeeded,True,False,0,Custom buckle commission,pi_0000076,1759501999
ch_0000077,cus_buy-0031,40000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000077,1766735318
ch_0000078,cus_buy-0097,72000,usd,succeeded,True,False,0,Custom buckle commission,pi_0000078,1773331767
ch_0000079,cus_buy-0105,68000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000079,1761093392
ch_0000080,cus_buy-0092,25000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000080,1760710313
ch_0000081,cus_buy-0043,60000,usd,succeeded,True,False,0,Direct commission final,pi_0000081,1759130044
ch_0000082,cus_buy-0061,42500,usd,succeeded,True,False,0,Direct commission final,pi_0000082,1769204492
ch_0000083,cus_buy-0086,72000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000083,1778462406
ch_0000084,cus_buy-0066,55000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000084,1770790870
ch_0000085,cus_buy-0037,55000,usd,succeeded,True,False,0,Direct commission final,pi_0000085,1776284153
ch_0000086,cus_buy-0118,78000,usd,succeeded,True,False,0,Direct commission final,pi_0000086,1754588736
ch_0000087,cus_buy-0005,85000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000087,1759216186
ch_0000088,cus_buy-0096,30000,usd,succeeded,True,False,0,Direct commission deposit,pi_0000088,1756839561
ch_0000089,cus_buy-0010,68000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000089,1777799879
ch_0000090,cus_buy-0044,60000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000090,1770763071
ch_0000091,cus_buy-0041,25000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000091,1766719615
ch_0000092,cus_buy-0049,25000,usd,succeeded,True,False,0,Instagram direct sale,pi_0000092,1761106677
ch_0000093,cus_buy-0009,85000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000093,1757644024
ch_0000094,cus_buy-0082,40000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000094,1754887884
ch_0000095,cus_buy-0049,68000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000095,1752416798
ch_0000096,cus_buy-0058,42500,usd,succeeded,True,False,0,Direct commission final,pi_0000096,1779239886
ch_0000097,cus_buy-0032,78000,usd,succeeded,True,False,0,Direct commission final,pi_0000097,1762028787
ch_0000098,cus_buy-0061,30000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000098,1759310932
ch_0000099,cus_buy-0018,78000,usd,succeeded,True,False,0,Etsy sale via Stripe,pi_0000099,1759446797
ch_0000100,cus_buy-0082,30000,usd,succeeded,True,False,0,Custom cuff commission,pi_0000100,1779977589
