id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_00086eb0799d556ace,cus_edd662a1be10c36a,,14900,14900,usd,paid,INV-2900,ch_004d9b92879ce0aee8,1773340200,1791829800
in_007276292e28f742a4,cus_d740de94f7156088,,49000,49000,usd,paid,INV-2901,ch_00a32eea751c6d35ba,1772303400,1774722600
in_009de349ca592c4817,cus_1ad202554975fc46,,3500,3500,usd,paid,INV-2902,ch_009bb2a021f93d5720,1771180200,1773513000
in_000793435a056250a0,cus_e4920d2325b0b322,,49000,49000,usd,paid,INV-2903,ch_006707abf436e6b07a,1769970600,1772303400
in_00484db0b126807942,cus_cbfd6a6989adeaa2,,49000,49000,usd,paid,INV-2904,ch_00391e473b77de19f2,1768674600,1771353000
in_00d441e54959103147,cus_00eecb88b0827dd7,,4900,0,usd,open,INV-2905,,1767465000,1770143400
in_00a44117281c4f4ac9,cus_cafd8c851ba7a59a,,3500,0,usd,open,INV-2906,,1774031400,1768847400
in_00864e06c1de5b1fd5,cus_8f33a3882fca127c,,3500,0,usd,open,INV-2907,,1772821800,1767637800
in_00086100b0799d5500,cus_edd662a1be10c36a,,1200000,1200000,usd,paid,INV-2908,ch_004100b92879ce0a00,1772323200,1773532800
in_00086101b0799d5501,cus_d740de94f7156088,,450000,450000,usd,paid,INV-2909,ch_004101b92879ce0a01,1769904000,1771113600
in_00086102b0799d5502,cus_1ad202554975fc46,,1500000,1500000,usd,paid,INV-2910,ch_004102b92879ce0a02,1764547200,1765324800
in_00086103b0799d5503,cus_e4920d2325b0b322,,1000000,1000000,usd,paid,INV-2911,ch_004103b92879ce0a03,1767571200,1768867200
in_00086104b0799d5504,cus_cbfd6a6989adeaa2,,450000,0,usd,open,INV-2912,,1773100800,1774396800
in_00086105b0799d5505,cus_00eecb88b0827dd7,,1200000,0,usd,open,INV-2913,,1791158400,1792454400
in_00086106b0799d5506,cus_cafd8c851ba7a59a,,450000,0,usd,draft,INV-2914,,1793491200,1794700800
in_00086107b0799d5507,cus_8f33a3882fca127c,,1500000,0,usd,open,INV-2915,,1796083200,1797292800
in_00086108b0799d5508,cus_2628fa8889c5d6c9,,1000000,0,usd,draft,INV-2916,,1799107200,1800403200
in_00086109b0799d5509,cus_9a37c3b1bfddf2b5,,450000,0,usd,open,INV-2917,,1801440000,1802649600
in_00086110b0799d5510,cus_e0cadc78bb93b2d2,,500000,500000,usd,paid,INV-2918,ch_004110b92879ce0a10,1768435200,1769299200
in_00086111b0799d5511,cus_01fd657ff1da7fe5,,500000,500000,usd,paid,INV-2919,ch_004111b92879ce0a11,1771113600,1771977600
