id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_00d33d6e83bb1521df,cus_edd662a1be10c36a,price_b8d6b456a0373d,active,1,1770489000,1772821800,false,1770489000
sub_003cc63eeff83f6ea7,cus_d740de94f7156088,price_f46a30376253db,active,1,1771266600,1773858600,false,1771266600
sub_002ad8d053d0d4d5c5,cus_1ad202554975fc46,price_8a96840b25912c,active,1,1768415400,1771007400,false,1768415400
sub_000ea0565528d2f707,cus_e4920d2325b0b322,price_34d2ee58524e49,active,1,1773513000,1768329000,false,1773513000
sub_00da98454eacf69245,cus_cbfd6a6989adeaa2,price_b8d6b456a0373d,active,1,1773340200,1768156200,false,1773340200
sub_00d33d6e83bb15210,cus_edd662a1be10c36a,price_b8d6b456a03740,active,1,1767225600,1769904000,false,1767225600
sub_00d33d6e83bb15211,cus_d740de94f7156088,price_b8d6b456a03740,active,1,1769904000,1772323200,false,1769904000
sub_00d33d6e83bb15212,cus_1ad202554975fc46,price_b8d6b456a03744,active,1,1764547200,1767225600,false,1764547200
sub_00d33d6e83bb15213,cus_e4920d2325b0b322,price_b8d6b456a03744,active,1,1772323200,1790812800,false,1772323200
sub_00d33d6e83bb15214,cus_cbfd6a6989adeaa2,price_b8d6b456a03740,canceled,1,1761955200,1764547200,false,1761955200
sub_00d33d6e83bb15215,cus_00eecb88b0827dd7,price_b8d6b456a03740,active,1,1790812800,1793491200,false,1790812800
sub_00d33d6e83bb15216,cus_cafd8c851ba7a59a,price_b8d6b456a03744,active,1,1793491200,1796083200,false,1793491200
sub_00d33d6e83bb15217,cus_8f33a3882fca127c,price_b8d6b456a03740,active,1,1796083200,1798761600,false,1796083200
sub_00d33d6e83bb15218,cus_2628fa8889c5d6c9,price_b8d6b456a03744,active,1,1798761600,1801440000,false,1798761600
sub_00d33d6e83bb15219,cus_9a37c3b1bfddf2b5,price_b8d6b456a03740,active,1,1801440000,1803859200,false,1801440000
sub_00d33d6e83bb15220,cus_e0cadc78bb93b2d2,price_b8d6b456a03744,canceled,1,1759276800,1761955200,false,1759276800
sub_00d33d6e83bb15221,cus_01fd657ff1da7fe5,price_b8d6b456a03740,active,1,1768435200,1771113600,false,1768435200
sub_00d33d6e83bb15222,cus_b2eb82a5f89fbdb5,price_b8d6b456a03744,active,1,1771113600,1773532800,false,1771113600
sub_00d33d6e83bb15223,cus_1ae938e73acbd57e,price_b8d6b456a03740,active,1,1794700800,1797292800,false,1794700800
sub_00d33d6e83bb15224,cus_5310dc1cad0753be,price_b8d6b456a03744,active,1,1797292800,1799971200,false,1797292800
