transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_pk_0001,acc_pk_reserve_001,8420.00,USD,2026-09-08,Greene Restaurant Group ACH,Greene Restaurant Group,Transfer;ACH,false,online
txn_pk_0002,acc_pk_reserve_001,11800.00,USD,2026-09-14,Fishtown Brewhouse Wire,Fishtown Brewhouse,Transfer;Wire,false,online
txn_pk_0003,acc_pk_reserve_001,2150.00,USD,2026-09-12,Sterling Property Mgmt ACH,Sterling Property Management,Transfer;ACH,false,online
txn_pk_0004,acc_pk_reserve_001,4825.00,USD,2026-09-22,Sterling Norris half bath closeout,Sterling Property Management,Transfer;ACH,false,online
txn_pk_0005,acc_chk_001,580.00,USD,2026-10-01,Penske F-250 lease October,Penske Truck Leasing,Payment;Lease,false,online
txn_pk_0006,acc_personal_checking_004,200.00,USD,2026-10-01,Margaret support transfer,Margaret Porter VT,Transfer;Family,false,online
txn_pk_0007,acc_personal_checking_004,1400.00,USD,2026-10-01,Mortgage payment,Wells Fargo Mortgage,Payment;Mortgage,false,online
txn_pk_0008,acc_personal_checking_004,300.00,USD,2026-10-01,Max 529 contribution,Vanguard 529,Transfer;Investment,false,online
txn_pk_0009,acc_personal_checking_004,200.00,USD,2026-10-01,Sophie 529 contribution,Vanguard 529,Transfer;Investment,false,online
txn_pk_0010,acc_pk_reserve_001,1295.00,USD,2026-09-26,Sterling Allegheny PK-4393,Sterling Property Management,Transfer;ACH,false,online
txn_pk_0011,acc_pk_reserve_001,2240.00,USD,2026-09-24,Greene Restaurant PK-4391,Greene Restaurant Group,Transfer;ACH,false,online
txn_pk_0012,acc_pk_reserve_001,3170.00,USD,2026-10-07,Sterling Allegheny PK-4402,Sterling Property Management,Transfer;ACH,false,online
txn_pk_0013,acc_pk_reserve_001,1340.00,USD,2026-10-15,Sterling storm repair PK-4411,Sterling Property Management,Transfer;ACH,false,online
txn_pk_0014,acc_pk_reserve_001,940.00,USD,2026-10-17,Sterling Allegheny PK-4415,Sterling Property Management,Transfer;ACH,false,online
txn_pk_0015,acc_pk_reserve_001,5260.00,USD,2026-10-23,Sterling Norris kitchen stack PK-4203,Sterling Property Management,Transfer;ACH,false,online
txn_pk_0016,acc_chk_001,1840.20,USD,2026-09-05,Ferguson Plumbing Northeast,Ferguson Plumbing Northeast,Payment;Supplies,false,online
txn_pk_0017,acc_chk_001,168.40,USD,2026-09-22,PECO Energy shop utility,PECO Energy,Service;Utilities,false,online
txn_pk_0018,acc_chk_001,1200.00,USD,2026-09-10,Brennan Insurance Q3,Brennan Insurance Group,Payment;Insurance,false,online
txn_pk_0019,acc_chk_001,720.00,USD,2026-10-10,PA DLI license renewal MP-044219,PA Department of Labor and Industry,Payment;License,false,online
txn_pk_0020,acc_chk_001,28.50,USD,2026-10-15,Univest business analysis fee,Univest Bank and Trust,Service;BankFee,false,online
txn_pk_0021,acc_chk_001,89.00,USD,2026-09-12,QuickBooks Online subscription,Intuit QuickBooks,Service;Subscription,false,online
txn_pk_0022,acc_chk_001,89.00,USD,2026-10-12,QuickBooks Online subscription,Intuit QuickBooks,Service;Subscription,false,online
txn_pk_0023,acc_chk_001,84.20,USD,2026-09-18,Sunoco fuel F-250,Sunoco,Travel;Gas Stations,false,in store
txn_pk_0024,acc_chk_001,76.40,USD,2026-10-04,Wawa fuel F-250,Wawa,Travel;Gas Stations,false,in store
txn_pk_0025,acc_chk_001,68.30,USD,2026-10-19,Sunoco fuel F-250,Sunoco,Travel;Gas Stations,false,in store
txn_pk_0026,acc_personal_checking_004,290.00,USD,2026-10-01,Health insurance Tom employer,Aetna,Payment;Insurance,false,online
txn_pk_0027,acc_sav_002,500.00,USD,2026-10-15,Transfer to Ally savings,Ally Bank,Transfer;Internal,false,online
txn_pk_0028,acc_personal_checking_004,500.00,USD,2026-10-15,Transfer to Ally savings,Ally Bank,Transfer;Internal,false,online
txn_pk_0029,acc_pk_reserve_001,47.85,USD,2026-10-22,Rocketship coffee crew Norris,Rocketship Coffee,Food and Drink;Coffee Shop,false,in store
txn_pk_0030,acc_chk_001,2533.90,USD,2026-10-22,Home Depot Aramingo mulch and supplies,Home Depot Aramingo,Shops;Hardware,false,in store
txn_pk_0031,acc_chk_001,153.49,USD,2026-09-07,Goldfinch Coffee Roasters purchase,Goldfinch Coffee Roasters,Food and Drink;Coffee Shop,false,online
txn_pk_0032,acc_chk_001,165.99,USD,2026-09-22,Lowes Northeast Philly purchase,Lowes Northeast Philly,Shops;Hardware,false,ach
txn_pk_0033,acc_chk_001,72.49,USD,2026-08-20,PlumbersWarehouse Direct purchase,PlumbersWarehouse Direct,Shops;Hardware,false,ach
txn_pk_0034,acc_chk_001,307.99,USD,2026-10-06,Ace Hardware Fishtown purchase,Ace Hardware Fishtown,Shops;Hardware,false,ach
txn_pk_0035,acc_chk_001,118.00,USD,2026-09-17,Eastern Supply Co purchase,Eastern Supply Co,Shops;Hardware,false,in store
txn_pk_0036,acc_chk_001,23.99,USD,2026-09-19,Master Pipe and Fitting purchase,Master Pipe and Fitting,Shops;Hardware,false,in store
