message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
sg_msg_00001,layla.mcbride000@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,ESFES 2024 Season — Kickoff Briefing,tpl_esfes_kickoff,delivered,0,0,2024-01-08T09:00:00Z
sg_msg_00002,adaeze.mcbride001@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,WAITA 2025 Congress — Call for Papers,tpl_waita_cfp,delivered,1,1,2024-01-08T16:00:00Z
sg_msg_00003,ciaran.mcbride002@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Q3 Milestone Report — Yam Mosaic,tpl_eacri_report,delivered,2,2,2024-01-08T23:00:00Z
sg_msg_00004,amina.mcbride003@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,CROP 302 Plant Pathology Spring Syllabus,tpl_crop302_syllabus,delivered,3,0,2024-01-09T06:00:00Z
sg_msg_00005,emeka.mcbride004@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,NNU Crop Sci — Alumni Update March,tpl_alumni_update,bounced,0,1,2024-01-09T13:00:00Z
sg_msg_00006,ifeanyi.mcbride005@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Dept Announcement — Grant,tpl_staff_ann,delivered,1,2,2024-01-09T20:00:00Z
sg_msg_00007,nkechi.mcbride006@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Extension Digest — Week 7,tpl_extension_digest,delivered,2,0,2024-01-10T03:00:00Z
sg_msg_00008,otobong.mcbride007@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Industry Partners — Q4 Update,tpl_industry_qtr,opened,3,1,2024-01-10T10:00:00Z
sg_msg_00009,damola.mcbride008@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Committee Minutes — 2024-05-14,tpl_committee_min,delivered,0,2,2024-01-10T17:00:00Z
sg_msg_00010,uche.mcbride009@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Curriculum Draft v2,tpl_curriculum_draft,delivered,1,0,2024-01-11T00:00:00Z
sg_msg_00011,chinelo.mcbride010@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,PO PO-0010 — Approval Required,tpl_procurement_po,delivered,2,1,2024-01-11T07:00:00Z
sg_msg_00012,ngozi.mcbride011@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,GH Bench Rotation — Cohort 2,tpl_gh_rotation,delivered,3,2,2024-01-11T14:00:00Z
sg_msg_00013,obinna.mcbride012@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,WAITA Congress — Registration Confirmed,tpl_conf_reg,delivered,0,0,2024-01-11T21:00:00Z
sg_msg_00014,chidi.mcbride013@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Travel Reimbursement — WAITA,tpl_travel_reimburse,delivered,1,1,2024-01-12T04:00:00Z
sg_msg_00015,ifeoma.mcbride014@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,LOI Draft — EACRI,tpl_grant_loi,bounced,2,2,2024-01-12T11:00:00Z
sg_msg_00016,yetunde.mcbride015@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,ESFES 2024 Season — Kickoff Briefing,tpl_esfes_kickoff,delivered,3,0,2024-01-12T18:00:00Z
sg_msg_00017,chukwuma.mcbride016@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,WAITA 2025 Congress — Call for Papers,tpl_waita_cfp,delivered,0,1,2024-01-13T01:00:00Z
sg_msg_00018,amaka.mcbride017@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Q2 Milestone Report — Yam Mosaic,tpl_eacri_report,opened,1,2,2024-01-13T08:00:00Z
sg_msg_00019,tunde.mcbride018@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,CROP 302 Plant Pathology Spring Syllabus,tpl_crop302_syllabus,delivered,2,0,2024-01-13T15:00:00Z
sg_msg_00020,bukola.mcbride019@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,NNU Crop Sci — Alumni Update March,tpl_alumni_update,delivered,3,1,2024-01-13T22:00:00Z
sg_msg_00021,segun.mcbride020@nnu-crop.edu.ng,notify@nnu-crop.edu.ng,Dept Announcement — Grant,tpl_staff_ann,delivered,0,2,2024-01-14T05:00:00Z
