id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U001PERSONA,brian,Brian Henderson,brian.henderson@windbridgepartners.com,true,false,America/New_York,,
U002MARK,mark,Mark Stevens,mark.stevens@windbridgepartners.com,true,false,America/New_York,,
U003JESSIC,jessica,Jessica Powell,jessica.powell@windbridgepartners.com,true,false,America/New_York,,
U004JOSHUA,joshua,Joshua Archer,joshua.archer@windbridgepartners.com,true,false,America/New_York,,
U005RICHAR,richard,Richard Barrera,richard.barrera@windbridgepartners.com,false,false,America/New_York,,
U006KAITLY,kaitlyn,Kaitlyn Rodriguez,kaitlyn.rodriguez@windbridgepartners.com,false,false,America/New_York,,
U007RENEE,renee,Renee Lopez,renee.lopez@windbridgepartners.com,false,false,America/New_York,,
U008JAMES,james,James Snyder,james.snyder@windbridgepartners.com,false,false,America/New_York,,
U009LARRY,larry,Larry Contreras,larry.contreras@windbridgepartners.com,false,false,America/New_York,,
U010BRITTA,brittany,Brittany Archer,brittany.archer@windbridgepartners.com,false,false,America/New_York,,
U011EVANS,nancy.jones,Nancy Jones,nancy.jones@windbridge.example.com,false,false,America/Chicago,Heads down,active
U012WRIGHT,sandra.smith,Sandra Smith,sandra.smith@windbridge.example.com,true,false,America/New_York,Focusing,active
U013WRIGHT,mary.baker,Mary Baker,mary.baker@windbridge.example.com,false,false,America/Chicago,On lunch,away
U014HALL,robert.martinez,Robert Martinez,robert.martinez@windbridge.example.com,false,false,America/New_York,Focusing,away
U015CAMPBE,mark.miller,Mark Miller,mark.miller@windbridge.example.com,false,false,America/Chicago,Heads down,active
U016MARTIN,paul.martinez,Paul Martinez,paul.martinez@windbridge.example.com,true,false,America/New_York,Working remotely,active
U017MARTIN,charles.jones,Charles Jones,charles.jones@windbridge.example.com,false,false,America/Los_Angeles,Heads down,active
U018ALLEN,rebecca.brown,Rebecca Brown,rebecca.brown@windbridge.example.com,false,false,America/Denver,On lunch,active
U019LEWIS,melissa.green,Melissa Green,melissa.green@windbridge.example.com,false,false,America/Chicago,Heads down,away
U020EVANS,amanda.martin,Amanda Martin,amanda.martin@windbridge.example.com,true,false,America/Denver,Heads down,active
U021TAYLOR,matthew.clark,Matthew Clark,matthew.clark@windbridge.example.com,false,false,America/Chicago,Working remotely,active
U022YOUNG,john.harris,John Harris,john.harris@windbridge.example.com,false,false,America/Chicago,In a meeting,active
U023WRIGHT,patricia.thompson,Patricia Thompson,patricia.thompson@windbridge.example.com,false,false,America/Los_Angeles,Focusing,away
U024HALL,daniel.allen,Daniel Allen,daniel.allen@windbridge.example.com,false,false,America/Denver,On lunch,active
U025KING,emily.martinez,Emily Martinez,emily.martinez@windbridge.example.com,false,false,America/New_York,In a meeting,active
U026THOMPS,matthew.mitchell,Matthew Mitchell,matthew.mitchell@windbridge.example.com,false,false,America/Chicago,Available,away
U027NELSON,william.davis,William Davis,william.davis@windbridge.example.com,false,false,America/Chicago,On lunch,active
U028ADAMS,deborah.jones,Deborah Jones,deborah.jones@windbridge.example.com,false,false,America/Chicago,Available,active
U029WILLIA,melissa.scott,Melissa Scott,melissa.scott@windbridge.example.com,false,false,America/Denver,In a meeting,away
U030JACKSO,william.scott,William Scott,william.scott@windbridge.example.com,false,false,America/New_York,Focusing,active
U031CLARK,matthew.jackson,Matthew Jackson,matthew.jackson@windbridge.example.com,false,false,America/New_York,Available,active
U032MARTIN,sarah.young,Sarah Young,sarah.young@windbridge.example.com,false,false,America/Los_Angeles,In a meeting,away
U033NELSON,john.king,John King,john.king@windbridge.example.com,false,false,America/Chicago,Focusing,active
U034WRIGHT,david.king,David King,david.king@windbridge.example.com,false,false,America/Denver,Focusing,active
U035SMITH,karen.hill,Karen Hill,karen.hill@windbridge.example.com,false,false,America/Denver,In a meeting,active
U036MARTIN,andrew.wilson,Andrew Wilson,andrew.wilson@windbridge.example.com,false,false,America/Los_Angeles,Heads down,away
U037WHITE,patricia.martin,Patricia Martin,patricia.martin@windbridge.example.com,true,false,America/Los_Angeles,In a meeting,away
U038GARCIA,mary.young,Mary Young,mary.young@windbridge.example.com,true,false,America/New_York,Focusing,away
U039JACKSO,paul.campbell,Paul Campbell,paul.campbell@windbridge.example.com,false,false,America/Los_Angeles,On lunch,active
U040CARTER,kevin.williams,Kevin Williams,kevin.williams@windbridge.example.com,false,false,America/New_York,On lunch,active
U041MOORE,jessica.white,Jessica White,jessica.white@windbridge.example.com,false,false,America/Chicago,On lunch,active
U042JONES,william.baker,William Baker,william.baker@windbridge.example.com,true,false,America/Los_Angeles,Focusing,away
U043WHITE,jennifer.lee,Jennifer Lee,jennifer.lee@windbridge.example.com,false,false,America/New_York,Heads down,active
U044JOHNSO,thomas.adams,Thomas Adams,thomas.adams@windbridge.example.com,false,false,America/Los_Angeles,On lunch,away
U045RODRIG,richard.harris,Richard Harris,richard.harris@windbridge.example.com,true,false,America/Denver,In a meeting,away
U046WRIGHT,john.lewis,John Lewis,john.lewis@windbridge.example.com,false,false,America/Chicago,On lunch,active
U047WHITE,mary.hill,Mary Hill,mary.hill@windbridge.example.com,true,false,America/Los_Angeles,Heads down,active
U048GREEN,sandra.green,Sandra Green,sandra.green@windbridge.example.com,true,false,America/New_York,Heads down,active
U049PHILLI,paul.brown,Paul Brown,paul.brown@windbridge.example.com,false,false,America/Los_Angeles,Available,away
U050CARTER,susan.campbell,Susan Campbell,susan.campbell@windbridge.example.com,false,false,America/Denver,In a meeting,away
U051JOHNSO,melissa.mitchell,Melissa Mitchell,melissa.mitchell@windbridge.example.com,true,false,America/Los_Angeles,Available,away
U052JACKSO,robert.moore,Robert Moore,robert.moore@windbridge.example.com,false,false,America/New_York,In a meeting,active
U053WRIGHT,andrew.garcia,Andrew Garcia,andrew.garcia@windbridge.example.com,false,false,America/Los_Angeles,Heads down,away
U054LEE,charles.brown,Charles Brown,charles.brown@windbridge.example.com,false,false,America/Los_Angeles,Heads down,away
U055HILL,amanda.harris,Amanda Harris,amanda.harris@windbridge.example.com,false,false,America/Chicago,Available,away
U056ADAMS,amanda.mitchell,Amanda Mitchell,amanda.mitchell@windbridge.example.com,false,false,America/Denver,Available,away
U057KING,emily.walker,Emily Walker,emily.walker@windbridge.example.com,true,false,America/Denver,Heads down,active
U058YOUNG,emily.williams,Emily Williams,emily.williams@windbridge.example.com,true,false,America/Denver,In a meeting,away
U059THOMPS,michelle.young,Michelle Young,michelle.young@windbridge.example.com,true,false,America/Chicago,In a meeting,away
U060RODRIG,amanda.roberts,Amanda Roberts,amanda.roberts@windbridge.example.com,true,false,America/Chicago,Available,away
U061ROBERT,elizabeth.carter,Elizabeth Carter,elizabeth.carter@windbridge.example.com,false,false,America/Los_Angeles,In a meeting,away
U062HILL,daniel.clark,Daniel Clark,daniel.clark@windbridge.example.com,false,false,America/Los_Angeles,Working remotely,active
U063JONES,sarah.rodriguez,Sarah Rodriguez,sarah.rodriguez@windbridge.example.com,true,false,America/Denver,In a meeting,active
U064WILLIA,barbara.walker,Barbara Walker,barbara.walker@windbridge.example.com,false,false,America/Denver,Focusing,active
U065MITCHE,mark.phillips,Mark Phillips,mark.phillips@windbridge.example.com,false,false,America/Denver,Heads down,away
U066HARRIS,john.hill,John Hill,john.hill@windbridge.example.com,true,false,America/New_York,Focusing,away
U067WILSON,patricia.harris,Patricia Harris,patricia.harris@windbridge.example.com,false,false,America/Los_Angeles,On lunch,active
U068LEE,ashley.brown,Ashley Brown,ashley.brown@windbridge.example.com,true,false,America/Denver,On lunch,away
U069PHILLI,jessica.johnson,Jessica Johnson,jessica.johnson@windbridge.example.com,false,false,America/New_York,Heads down,away
U070CAMPBE,lisa.brown,Lisa Brown,lisa.brown@windbridge.example.com,false,false,America/Los_Angeles,Heads down,away
U071MOORE,daniel.evans,Daniel Evans,daniel.evans@windbridge.example.com,false,false,America/New_York,On lunch,away
U072RODRIG,robert.wright,Robert Wright,robert.wright@windbridge.example.com,false,false,America/Chicago,Working remotely,active
U073EVANS,melissa.harris,Melissa Harris,melissa.harris@windbridge.example.com,true,false,America/Los_Angeles,Focusing,away
U074GREEN,ashley.allen,Ashley Allen,ashley.allen@windbridge.example.com,true,false,America/Denver,Focusing,active
U075LEWIS,thomas.rodriguez,Thomas Rodriguez,thomas.rodriguez@windbridge.example.com,false,false,America/New_York,On lunch,active
U076MILLER,patricia.davis,Patricia Davis,patricia.davis@windbridge.example.com,false,false,America/New_York,In a meeting,away
U077TAYLOR,joseph.lee,Joseph Lee,joseph.lee@windbridge.example.com,false,false,America/New_York,Heads down,away
U078KING,nancy.moore,Nancy Moore,nancy.moore@windbridge.example.com,false,false,America/Denver,In a meeting,away
U079HALL,jessica.wright,Jessica Wright,jessica.wright@windbridge.example.com,false,false,America/Denver,Heads down,away
U080WRIGHT,sarah.green,Sarah Green,sarah.green@windbridge.example.com,false,false,America/Los_Angeles,Heads down,away
U081BAKER,richard.white,Richard White,richard.white@windbridge.example.com,true,false,America/Los_Angeles,Available,active
U082TAYLOR,linda.martinez,Linda Martinez,linda.martinez@windbridge.example.com,false,false,America/Denver,On lunch,away
U083HALL,melissa.carter,Melissa Carter,melissa.carter@windbridge.example.com,false,false,America/Chicago,Heads down,active
U084HILL,lisa.baker,Lisa Baker,lisa.baker@windbridge.example.com,false,false,America/Denver,In a meeting,away
U085CARTER,ashley.anderson,Ashley Anderson,ashley.anderson@windbridge.example.com,false,false,America/Los_Angeles,In a meeting,away
U086ANDERS,kevin.taylor,Kevin Taylor,kevin.taylor@windbridge.example.com,true,false,America/Chicago,Working remotely,away
U087RODRIG,thomas.davis,Thomas Davis,thomas.davis@windbridge.example.com,false,false,America/Los_Angeles,Available,away
U088LEWIS,michelle.mitchell,Michelle Mitchell,michelle.mitchell@windbridge.example.com,false,false,America/Los_Angeles,Heads down,active
U089NELSON,mark.white,Mark White,mark.white@windbridge.example.com,false,false,America/Denver,Available,active
U090HARRIS,george.wilson,George Wilson,george.wilson@windbridge.example.com,false,false,America/Chicago,In a meeting,away
U091JOHNSO,sandra.scott,Sandra Scott,sandra.scott@windbridge.example.com,false,false,America/Chicago,Available,away
U092JONES,sandra.garcia,Sandra Garcia,sandra.garcia@windbridge.example.com,true,false,America/Chicago,Available,active
U093ROBERT,thomas.campbell,Thomas Campbell,thomas.campbell@windbridge.example.com,false,false,America/Denver,Available,active
U094DAVIS,kevin.king,Kevin King,kevin.king@windbridge.example.com,false,false,America/Chicago,In a meeting,away
U095WHITE,brian.young,Brian Young,brian.young@windbridge.example.com,false,false,America/Denver,Working remotely,away
U096MILLER,david.martinez,David Martinez,david.martinez@windbridge.example.com,false,false,America/Denver,On lunch,away
