courseId,id,title,description,state,creationTime,updateTime,creatorUserId,topicId,alternateLink,materialType,materialUrl
gc-ena-cycle-2023-2027,mat-cycle-syllabus,ENA Cycle 2023-2027 Syllabus and CE Hour Ledger,Overview of 17 modules Category A pathway and CEN cycle hour requirements,PUBLISHED,2023-04-12T09:00:00Z,2026-09-01T09:00:00Z,usr_ena_admin_001,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cycle-syllabus,DRIVE_FILE,https://drive.google.com/file/d/mat-cycle-syllabus/view
gc-ena-cycle-2023-2027,mat-cen-checklist,CEN Renewal Deadline 2027-03-31 Checklist,Required 100 CE hours 75 Category A within cycle. Current ledger 33 A completed 14 A in-progress 20.5 A not-started plus 16 A TNCC and 13 B outside,PUBLISHED,2026-08-01T09:00:00Z,2026-09-26T00:00:00Z,usr_ena_admin_001,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cen-checklist,DRIVE_FILE,https://drive.google.com/file/d/mat-cen-checklist/view
gc-ena-cycle-2023-2027-e001,mat-cycle-syllabus-e001,ENA Cycle 2023-2027 Syllabus and CE Hour Ledger,Overview of 17 modules Category A pathway and CEN cycle hour requirements,PUBLISHED,2023-04-12T09:00:00Z,2026-09-01T09:00:00Z,usr_ena_admin_001-e001,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cycle-syllabus,DRIVE_FILE,https://drive.google.com/file/d/mat-cycle-syllabus/view
gc-ena-cycle-2023-2027-e001,mat-cen-checklist-e001,CEN Renewal Deadline 2027-03-31 Checklist,Required 100 CE hours 75 Category A within cycle. Current ledger 33 A completed 14 A in-progress 20.5 A not-started plus 16 A TNCC and 13 B outside,PUBLISHED,2026-08-01T09:00:00Z,2026-09-26T00:00:00Z,usr_ena_admin_001-e001,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cen-checklist,DRIVE_FILE,https://drive.google.com/file/d/mat-cen-checklist/view
gc-ena-cycle-2023-2027-e002,mat-cycle-syllabus-e002,ENA Cycle 2023-2027 Syllabus and CE Hour Ledger,Overview of 17 modules Category A pathway and CEN cycle hour requirements,PUBLISHED,2023-04-12T09:00:00Z,2026-09-01T09:00:00Z,usr_ena_admin_001-e002,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cycle-syllabus,DRIVE_FILE,https://drive.google.com/file/d/mat-cycle-syllabus/view
gc-ena-cycle-2023-2027-e002,mat-cen-checklist-e002,CEN Renewal Deadline 2027-03-31 Checklist,Required 100 CE hours 75 Category A within cycle. Current ledger 33 A completed 14 A in-progress 20.5 A not-started plus 16 A TNCC and 13 B outside,PUBLISHED,2026-08-01T09:00:00Z,2026-09-26T00:00:00Z,usr_ena_admin_001-e002,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cen-checklist,DRIVE_FILE,https://drive.google.com/file/d/mat-cen-checklist/view
gc-ena-cycle-2023-2027-e003,mat-cycle-syllabus-e003,ENA Cycle 2023-2027 Syllabus and CE Hour Ledger,Overview of 17 modules Category A pathway and CEN cycle hour requirements,PUBLISHED,2023-04-12T09:00:00Z,2026-09-01T09:00:00Z,usr_ena_admin_001-e003,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cycle-syllabus,DRIVE_FILE,https://drive.google.com/file/d/mat-cycle-syllabus/view
gc-ena-cycle-2023-2027-e003,mat-cen-checklist-e003,CEN Renewal Deadline 2027-03-31 Checklist,Required 100 CE hours 75 Category A within cycle. Current ledger 33 A completed 14 A in-progress 20.5 A not-started plus 16 A TNCC and 13 B outside,PUBLISHED,2026-08-01T09:00:00Z,2026-09-26T00:00:00Z,usr_ena_admin_001-e003,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cen-checklist,DRIVE_FILE,https://drive.google.com/file/d/mat-cen-checklist/view
gc-ena-cycle-2023-2027-e004,mat-cycle-syllabus-e004,ENA Cycle 2023-2027 Syllabus and CE Hour Ledger,Overview of 17 modules Category A pathway and CEN cycle hour requirements,PUBLISHED,2023-04-12T09:00:00Z,2026-09-01T09:00:00Z,usr_ena_admin_001-e004,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cycle-syllabus,DRIVE_FILE,https://drive.google.com/file/d/mat-cycle-syllabus/view
gc-ena-cycle-2023-2027-e004,mat-cen-checklist-e004,CEN Renewal Deadline 2027-03-31 Checklist,Required 100 CE hours 75 Category A within cycle. Current ledger 33 A completed 14 A in-progress 20.5 A not-started plus 16 A TNCC and 13 B outside,PUBLISHED,2026-08-01T09:00:00Z,2026-09-26T00:00:00Z,usr_ena_admin_001-e004,,https://classroom.google.com/c/gc-ena-cycle-2023-2027/m/mat-cen-checklist,DRIVE_FILE,https://drive.google.com/file/d/mat-cen-checklist/view
