"id","firstname","lastname","email","phone","jobtitle","company","lifecyclestage","createdate","lastmodifieddate"
"contact_00001","Anna","Pettersson","anna.pettersson@norrland.example","+46 70 101 1037","Student","Norrland Business Courses","lead","2026-07-17T09:00:00Z","2026-10-17T09:00:00Z"
"contact_00002","Erik","Lindqvist","erik.lindqvist@stockholm.example","+46 70 102 1074","Associate","Stockholm Libraries CPE Programme","marketingqualifiedlead","2026-06-04T09:00:00Z","2026-10-09T09:00:00Z"
"contact_00003","Emma","Holm","emma.holm@nordic.example","+46 70 103 1111","Accountant","Nordic Forensic Network","opportunity","2026-08-21T09:00:00Z","2026-10-09T09:00:00Z"
"contact_00004","Johan","Blom","johan.blom@eriksson.example","+46 70 104 1148","Accountant","Eriksson & Holm (internal)","customer","2026-08-29T09:00:00Z","2026-09-26T09:00:00Z"
"contact_00005","Sara","Bjork","sara.bjork@olsson.example","+46 70 105 1185","Controller","Olsson Revision AB","subscriber","2026-10-12T09:00:00Z","2026-10-18T09:00:00Z"
"contact_00006","Lars","Nilsson","lars.nilsson@persson.example","+46 70 106 1222","Junior Auditor","Persson Revision AB","lead","2026-06-22T09:00:00Z","2026-10-08T09:00:00Z"
"contact_00007","Karin","Pettersson","karin.pettersson@svensson.example","+46 70 107 1259","Accountant","Svensson Revision AB","marketingqualifiedlead","2026-08-15T09:00:00Z","2026-10-26T09:00:00Z"
"contact_00008","Mikael","Lindqvist","mikael.lindqvist@gustafsson.example","+46 70 108 1296","Controller","Gustafsson Revision AB","opportunity","2026-06-13T09:00:00Z","2026-10-08T09:00:00Z"
"contact_00009","Eva","Holm","eva.holm@pettersson.example","+46 70 109 1333","Junior Auditor","Pettersson Revision AB","customer","2026-06-05T09:00:00Z","2026-10-09T09:00:00Z"
"contact_00010","Per","Blom","per.blom@jonsson.example","+46 70 110 1370","Controller","Jonsson Revision AB","subscriber","2026-07-22T09:00:00Z","2026-10-03T09:00:00Z"
"contact_00011","Maria","Bjork","maria.bjork@jansson.example","+46 70 111 1407","Junior Auditor","Jansson Revision AB","lead","2026-07-21T09:00:00Z","2026-10-08T09:00:00Z"
"contact_00012","Nils","Nilsson","nils.nilsson@hansson.example","+46 70 112 1444","Student","Hansson Revision AB","marketingqualifiedlead","2026-10-01T09:00:00Z","2026-10-20T09:00:00Z"
