id,subject,from_name,from_address,to_name,to_address,body_preview,content_type,is_read,importance,received_date
omsg_0000,Subject 0,Sender {i},john53@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 0,text,true,normal,2026-09-27T18:06:40Z
omsg_0001,Subject 1,Sender {i},mike91@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 1,text,true,normal,2026-04-17T20:50:23Z
omsg_0002,Subject 2,Sender {i},sarah66@outlook.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 2,text,true,normal,2026-06-22T21:50:10Z
omsg_0003,Subject 3,Sender {i},john82@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 3,text,true,normal,2026-07-15T13:06:40Z
omsg_0004,Subject 4,Sender {i},alex65@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 4,text,true,normal,2026-01-08T00:57:38Z
omsg_0005,Subject 5,Sender {i},mike24@outlook.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 5,text,true,normal,2026-02-16T18:59:35Z
omsg_0006,Subject 6,Sender {i},john58@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 6,text,true,normal,2026-04-24T21:55:42Z
omsg_0007,Subject 7,Sender {i},alex29@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 7,text,true,normal,2026-09-19T18:58:17Z
omsg_0008,Subject 8,Sender {i},sarah77@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 8,text,true,normal,2026-01-27T02:44:32Z
omsg_0009,Subject 9,Sender {i},jane81@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 9,text,true,normal,2026-10-05T08:40:49Z
omsg_0010,Subject 10,Sender {i},john32@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 10,text,true,normal,2026-03-17T21:23:19Z
omsg_0011,Subject 11,Sender {i},sarah49@outlook.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 11,text,true,normal,2026-01-04T14:17:21Z
omsg_0012,Subject 12,Sender {i},mike14@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 12,text,true,normal,2026-01-21T17:29:59Z
omsg_0013,Subject 13,Sender {i},john10@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 13,text,true,normal,2026-07-20T18:05:44Z
omsg_0014,Subject 14,Sender {i},alex38@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 14,text,true,normal,2026-06-17T03:40:23Z
omsg_0015,Subject 15,Sender {i},mike62@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 15,text,true,normal,2026-09-16T23:50:54Z
omsg_0016,Subject 16,Sender {i},john37@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 16,text,true,normal,2026-08-22T21:24:42Z
omsg_0017,Subject 17,Sender {i},alex68@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 17,text,true,normal,2026-05-30T15:24:54Z
omsg_0018,Subject 18,Sender {i},mike15@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 18,text,true,normal,2026-01-23T21:39:54Z
omsg_0019,Subject 19,Sender {i},john41@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 19,text,true,normal,2026-10-14T11:33:58Z
omsg_0020,Subject 20,Sender {i},jane45@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 20,text,true,normal,2026-08-23T14:21:34Z
omsg_0021,Subject 21,Sender {i},alex63@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 21,text,true,normal,2026-09-05T11:21:54Z
omsg_0022,Subject 22,Sender {i},sarah43@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 22,text,true,normal,2026-02-03T17:50:55Z
omsg_0023,Subject 23,Sender {i},alex23@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 23,text,true,normal,2026-05-14T06:20:55Z
omsg_0024,Subject 24,Sender {i},mike35@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 24,text,true,normal,2026-04-27T01:10:30Z
omsg_0025,Subject 25,Sender {i},john85@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 25,text,true,normal,2026-08-02T23:45:25Z
omsg_0026,Subject 26,Sender {i},alex84@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 26,text,true,normal,2026-04-22T18:15:10Z
omsg_0027,Subject 27,Sender {i},jane13@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 27,text,true,normal,2026-01-23T03:18:02Z
omsg_0028,Subject 28,Sender {i},john58@outlook.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 28,text,true,normal,2026-01-14T16:52:47Z
omsg_0029,Subject 29,Sender {i},john68@outlook.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 29,text,true,normal,2026-08-05T08:00:37Z
omsg_0030,Subject 30,Sender {i},mike97@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 30,text,true,normal,2026-07-31T07:49:12Z
omsg_0031,Subject 31,Sender {i},jane49@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 31,text,true,normal,2026-04-19T07:46:02Z
omsg_0032,Subject 32,Sender {i},john49@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 32,text,true,normal,2026-08-11T14:06:12Z
omsg_0033,Subject 33,Sender {i},jane93@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 33,text,true,normal,2026-10-01T16:37:51Z
omsg_0034,Subject 34,Sender {i},mike93@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 34,text,true,normal,2026-08-12T03:28:43Z
omsg_0035,Subject 35,Sender {i},john11@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 35,text,true,normal,2026-05-15T20:43:38Z
omsg_0036,Subject 36,Sender {i},john52@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 36,text,true,normal,2026-06-17T14:27:50Z
omsg_0037,Subject 37,Sender {i},jane67@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 37,text,true,normal,2026-06-07T14:23:35Z
omsg_0038,Subject 38,Sender {i},jane74@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 38,text,true,normal,2026-05-24T18:54:12Z
omsg_0039,Subject 39,Sender {i},alex23@outlook.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 39,text,true,normal,2026-04-20T01:50:15Z
omsg_0040,Subject 40,Sender {i},sarah48@outlook.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 40,text,true,normal,2026-10-09T19:37:57Z
omsg_0041,Subject 41,Sender {i},mike27@gmail.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 41,text,true,normal,2026-09-13T00:50:45Z
omsg_0042,Subject 42,Sender {i},mike71@yahoo.com,Aaron Garcia,aaron.garcia@Finthesiss.ai,Preview 42,text,true,normal,2026-02-03T07:33:49Z
