transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_rent_dec_2025,acct_citizens_chk_f5afb84edf,3200.00,USD,2025-12-01,Zelle — Mike Callahan Rent December,Mike Callahan,Payment;Rent,false,online
txn_zelle_robert_dec_2025,acct_citizens_chk_f5afb84edf,300.00,USD,2025-12-01,Zelle — Robert Henderson family support,Robert Henderson,Transfer;Zelle,false,online
txn_studentloan_dec_2025,acct_citizens_chk_f5afb84edf,420.00,USD,2025-12-05,Navient Student Loan Payment,Navient,Payment;Student Loan,false,online
txn_progressive_dec_2025,acct_citizens_chk_f5afb84edf,145.00,USD,2025-12-05,Progressive Insurance Auto,Progressive,Payment;Insurance,false,online
txn_ec44b825c95fd841,acct_citizens_chk_f5afb84edf,84.20,USD,2025-12-13,H Mart Porter Square,H Mart,Food and Drink;Groceries,true,in store
txn_a6c2c4bc9c857e35,acct_citizens_chk_f5afb84edf,61.35,USD,2025-12-11,TRADER JOES #112 Q21,Trader Joe's,Food and Drink;Groceries,false,in store
txn_acde3b7ef7a13be3,acct_citizens_chk_f5afb84edf,16.20,USD,2025-12-09,Uber Trip,Uber,Travel;Taxi,false,online
txn_da408a691fd50acb,acct_citizens_chk_f5afb84edf,18.40,USD,2025-12-07,Lyft Ride,Lyft,Travel;Taxi,false,online
txn_b9c769e057b3db3e,acct_citizens_chk_f5afb84edf,32.87,USD,2025-12-05,Amazon.com*MK2YH,Amazon,Shops;Online Marketplaces,false,online
txn_ad537b3e30235ca2,acct_citizens_chk_f5afb84edf,6.12,USD,2025-12-03,Starbucks Coffee #4421,Starbucks,Food and Drink;Coffee Shop,false,in store
txn_632c0f9d788e6c06,acct_citizens_chk_f5afb84edf,9.99,USD,2025-11-30,Apple Services,Apple,Service;Subscription,false,online
txn_2c4bd04c51ded40e,acct_citizens_chk_f5afb84edf,17.99,USD,2025-11-28,HBO Max Subscription,HBO Max,Service;Subscription,false,online
txn_6be2fc831b91466c,acct_citizens_chk_f5afb84edf,11.99,USD,2025-11-26,Spotify USA,Spotify,Service;Subscription,false,online
txn_77f66a956775602e,acct_citizens_chk_f5afb84edf,92.40,USD,2025-11-24,Market Basket #42,Market Basket,Food and Drink;Groceries,false,in store
txn_0a1792397c318980,acct_citizens_chk_f5afb84edf,54.10,USD,2025-11-22,Target T-0942,Target,Shops;Discount Stores,false,in store
txn_a0abb3799fbc5aa6,acct_citizens_chk_f5afb84edf,24.18,USD,2025-11-20,Walgreens #5119,Walgreens,Shops;Pharmacies,false,in store
txn_368b005688819197,acct_citizens_chk_f5afb84edf,99.20,USD,2025-11-18,REI Coop,REI,Shops;Outdoor,false,in store
txn_3dfd15636aa7add9,acct_citizens_chk_f5afb84edf,78.55,USD,2025-11-16,H Mart Porter Square,H Mart,Food and Drink;Groceries,false,in store
txn_22e1280d221c194a,acct_citizens_chk_f5afb84edf,67.45,USD,2025-11-14,TRADER JOES #112 Q21,Trader Joe's,Food and Drink;Groceries,false,in store
txn_68208a743872a5de,acct_citizens_chk_f5afb84edf,110.20,USD,2025-11-12,Market Basket #42,Market Basket,Food and Drink;Groceries,false,in store
txn_rent_nov_2025,acct_citizens_chk_f5afb84edf,3200.00,USD,2025-11-01,Zelle — Mike Callahan Rent November,Mike Callahan,Payment;Rent,false,online
txn_zelle_robert_nov_2025,acct_citizens_chk_f5afb84edf,300.00,USD,2025-11-01,Zelle — Robert Henderson family support,Robert Henderson,Transfer;Zelle,false,online
txn_studentloan_nov_2025,acct_citizens_chk_f5afb84edf,420.00,USD,2025-11-05,Navient Student Loan Payment,Navient,Payment;Student Loan,false,online
txn_progressive_nov_2025,acct_citizens_chk_f5afb84edf,145.00,USD,2025-11-05,Progressive Insurance Auto,Progressive,Payment;Insurance,false,online
