id,event_id,ticket_class_id,name,email,status,checked_in,created
ATT_4000,EVT_RIVERBANK_2026,TC_GA,Megan Ortiz,megan.ortiz@gmail.com,attending,false,2026-09-10T10:00:00Z
ATT_4001,EVT_RIVERBANK_2026,TC_GA,Priya Shah,priya.shah@outlook.com,attending,false,2026-07-03T10:00:00Z
ATT_4002,EVT_RIVERBANK_2026,TC_BOOTH_STD,Caleb Duncan,caleb.duncan@gmail.com,attending,false,2026-08-27T10:00:00Z
ATT_4003,EVT_RIVERBANK_2026,TC_GA,Ruth Alvarez,ruth.alvarez@yahoo.com,attending,false,2026-09-10T10:00:00Z
ATT_4004,EVT_RIVERBANK_2026,TC_GA,Derek Chan,derek.chan@gmail.com,attending,false,2026-08-05T10:00:00Z
ATT_4005,EVT_RIVERBANK_2026,TC_GA,Nina Coleman,nina.coleman@gmail.com,attending,false,2026-07-14T10:00:00Z
ATT_4006,EVT_RIVERBANK_2026,TC_GA,Aaron Webb,aaron.webb@proton.me,attending,false,2026-08-03T10:00:00Z
ATT_4007,EVT_RIVERBANK_2026,TC_BOOTH_STD,Sofia Reyes,sofia.reyes@gmail.com,attending,false,2026-08-13T10:00:00Z
ATT_4008,EVT_RIVERBANK_2026,TC_GA,Grant Miller,grant.miller@gmail.com,attending,false,2026-08-26T10:00:00Z
ATT_4009,EVT_RIVERBANK_2026,TC_BOOTH_STD,Hazel Fox,hazel.fox@gmail.com,attending,false,2026-09-25T10:00:00Z
ATT_4010,EVT_RIVERBANK_2026,TC_GA,Ian Boyd,ian.boyd@gmail.com,attending,false,2026-08-09T10:00:00Z
ATT_4011,EVT_RIVERBANK_2026,TC_GA,Bella Nguyen,bella.nguyen@gmail.com,attending,false,2026-08-28T10:00:00Z
ATT_4012,EVT_RIVERBANK_2026,TC_GA,Owen Pratt,owen.pratt@gmail.com,attending,false,2026-09-20T10:00:00Z
ATT_4013,EVT_RIVERBANK_2026,TC_GA,Faith Long,faith.long@gmail.com,attending,false,2026-09-27T10:00:00Z
ATT_4014,EVT_RIVERBANK_2026,TC_GA,Marcus Reed,marcus.reed@gmail.com,attending,false,2026-07-09T10:00:00Z
ATT_4015,EVT_RIVERBANK_2026,TC_GA,Julia Stone,julia.stone@gmail.com,attending,false,2026-09-01T10:00:00Z
ATT_4016,EVT_RIVERBANK_2026,TC_GA,Evan Cole,evan.cole@gmail.com,attending,false,2026-08-03T10:00:00Z
ATT_4017,EVT_RIVERBANK_2026,TC_GA,Nora Hays,nora.hays@gmail.com,attending,false,2026-08-04T10:00:00Z
ATT_4018,EVT_RIVERBANK_2026,TC_GA,Seth Barron,seth.barron@gmail.com,attending,false,2026-08-28T10:00:00Z
ATT_4019,EVT_RIVERBANK_2026,TC_GA,Kira Vance,kira.vance@gmail.com,attending,false,2026-07-01T10:00:00Z
ATT_4020,EVT_RIVERBANK_2026,TC_GA,Megan Ortiz,megan.ortiz@gmail.com,attending,false,2026-07-12T10:00:00Z
ATT_4021,EVT_RIVERBANK_2026,TC_GA,Priya Shah,priya.shah@outlook.com,attending,false,2026-08-04T10:00:00Z
ATT_4022,EVT_RIVERBANK_2026,TC_GA,Caleb Duncan,caleb.duncan@gmail.com,attending,false,2026-07-25T10:00:00Z
ATT_4023,EVT_RIVERBANK_2026,TC_GA,Ruth Alvarez,ruth.alvarez@yahoo.com,attending,false,2026-07-09T10:00:00Z
ATT_4024,EVT_RIVERBANK_2026,TC_GA,Derek Chan,derek.chan@gmail.com,attending,false,2026-08-13T10:00:00Z
ATT_4025,EVT_RIVERBANK_2026,TC_GA,Nina Coleman,nina.coleman@gmail.com,attending,false,2026-08-10T10:00:00Z
ATT_4026,EVT_RIVERBANK_2026,TC_GA,Aaron Webb,aaron.webb@proton.me,attending,false,2026-08-01T10:00:00Z
ATT_4027,EVT_RIVERBANK_2026,TC_GA,Sofia Reyes,sofia.reyes@gmail.com,attending,false,2026-09-15T10:00:00Z
ATT_4028,EVT_RIVERBANK_2026,TC_BOOTH_STD,Grant Miller,grant.miller@gmail.com,attending,false,2026-09-20T10:00:00Z
ATT_4029,EVT_RIVERBANK_2026,TC_GA,Hazel Fox,hazel.fox@gmail.com,attending,false,2026-08-21T10:00:00Z
ATT_4030,EVT_RIVERBANK_2026,TC_GA,Ian Boyd,ian.boyd@gmail.com,attending,false,2026-07-10T10:00:00Z
ATT_4031,EVT_RIVERBANK_2026,TC_GA,Bella Nguyen,bella.nguyen@gmail.com,attending,false,2026-07-17T10:00:00Z
ATT_4032,EVT_RIVERBANK_2026,TC_GA,Owen Pratt,owen.pratt@gmail.com,attending,false,2026-07-16T10:00:00Z
ATT_4033,EVT_RIVERBANK_2026,TC_BOOTH_STD,Faith Long,faith.long@gmail.com,attending,false,2026-08-14T10:00:00Z
ATT_4034,EVT_RIVERBANK_2026,TC_BOOTH_STD,Marcus Reed,marcus.reed@gmail.com,attending,false,2026-08-18T10:00:00Z
ATT_4035,EVT_RIVERBANK_2026,TC_GA,Julia Stone,julia.stone@gmail.com,attending,false,2026-07-07T10:00:00Z
ATT_4036,EVT_RIVERBANK_2026,TC_BOOTH_STD,Evan Cole,evan.cole@gmail.com,attending,false,2026-08-24T10:00:00Z
ATT_4037,EVT_RIVERBANK_2026,TC_GA,Nora Hays,nora.hays@gmail.com,attending,false,2026-09-14T10:00:00Z
ATT_4038,EVT_RIVERBANK_2026,TC_GA,Seth Barron,seth.barron@gmail.com,attending,false,2026-08-05T10:00:00Z
ATT_4039,EVT_RIVERBANK_2026,TC_BOOTH_STD,Kira Vance,kira.vance@gmail.com,attending,false,2026-09-01T10:00:00Z
ATT_4040,EVT_RIVERBANK_2026,TC_GA,Megan Ortiz,megan.ortiz@gmail.com,attending,false,2026-08-09T10:00:00Z
ATT_4041,EVT_RIVERBANK_2026,TC_BOOTH_STD,Priya Shah,priya.shah@outlook.com,attending,false,2026-08-12T10:00:00Z
ATT_4042,EVT_RIVERBANK_2026,TC_GA,Caleb Duncan,caleb.duncan@gmail.com,attending,false,2026-07-16T10:00:00Z
ATT_4043,EVT_RIVERBANK_2026,TC_GA,Ruth Alvarez,ruth.alvarez@yahoo.com,attending,false,2026-09-03T10:00:00Z
ATT_4044,EVT_RIVERBANK_2026,TC_BOOTH_STD,Derek Chan,derek.chan@gmail.com,attending,false,2026-09-11T10:00:00Z
ATT_4045,EVT_RIVERBANK_2026,TC_GA,Nina Coleman,nina.coleman@gmail.com,attending,false,2026-09-21T10:00:00Z
ATT_4046,EVT_RIVERBANK_2026,TC_GA,Aaron Webb,aaron.webb@proton.me,attending,false,2026-09-09T10:00:00Z
ATT_4047,EVT_RIVERBANK_2026,TC_GA,Sofia Reyes,sofia.reyes@gmail.com,attending,false,2026-09-23T10:00:00Z
ATT_4048,EVT_RIVERBANK_2026,TC_GA,Grant Miller,grant.miller@gmail.com,attending,false,2026-07-05T10:00:00Z
ATT_4049,EVT_RIVERBANK_2026,TC_BOOTH_STD,Hazel Fox,hazel.fox@gmail.com,attending,false,2026-08-16T10:00:00Z
ATT_4050,EVT_RIVERBANK_2026,TC_BOOTH_STD,Ian Boyd,ian.boyd@gmail.com,attending,false,2026-09-14T10:00:00Z
ATT_4051,EVT_RIVERBANK_2026,TC_GA,Bella Nguyen,bella.nguyen@gmail.com,attending,false,2026-08-20T10:00:00Z
ATT_4052,EVT_RIVERBANK_2026,TC_GA,Owen Pratt,owen.pratt@gmail.com,attending,false,2026-07-23T10:00:00Z
