id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
001,Evening Ranch Walk,Walk,3.8,62,,0,2.5,2027-03-22T17:30:00-07:00,2,
002,Morning Barn Rounds,Walk,2.1,38,,0,2.5,2027-03-21T06:15:00-07:00,2,
003,Evening Pasture Check,Walk,3.8,78,,0,2.5,2027-03-22T06:52:00-07:00,2,
004,Evening Walk,Walk,1.6,90,,0,2.5,2027-03-02T06:33:00-07:00,2,
005,Evening Walk,Walk,3.2,56,,0,2.5,2027-03-21T06:59:00-07:00,2,
006,Morning Fence Ride,Walk,3.9,29,,0,2.5,2027-03-01T18:46:00-07:00,2,
007,Evening Ranch Walk,Walk,3.2,50,,0,2.5,2027-03-02T18:39:00-07:00,2,
008,Morning Fence Ride,Walk,3.4,28,,0,2.5,2027-03-21T15:29:00-07:00,2,
009,Morning Fence Ride,Walk,1.7,43,,0,2.5,2027-03-18T18:06:00-07:00,2,
010,Morning Fence Ride,Walk,4.1,48,,0,2.5,2027-03-21T09:43:00-07:00,2,
011,Evening Walk,Walk,3.6,37,,0,2.5,2027-03-14T18:43:00-07:00,2,
012,Evening Fence Ride,Walk,3.2,85,,0,2.5,2027-03-05T18:08:00-07:00,2,
013,Morning Ranch Walk,Walk,1.5,64,,0,2.5,2027-03-06T08:34:00-07:00,2,
014,Evening Ranch Walk,Walk,4.4,29,,0,2.5,2027-03-07T09:02:00-07:00,2,
015,Evening Walk,Walk,2.8,81,,0,2.5,2027-03-21T12:13:00-07:00,2,
016,Evening Walk,Walk,3.2,89,,0,2.5,2027-03-15T14:33:00-07:00,2,
017,Evening Pasture Check,Walk,2.5,59,,0,2.5,2027-03-12T15:38:00-07:00,2,
018,Morning Walk,Walk,1.9,30,,0,2.5,2027-03-07T14:17:00-07:00,2,
019,Morning Ranch Walk,Walk,1.8,50,,0,2.5,2027-03-10T13:14:00-07:00,2,
020,Evening Walk,Walk,4.8,77,,0,2.5,2027-03-03T18:54:00-07:00,2,
021,Evening Pasture Check,Walk,2.2,75,,0,2.5,2027-03-17T16:10:00-07:00,2,
