activity_id,athlete_id,firstname,lastname
015,001,Tyler,Pratt
042,002,Elaine,Bishop
055,003,Walter,Bishop
061,004,Walter,Peters
050,005,Tyler,Peters
027,006,Tyler,Bishop
044,007,James,Hunter
026,008,Calvin,Peters
037,009,Tyler,Peters
052,010,James,Peters
013,011,Walter,Hunter
061,012,Calvin,Pratt
010,013,Tyler,Hunter
041,014,James,Bishop
059,015,Walter,Pratt
024,016,Walter,Bishop
060,017,Tyler,Bishop
008,018,Walter,Pratt
019,019,James,Pratt
039,020,Calvin,Bishop
009,021,James,Bishop
037,022,James,Hunter
031,023,Calvin,Pratt
025,024,Elaine,Pratt
063,025,Walter,Bishop
005,026,James,Pratt
004,027,Tyler,Hunter
023,028,Elaine,Bishop
011,029,Tyler,Hunter
