Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
SALE_9ba0b40c,Carlos,Whitfield,Acme Corp,carlos.whitfield0@gmail.com,(555) 100-1000,new,web,Industry_0,11.00
SALE_89926ac2,June,68),Pinnacle Solutions,june.68)@yahoo.com,(555) 117-1007,contacted,mobile,Industry_1,28.31
SALE_923b4065,Karen,1983),Vertex Industries,karen1983)@outlook.com,(555) 134-1014,qualified,api,Industry_2,45.62
SALE_f70e138c,David,1981),Summit Group,david.1981)@hotmail.com,(555) 151-1021,proposal,import,Industry_3,62.93
SALE_b857f77c,Ethan,2014),Horizon Partners,ethan.2014)4@aol.com,(555) 168-1028,won,manual,Industry_4,79.24
SALE_86b5a891,Maya,2016),Cascade Systems,maya2016)@icloud.com,(555) 185-1035,lost,referral,Industry_5,96.55
SALE_76f2318f,Kevin,1986),Stellar Tech,kevin.1986)@mail.com,(555) 202-1042,new,organic,Industry_6,12.86
SALE_e3a59e35,Robert,1998),Meridian Labs,robert.1998)@protonmail.com,(555) 219-1049,contacted,paid,Industry_7,29.17
SALE_354c7fb7,Helen,2007),Atlas Ventures,helen2007)8@comcast.net,(555) 236-1056,qualified,email,Industry_8,46.48
SALE_a6ff1d2e,Linda,1957),Apex Digital,linda.1957)@att.net,(555) 253-1063,proposal,partner,Industry_9,63.79
SALE_2def8eeb,Frank,1958),Vanguard Co,frank.1958)@bellsouth.net,(555) 270-1070,won,web,Industry_10,80.10
SALE_59c5f8cc,Connie,1960),Nexus Enterprises,connie1960)@charter.net,(555) 287-1077,lost,mobile,Industry_11,97.41
SALE_929344a5,Doug,1954),Beacon Analytics,doug.1954)12@earthlink.net,(555) 304-1084,new,api,Industry_12,13.72
SALE_399b2bc7,Elena,1960),Crestview LLC,elena.1960)@msn.com,(555) 321-1091,contacted,import,Industry_13,30.03
SALE_e9d0da7b,The,family),Ironwood Capital,thefamily)@gmail.com,(555) 338-1098,qualified,manual,Industry_14,47.34
SALE_21946e7f,Dr.,52),Silverline Consulting,dr..52)@yahoo.com,(555) 355-1105,proposal,referral,Industry_15,64.65
SALE_446a512a,Dr.,59),Trident Holdings,dr..59)16@outlook.com,(555) 372-1112,won,organic,Industry_16,81.96
SALE_75ed9983,Dr.,48),Orion Dynamics,dr.48)@hotmail.com,(555) 389-1119,lost,paid,Industry_17,98.27
SALE_bfe27358,William,Davis,Redwood Logistics,william.davis@aol.com,(555) 406-1126,new,email,Industry_18,14.58
SALE_d7614d23,Dorothy,Lee,Bluewave Media,dorothy.lee@icloud.com,(555) 423-1133,contacted,partner,Industry_19,31.89
SALE_3f6f981e,Andrew,King,Granite Solutions,andrewking20@mail.com,(555) 440-1140,qualified,web,Industry_20,48.20
SALE_fa365be4,Nicole,Campbell,Keystone Financial,nicole.campbell@protonmail.com,(555) 457-1147,proposal,mobile,Industry_21,65.51
SALE_7b313b2f,Nicholas,Reyes,Northstar Engineering,nicholas.reyes@comcast.net,(555) 474-1154,won,api,Industry_22,82.82
SALE_18b43025,Joan,Reed,Pacific Ventures,joanreed@att.net,(555) 491-1161,lost,import,Industry_23,99.13
SALE_c6654269,Patrick,Bennett,Evergreen Services,patrick.bennett24@bellsouth.net,(555) 508-1168,new,manual,Industry_24,15.44
SALE_3f783445,Grace,Foster,Sapphire Technologies,grace.foster@charter.net,(555) 525-1175,contacted,referral,Industry_25,32.75
SALE_f6bd0528,Noah,Hernandez,Falcon Industries,noahhernandez@earthlink.net,(555) 542-1182,qualified,organic,Industry_26,49.06
SALE_a8b04103,Elizabeth,White,Lakeview Partners,elizabeth.white@msn.com,(555) 559-1189,proposal,paid,Industry_27,66.37
SALE_664958e5,Arthur,Torres,Aspen Group,arthur.torres28@gmail.com,(555) 576-1196,won,email,Industry_28,83.68
SALE_76086bbe,Sharon,Roberts,Cedar Point Capital,sharonroberts@yahoo.com,(555) 593-1203,lost,partner,Industry_29,100.99
