Id,FirstName,LastName,Email,Phone,Title,AccountId,MailingCity
SALE_9ba0b40c,Carlos,Whitfield,carlos.whitfield0@gmail.com,(555) 100-1000,Re: Q4 Budget Review,ACCO_3e7414ec,Beaverton
SALE_89926ac2,June,68),june.68)@yahoo.com,(555) 117-1007,Monthly Report,ACCO_73cb5cd5,New York
SALE_923b4065,Karen,1983),karen1983)@outlook.com,(555) 134-1014,Project Update,ACCO_63d3d1dd,Los Angeles
SALE_f70e138c,David,1981),david.1981)@hotmail.com,(555) 151-1021,Team Meeting Notes,ACCO_f7c27fea,Chicago
SALE_b857f77c,Ethan,2014),ethan.2014)4@aol.com,(555) 168-1028,Re: Action Items,ACCO_3ae94727,Houston
SALE_86b5a891,Maya,2016),maya2016)@icloud.com,(555) 185-1035,Follow-up,ACCO_3d7f6e3b,Phoenix
SALE_76f2318f,Kevin,1986),kevin.1986)@mail.com,(555) 202-1042,Schedule Change,ACCO_7cf88081,Philadelphia
SALE_e3a59e35,Robert,1998),robert.1998)@protonmail.com,(555) 219-1049,Document Review,ACCO_d99f92ec,San Antonio
SALE_354c7fb7,Helen,2007),helen2007)8@comcast.net,(555) 236-1056,Re: Approval Request,ACCO_af1a5db4,San Diego
SALE_a6ff1d2e,Linda,1957),linda.1957)@att.net,(555) 253-1063,Weekly Sync,ACCO_fcf349ee,Dallas
SALE_2def8eeb,Frank,1958),frank.1958)@bellsouth.net,(555) 270-1070,Status Update,ACCO_e958611d,San Jose
SALE_59c5f8cc,Connie,1960),connie1960)@charter.net,(555) 287-1077,Planning Session,ACCO_2a297779,Austin
SALE_929344a5,Doug,1954),doug.1954)12@earthlink.net,(555) 304-1084,Re: Client Deliverable,ACCO_15f3ae57,Jacksonville
SALE_399b2bc7,Elena,1960),elena.1960)@msn.com,(555) 321-1091,Invoice Attached,ACCO_6807b8ad,Fort Worth
SALE_e9d0da7b,The,family),thefamily)@gmail.com,(555) 338-1098,Contract Draft,ACCO_17cdb598,Columbus
SALE_21946e7f,Dr.,52),dr..52)@yahoo.com,(555) 355-1105,Event Planning,ACCO_2af689a8,Charlotte
SALE_446a512a,Dr.,59),dr..59)16@outlook.com,(555) 372-1112,Re: Feedback Request,ACCO_52639876,Indianapolis
SALE_75ed9983,Dr.,48),dr.48)@hotmail.com,(555) 389-1119,Onboarding Docs,ACCO_bf1d963e,San Francisco
SALE_bfe27358,William,Davis,william.davis@aol.com,(555) 406-1126,Training Schedule,ACCO_58b2c150,Seattle
SALE_d7614d23,Dorothy,Lee,dorothy.lee@icloud.com,(555) 423-1133,Performance Review,ACCO_27e69c81,Denver
SALE_3f6f981e,Andrew,King,andrewking20@mail.com,(555) 440-1140,Re: Vendor Renewal Notice,ACCO_c87b0aec,Nashville
SALE_fa365be4,Nicole,Campbell,nicole.campbell@protonmail.com,(555) 457-1147,Quarterly Targets,ACCO_b09d650a,Portland
SALE_7b313b2f,Nicholas,Reyes,nicholas.reyes@comcast.net,(555) 474-1154,Budget Adjustment for Q3,ACCO_a3dd491e,Oklahoma City
SALE_18b43025,Joan,Reed,joanreed@att.net,(555) 491-1161,Upcoming Travel Itinerary,ACCO_a858f7d8,Las Vegas
SALE_c6654269,Patrick,Bennett,patrick.bennett24@bellsouth.net,(555) 508-1168,Re: New Hire Orientation,ACCO_22e33576,Memphis
SALE_3f783445,Grace,Foster,grace.foster@charter.net,(555) 525-1175,Security Compliance Checklist,ACCO_77d3763a,Louisville
SALE_f6bd0528,Noah,Hernandez,noahhernandez@earthlink.net,(555) 542-1182,Product Launch Timeline,ACCO_97c6678a,Baltimore
SALE_a8b04103,Elizabeth,White,elizabeth.white@msn.com,(555) 559-1189,Board Meeting Agenda,ACCO_31a5d504,Milwaukee
SALE_664958e5,Arthur,Torres,arthur.torres28@gmail.com,(555) 576-1196,Re: Partnership Proposal,ACCO_914fa7f3,Albuquerque
SALE_76086bbe,Sharon,Roberts,sharonroberts@yahoo.com,(555) 593-1203,Service Level Agreement,ACCO_1e27c9f5,Tucson
SALE_1c8892fc,Russell,Morales,russell.morales@outlook.com,(555) 610-1210,Warehouse Inventory Count,ACCO_388d210f,Fresno
SALE_b4ed2d78,Heather,Ramos,heather.ramos@hotmail.com,(555) 627-1217,Customer Escalation,ACCO_a2ae55b0,Mesa
SALE_e596b92e,Robert,Ruiz,robertruiz32@aol.com,(555) 644-1224,Re: Annual Subscription Renewal,ACCO_1b7d69ce,Sacramento
SALE_c2e73972,Ann,Smith,ann.smith@icloud.com,(555) 661-1231,Holiday Schedule,ACCO_fa8413fd,Atlanta
SALE_402d3e68,Steven,Wilson,steven.wilson@mail.com,(555) 678-1238,Office Relocation Update,ACCO_67802b8f,Kansas City
SALE_22d8daa4,Brittany,Clark,brittanyclark@protonmail.com,(555) 695-1245,Benefits Open Enrollment,ACCO_e856c7d4,Omaha
SALE_3fb5273b,Jacob,Flores,jacob.flores36@comcast.net,(555) 712-1252,Re: Sprint Retrospective,ACCO_838abd59,Colorado Springs
SALE_c0599b33,Dorothy,Evans,dorothy.evans@att.net,(555) 729-1259,Design Review Session,ACCO_2518187e,Raleigh
SALE_cf1c7619,Frank,Rogers,frankrogers@bellsouth.net,(555) 746-1266,API Integration Spec,ACCO_956dc4b3,Long Beach
SALE_9d8d0f5f,Nicole,Ward,nicole.ward@charter.net,(555) 763-1273,Release Notes v2.4,ACCO_3c5e1b44,Virginia Beach
SALE_f4a85c12,Zachary,Alvarez,zachary.alvarez40@earthlink.net,(555) 780-1280,Re: Marketing Campaign Results,ACCO_ce69af4a,Miami
SALE_ee1bb097,Joan,Brown,joanbrown@msn.com,(555) 797-1287,Sales Pipeline Review,ACCO_aede7071,Oakland
SALE_15fc94be,Harold,Taylor,harold.taylor@gmail.com,(555) 814-1294,Expense Report Submission,ACCO_a9cde05c,Minneapolis
SALE_fb051b28,Grace,Robinson,grace.robinson@yahoo.com,(555) 831-1301,Travel Reimbursement,ACCO_d0a6d978,Tampa
SALE_92941e62,Alan,Nelson,alannelson44@outlook.com,(555) 848-1308,Re: Insurance Claim Update,ACCO_07441c85,Tulsa
SALE_1e105535,Elizabeth,Parker,elizabeth.parker@hotmail.com,(555) 865-1315,IT Maintenance Window,ACCO_ae8fed8a,Arlington
SALE_c53fef1d,Carlos,Morgan,carlos.morgan@aol.com,(555) 882-1322,Server Migration Plan,ACCO_186009c1,New Orleans
SALE_62a55728,Sharon,Brooks,sharonbrooks@icloud.com,(555) 899-1329,Data Backup Verification,ACCO_223e2ad6,Bakersfield
SALE_549e2862,Mark,Patel,mark.patel48@mail.com,(555) 916-1336,Re: Compliance Audit Findings,ACCO_ade6e7b5,Wichita
SALE_2213b2a9,Heather,Miller,heather.miller@protonmail.com,(555) 933-1343,Risk Assessment Report,ACCO_114f8da7,Cleveland
SALE_0618d7ce,Jeffrey,Martin,jeffreymartin@comcast.net,(555) 950-1350,Customer Satisfaction Survey,ACCO_6c6bad28,Aurora
SALE_2da08748,Ann,Allen,ann.allen@att.net,(555) 967-1357,Employee Engagement,ACCO_b6de52b3,Beaverton
SALE_3e15446b,Raymond,Rivera,raymond.rivera52@bellsouth.net,(555) 984-1364,Re: Competitive Analysis Memo,ACCO_f9a51589,New York
SALE_70903ec5,Brittany,Collins,brittanycollins@charter.net,(555) 101-1371,Pricing Strategy Update,ACCO_d4dc5b79,Los Angeles
