id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
act_2026_10_04,Long run Saturday,Run,17703,5580,5820,42,3.17,2026-10-04T05:15:00-04:00,8,seg_agnes_scott
act_2026_10_02,Easy Thursday greenway,Run,6437,2160,2280,18,2.98,2026-10-02T05:15:00-04:00,3,seg_decatur_greenway
act_2026_09_30,Tuesday tempo,Run,8047,2520,2640,25,3.19,2026-09-30T05:15:00-04:00,4,seg_agnes_scott
act_2026_09_27,Sunday recovery walk with Diane and kids,Walk,3218,3600,3800,10,0.89,2026-09-27T15:00:00-04:00,2,
act_2026_09_26,Peak long run 12 miles,Run,19312,6300,6540,55,3.07,2026-09-26T05:15:00-04:00,12,seg_agnes_scott
act_2026_09_23,Tuesday interval 6x800,Run,9656,2880,3180,32,3.35,2026-09-23T05:15:00-04:00,5,seg_decatur_greenway
act_2026_09_20,Long run 11 miles,Run,17703,5760,6000,48,3.07,2026-09-20T05:15:00-04:00,9,seg_agnes_scott
act_2026_09_18,Thursday easy,Run,6437,2100,2220,15,3.06,2026-09-18T05:15:00-04:00,3,seg_decatur_greenway
act_2026_09_16,Tuesday tempo,Run,9656,3000,3120,30,3.22,2026-09-16T05:15:00-04:00,4,seg_agnes_scott
act_2026_09_13,Long run 10 miles,Run,16093,5400,5580,42,2.98,2026-09-13T05:15:00-04:00,7,seg_agnes_scott
act_2025_02_02,Run 1 $2025,Run,3054,1011,1071,19,2.97,2025-02-02T05:15:00-04:00,9,seg_agnes_scott
act_2025_03_03,Run 2 $2025,Run,5550,1901,1961,58,2.29,2025-03-03T05:15:00-04:00,4,seg_agnes_scott
act_2025_04_04,Run 3 $2025,Run,7411,2345,2405,64,2.06,2025-04-04T05:15:00-04:00,3,seg_agnes_scott
act_2025_05_05,Run 4 $2025,Run,12520,4230,4290,77,2.01,2025-05-05T05:15:00-04:00,11,seg_agnes_scott
act_2025_06_06,Run 5 $2025,Run,14112,4866,4926,44,2.22,2025-06-06T05:15:00-04:00,7,seg_agnes_scott
