id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U-AH001,ahicks,Anthony Hicks,anthony.hicks@ridgelinefreight.com,false,false,America/Chicago,On the road - I-65 NB,active
U-MH002,mhensley,Mike Hensley,mike.hensley@ridgelinefreight.com,true,false,America/Chicago,In office,active
U-RC003,rcampos,Rosa Campos,rosa.campos@ridgelinefreight.com,false,false,America/Chicago,Safety first,active
U-KA004,kalvarez,Kevin Alvarez,kevin.alvarez@ridgelinefreight.com,false,false,America/Chicago,Routing updates,active
U-MW005,mwebb,Marcus Webb,marcus.webb@ridgelinefreight.com,false,false,America/Chicago,Monitoring dashboards,active
U-DR006,drowe,Dani Rowe,dani.rowe@ridgelinefreight.com,false,false,America/Chicago,Deploying hotfix,active
U-TG007,tgarza,Tony Garza,tony.garza@ridgelinefreight.com,false,false,America/Chicago,Ticket queue,active
U-PN008,pnair,Priya Nair,priya.nair@ridgelinefreight.com,false,false,America/Chicago,Sprint planning,active
U-JL009,jlee,Janet Lee,janet.lee@ridgelinefreight.com,false,false,America/Chicago,Payroll week,active
U-DW010,dwilkins,Derek Wilkins,derek.wilkins@ridgelinefreight.com,false,false,America/Chicago,Birmingham yard,active
U-BOT01,ridgeline-bot,Ridgeline Bot,,false,true,America/Chicago,,active
U-BOT02,pagerduty-bot,PagerDuty Bot,,false,true,America/Chicago,,active
