conversation_id,wa_id,started_at,last_message_at,origin,within_24h_window
wac_brewster,14145557720,2025-04-12T09:00:00-05:00,2026-09-29T16:42:00-05:00,business_initiated,True
wac_harborview,14145552410,2026-05-15T10:30:00-05:00,2026-09-29T11:08:00-05:00,user_initiated,True
wac_tony,14145554712,2024-02-01T08:00:00-05:00,2026-09-30T20:14:00-05:00,user_initiated,True
conv_osmqct,14145556128,2025-01-19T04:52:00,2026-09-22T17:15:00,user_initiated,true
conv_ilxxqp,14145551260,2025-07-13T06:33:00,2026-04-28T04:45:00,user_initiated,true
conv_41b21e,14145555054,2025-02-20T16:16:00,2025-08-28T18:28:00,user_initiated,true
conv_ycpn1l,14145555062,2026-06-03T03:00:00,2025-06-13T10:23:00,user_initiated,true
conv_licsd1,14145551244,2026-03-21T14:55:00,2026-04-03T20:35:00,user_initiated,true
conv_rfjics,14145558699,2025-09-13T00:28:00,2026-03-13T22:04:00,business_initiated,true
conv_xketg5,14145551496,2025-12-21T00:14:00,2026-09-10T10:12:00,user_initiated,true
conv_fbm5pz,14145553959,2026-03-22T03:07:00,2026-07-12T11:10:00,user_initiated,true
conv_ewji3e,14145552782,2026-04-21T21:00:00,2026-07-03T15:28:00,business_initiated,true
conv_ot9t1u,14145556390,2025-04-30T16:21:00,2025-11-05T08:16:00,user_initiated,true
conv_rs75k3,14145558087,2026-08-28T20:58:00,2026-02-11T21:41:00,user_initiated,true
conv_5ebyed,14145554068,2026-04-02T18:40:00,2026-08-08T12:44:00,business_initiated,true
conv_ckv4oa,14145558909,2026-02-05T15:58:00,2025-08-20T04:42:00,user_initiated,true
conv_v99m2c,14145554640,2026-06-15T20:30:00,2025-03-22T07:56:00,user_initiated,true
conv_1vz1ic,14145553709,2026-06-24T02:26:00,2026-03-20T01:00:00,user_initiated,true
conv_ldyfvr,14145551863,2026-05-17T02:53:00,2026-06-04T09:38:00,business_initiated,true
conv_k7bxze,14145554037,2025-03-24T18:42:00,2025-10-21T21:15:00,business_initiated,true
conv_butzhl,14145554882,2025-09-26T03:32:00,2025-02-03T22:04:00,business_initiated,true
conv_y5vtbl,14145559602,2026-08-22T00:18:00,2025-02-07T00:29:00,user_initiated,true
conv_2ftrc9,14145558621,2025-08-14T21:29:00,2025-11-17T07:57:00,user_initiated,true
conv_1hnhbn,14145556225,2026-05-29T04:15:00,2026-01-15T19:27:00,business_initiated,true
conv_hna6ir,14145551233,2026-09-28T19:48:00,2025-01-28T20:44:00,user_initiated,true
conv_7cj6dd,14145556341,2025-09-01T04:01:00,2026-04-18T23:55:00,user_initiated,true
conv_h50jfu,14145552017,2026-03-23T04:08:00,2026-09-16T11:37:00,user_initiated,true
conv_u7wktw,14145551217,2025-11-27T18:11:00,2025-02-05T23:48:00,user_initiated,true
conv_v07900,14145554257,2025-12-25T14:43:00,2026-09-16T08:18:00,business_initiated,true
conv_nuyah1,14145557022,2026-09-02T15:53:00,2026-04-02T07:40:00,user_initiated,true
conv_08ghe8,14145558920,2026-02-11T00:16:00,2025-10-16T16:34:00,business_initiated,true
conv_p6gwyk,14145556683,2026-03-15T15:56:00,2026-03-28T17:37:00,business_initiated,true
conv_fdd7um,14145553195,2025-08-18T13:49:00,2026-02-21T22:33:00,business_initiated,true
conv_ly6s4x,14145551920,2025-01-25T12:56:00,2025-03-29T14:57:00,user_initiated,true
conv_pdfo4h,14145551442,2025-10-15T17:45:00,2025-06-01T03:41:00,business_initiated,true
conv_boh5oc,14145558560,2025-01-26T09:41:00,2025-06-14T07:12:00,business_initiated,true
conv_xxzp63,14145551162,2026-06-26T20:54:00,2025-10-07T16:50:00,business_initiated,true
conv_6bwa77,14145553175,2026-06-22T09:34:00,2026-02-07T05:33:00,business_initiated,true
conv_whai0m,14145551857,2026-07-31T21:52:00,2026-04-30T12:48:00,user_initiated,true
conv_os12ub,14145557318,2026-07-12T16:16:00,2025-04-10T11:48:00,user_initiated,true
conv_ue7vuu,14145559948,2026-06-09T06:49:00,2025-03-03T15:59:00,user_initiated,true
conv_cvinaw,14145552065,2026-05-14T03:47:00,2025-08-08T02:44:00,user_initiated,true
conv_zz4bh7,14145554926,2026-06-06T08:06:00,2025-12-23T15:31:00,user_initiated,true
conv_z3mc6u,14145555240,2025-02-20T16:00:00,2026-04-18T02:00:00,business_initiated,true
conv_6s0xn7,14145553639,2025-12-31T15:23:00,2026-08-07T04:41:00,user_initiated,true
conv_xwpnoq,14145553798,2026-07-05T03:46:00,2025-03-13T14:43:00,user_initiated,true
conv_xshfxc,14145559051,2025-05-27T04:52:00,2026-02-05T19:11:00,business_initiated,true
conv_o0j5wl,14145558562,2025-03-08T02:32:00,2026-07-27T11:00:00,business_initiated,true
conv_ers3sf,14145556892,2025-12-27T19:57:00,2026-02-19T10:42:00,business_initiated,true
conv_p9in0m,14145552652,2026-08-18T22:02:00,2026-05-11T01:12:00,user_initiated,true
conv_ux0nik,14145559233,2026-03-15T23:34:00,2025-06-20T02:25:00,user_initiated,true
conv_0b0549,14145557863,2026-03-21T02:16:00,2026-07-30T16:12:00,business_initiated,true
conv_z5hfom,14145551809,2026-06-29T00:12:00,2025-09-30T02:45:00,user_initiated,true
conv_tf54hk,14145553963,2025-11-10T08:23:00,2025-10-16T03:33:00,business_initiated,true
conv_ky1e6s,14145552227,2025-04-12T08:13:00,2026-08-25T12:50:00,business_initiated,true
conv_dl4gc5,14145556686,2026-05-02T15:37:00,2025-01-23T02:39:00,business_initiated,true
conv_uxyfxb,14145554781,2025-04-11T15:59:00,2025-07-09T07:41:00,user_initiated,true
