message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wam_001,wac_brewster,inbound,14145557720,14145556289,text,Bronze EMT lead is 12 business days. Need your call by Oct 19 to hit Nov 2 start.,,delivered,2026-09-29T16:42:00-05:00
wam_002,wac_brewster,outbound,14145556289,14145557720,text,Got it. I'll confirm final room count by EOD Friday.,,read,2026-09-29T16:50:00-05:00
wam_003,wac_harborview,inbound,14145552410,14145556289,text,Unit 14 owner is asking about the GFCI on the kitchen island. Talk before Friday walk?,,delivered,2026-09-29T11:08:00-05:00
wam_004,wac_tony,inbound,14145554712,14145556289,text,Kev's in. Don't forget the rod tube.,,read,2026-09-30T20:14:00-05:00
wam_005,wac_harborview,outbound,14145556289,14145552410,template,"Hi Maria, just confirming the final walk on Oct 8 at 8:00 AM with Dan.",appointment_confirmation,delivered,2026-09-30T17:00:00-05:00
wam_h07aae,conv_dg4o,inbound,14145556812,14145559469,text,msg g7i5qnlvvmzyvy79fjdw,,delivered,2026-06-22T01:46:00
wam_91fuj9,conv_s8t0,inbound,14145553219,14145554783,text,msg ta8tcb3ocrr1n892epvn,,delivered,2025-08-19T02:56:00
wam_ie50cb,conv_qcqq,inbound,14145553475,14145556119,text,msg pn3czdt86y0b1x193lgi,,delivered,2025-05-23T18:28:00
wam_c1qhww,conv_svqw,outbound,14145554287,14145553497,text,msg riq5mhpmu3eoz9arko8t,,delivered,2026-01-31T20:49:00
wam_p0ld5u,conv_9spn,inbound,14145555236,14145559062,text,msg jroarsky31s619n5u63h,,delivered,2025-03-08T22:31:00
wam_x3oson,conv_bvh9,outbound,14145558136,14145553327,text,msg wnx3mnhblrbcu0wtrkfa,,delivered,2026-04-27T07:35:00
wam_qxc4ss,conv_exjh,outbound,14145559023,14145555339,text,msg 4qv98d0frmkrppc3s7ye,,delivered,2026-06-07T00:00:00
wam_qf1xpo,conv_vefv,inbound,14145557890,14145559491,text,msg xq2zkrvx1bqd2khpsq1n,,delivered,2025-01-07T01:29:00
wam_3s3gz3,conv_qj0y,inbound,14145553590,14145555633,text,msg 5kxc93dbza0mn9owqisp,,delivered,2025-08-22T17:42:00
wam_6w5bub,conv_epj0,outbound,14145553662,14145557676,text,msg zht0u7xrwnk5bn8p7ipo,,delivered,2025-09-19T19:01:00
wam_sxgt80,conv_2kbq,outbound,14145552615,14145553344,text,msg pcgqlh91x4swx6jwjvzw,,delivered,2025-08-03T06:53:00
wam_7xbbso,conv_9eqr,outbound,14145556886,14145551231,text,msg 2fdixaw2q19aisi6bgl6,,delivered,2025-07-02T15:45:00
wam_4goo2w,conv_446w,outbound,14145553341,14145551189,text,msg 0fa0j5fgay71fyiomijp,,delivered,2026-02-14T07:05:00
wam_o37khy,conv_tsd3,inbound,14145552392,14145556022,text,msg wvudhmcl0d8ei3hlirn6,,delivered,2025-03-16T16:30:00
wam_0jb160,conv_zifs,outbound,14145554664,14145555510,text,msg tzvbcy17vtodkmabnif5,,delivered,2026-07-05T00:20:00
wam_d4bfot,conv_nny6,inbound,14145559714,14145558462,text,msg j8jorn5hhfp4m5bt0co3,,delivered,2025-03-12T19:12:00
wam_eaw1tj,conv_nq71,outbound,14145553951,14145551092,text,msg 2mrmbbvcr1iwr70b087t,,delivered,2025-09-23T17:02:00
wam_ex3x90,conv_3awv,outbound,14145553312,14145554742,text,msg xqs2jbztsm5wx7xe7x8x,,delivered,2025-12-07T20:48:00
wam_w57oaz,conv_i0ji,outbound,14145559008,14145555502,text,msg 2mgvomysgkzg9yjkdnor,,delivered,2025-11-03T20:45:00
wam_6tcnv3,conv_xy0b,inbound,14145559079,14145552956,text,msg h3jtps6si1xoxyacy9ol,,delivered,2026-07-31T04:42:00
wam_g5qhra,conv_99br,outbound,14145558552,14145555935,text,msg cfdcqr63h8hu7pczpvbd,,delivered,2025-02-03T05:31:00
wam_ojf5fg,conv_m33b,outbound,14145555514,14145552858,text,msg ejeqsdlclta35otfw8u8,,delivered,2026-07-04T08:54:00
wam_foc8w8,conv_ctse,inbound,14145552100,14145559364,text,msg b7xc7dgv4lys6x4i8cv9,,delivered,2025-08-16T23:44:00
wam_i13qwe,conv_384m,inbound,14145554823,14145558765,text,msg 6digel1nsvdjm94ddpar,,delivered,2025-04-30T01:05:00
wam_y4iku8,conv_emfn,outbound,14145555190,14145556948,text,msg me472aijb0xap12webfn,,delivered,2026-08-01T23:06:00
wam_8ne8q5,conv_ol6y,outbound,14145555458,14145551409,text,msg 565fhfvuz0cz0xnnunkg,,delivered,2025-06-17T14:03:00
wam_dxosra,conv_726f,inbound,14145558098,14145551977,text,msg xjrl9cw4h1ylryz7cuoo,,delivered,2026-03-22T17:27:00
wam_mobqlj,conv_qxm4,outbound,14145557111,14145556829,text,msg z26shlu3e5y0elmk0n45,,delivered,2026-08-16T10:38:00
wam_cp977f,conv_fsax,outbound,14145552208,14145554891,text,msg 56r2tax8aovtcij3r8e4,,delivered,2026-09-06T06:27:00
wam_6a28b9,conv_awdi,inbound,14145556886,14145551550,text,msg 637d0zu8s0wabgsx3kpk,,delivered,2025-08-14T00:12:00
wam_vf4246,conv_loo8,inbound,14145554615,14145559363,text,msg 2wtz0c8aqnd9v36jlgev,,delivered,2025-07-29T23:34:00
wam_w4hxp5,conv_o8o8,outbound,14145553337,14145558760,text,msg 35kwr5eszarvqm4tf89j,,delivered,2026-09-03T00:00:00
wam_5y15qz,conv_lub2,inbound,14145555142,14145555746,text,msg zrteea8p80gq86mzpulw,,delivered,2025-04-22T11:28:00
wam_sxd0ys,conv_7g1d,outbound,14145556635,14145553318,text,msg s2wgvosagvzmdeqytfsc,,delivered,2025-12-24T09:48:00
