id,subject,organizer_name,organizer_address,location,start_date,end_date,is_all_day,is_online,attendees
olev-01,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Home office,2026-10-28T14:00:00-06:00,2026-10-28T15:00:00-06:00,False,False,sophia.rivera.va@outlook.com
olev-02,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Home office,2026-11-04T14:00:00-06:00,2026-11-04T15:00:00-06:00,False,False,sophia.rivera.va@outlook.com
olev-03,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Home office,2026-11-11T14:00:00-06:00,2026-11-11T15:00:00-06:00,False,False,sophia.rivera.va@outlook.com
outlook-evt-5000,Cortez Clinic wellness,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-01-03T14:00:00-07:00,2024-01-03T15:00:00-07:00,False,False,
outlook-evt-5001,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-01-10T14:00:00-07:00,2024-01-10T15:00:00-07:00,False,False,
outlook-evt-5002,Alumni coffee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-01-17T14:00:00-07:00,2024-01-17T15:00:00-07:00,False,False,
outlook-evt-5003,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-01-24T14:00:00-07:00,2024-01-24T15:00:00-07:00,False,False,
outlook-evt-5004,Church committee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-01-31T14:00:00-07:00,2024-01-31T15:00:00-07:00,False,False,
outlook-evt-5005,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-02-07T14:00:00-07:00,2024-02-07T15:00:00-07:00,False,False,
outlook-evt-5006,VA transport pickup,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-02-14T14:00:00-07:00,2024-02-14T15:00:00-07:00,False,False,
outlook-evt-5007,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-02-21T14:00:00-07:00,2024-02-21T15:00:00-07:00,False,False,
outlook-evt-5008,Grand-niece call,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-02-28T14:00:00-07:00,2024-02-28T15:00:00-07:00,False,False,
outlook-evt-5009,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-03-06T14:00:00-07:00,2024-03-06T15:00:00-07:00,False,False,
outlook-evt-5010,Cortez Clinic wellness,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-03-13T14:00:00-07:00,2024-03-13T15:00:00-07:00,False,False,
outlook-evt-5011,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-03-20T14:00:00-07:00,2024-03-20T15:00:00-07:00,False,False,
outlook-evt-5012,Alumni coffee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-03-27T14:00:00-07:00,2024-03-27T15:00:00-07:00,False,False,
outlook-evt-5013,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-04-03T14:00:00-07:00,2024-04-03T15:00:00-07:00,False,False,
outlook-evt-5014,Church committee,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-04-10T14:00:00-07:00,2024-04-10T15:00:00-07:00,False,False,
outlook-evt-5015,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-04-17T14:00:00-07:00,2024-04-17T15:00:00-07:00,False,False,
outlook-evt-5016,VA transport pickup,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-04-24T14:00:00-07:00,2024-04-24T15:00:00-07:00,False,False,
outlook-evt-5017,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-05-01T14:00:00-07:00,2024-05-01T15:00:00-07:00,False,False,
outlook-evt-5018,Grand-niece call,Sophia Rivera,sophia.rivera.va@outlook.com,Home,2024-05-08T14:00:00-07:00,2024-05-08T15:00:00-07:00,False,False,
outlook-evt-5019,Pension appointment (do not move),Sophia Rivera,sophia.rivera.va@outlook.com,Cortez CO,2024-05-15T14:00:00-07:00,2024-05-15T15:00:00-07:00,False,False,
