id,display_name,given_name,surname,email,job_title,company,mobile_phone
olc-01,VA Outreach,VA,Outreach,no-reply@va.gov,Automated Reminders,US Dept of Veterans Affairs,
olc-02,Cortez VA Clinic,Cortez,VA,cortez.clinic@va.gov,Primary Care,US Dept of Veterans Affairs,970-555-4400
outlook-contact-6000,Miguel Vega,Miguel,Vega,miguel.vega@mesaverde-retiree.net,VA Case Worker,MVPG Alumni Network,970-555-5000
outlook-contact-6001,Roberto Solis,Roberto,Solis,roberto.solis@va.gov,VA Nurse,VA Health Care,970-555-5001
outlook-contact-6002,Carlos Cortez,Carlos,Cortez,carlos.cortez@mesaverde-retiree.net,Church Deacon,MVPG Alumni Network,970-555-5002
outlook-contact-6003,Diego Herrera,Diego,Herrera,diego.herrera@va.gov,Alumni Rep,VA Health Care,970-555-5003
outlook-contact-6004,Rafael Chavez,Rafael,Chavez,rafael.chavez@mesaverde-retiree.net,Family Member,MVPG Alumni Network,970-555-5004
outlook-contact-6005,Luis Ruiz,Luis,Ruiz,luis.ruiz@va.gov,VA Case Worker,VA Health Care,970-555-5005
outlook-contact-6006,Jorge Ortega,Jorge,Ortega,jorge.ortega@mesaverde-retiree.net,VA Nurse,MVPG Alumni Network,970-555-5006
outlook-contact-6007,Manuel Molina,Manuel,Molina,manuel.molina@va.gov,Church Deacon,VA Health Care,970-555-5007
outlook-contact-6008,Anthony Anderson,Anthony,Anderson,anthony.anderson@mesaverde-retiree.net,Alumni Rep,MVPG Alumni Network,970-555-5008
outlook-contact-6009,Bruce Baker,Bruce,Baker,bruce.baker@va.gov,Family Member,VA Health Care,970-555-5009
outlook-contact-6010,Wayne Hayes,Wayne,Hayes,wayne.hayes@mesaverde-retiree.net,VA Case Worker,MVPG Alumni Network,970-555-5010
outlook-contact-6011,Curtis Ford,Curtis,Ford,curtis.ford@va.gov,VA Nurse,VA Health Care,970-555-5011
outlook-contact-6012,Duane Rice,Duane,Rice,duane.rice@mesaverde-retiree.net,Church Deacon,MVPG Alumni Network,970-555-5012
outlook-contact-6013,Randy Cole,Randy,Cole,randy.cole@va.gov,Alumni Rep,VA Health Care,970-555-5013
outlook-contact-6014,Kenneth Reed,Kenneth,Reed,kenneth.reed@mesaverde-retiree.net,Family Member,MVPG Alumni Network,970-555-5014
outlook-contact-6015,Larry Wells,Larry,Wells,larry.wells@va.gov,VA Case Worker,VA Health Care,970-555-5015
outlook-contact-6016,Terry Stone,Terry,Stone,terry.stone@mesaverde-retiree.net,VA Nurse,MVPG Alumni Network,970-555-5016
outlook-contact-6017,Gary Owens,Gary,Owens,gary.owens@va.gov,Church Deacon,VA Health Care,970-555-5017
outlook-contact-6018,Wade Grant,Wade,Grant,wade.grant@mesaverde-retiree.net,Alumni Rep,MVPG Alumni Network,970-555-5018
outlook-contact-6019,Cletus Barnes,Cletus,Barnes,cletus.barnes@va.gov,Family Member,VA Health Care,970-555-5019
outlook-contact-6020,Buddy Higgins,Buddy,Higgins,buddy.higgins@mesaverde-retiree.net,VA Case Worker,MVPG Alumni Network,970-555-5020
outlook-contact-6021,Marvin Barrett,Marvin,Barrett,marvin.barrett@va.gov,VA Nurse,VA Health Care,970-555-5021
outlook-contact-6022,Everett Klein,Everett,Klein,everett.klein@mesaverde-retiree.net,Church Deacon,MVPG Alumni Network,970-555-5022
outlook-contact-6023,Delbert Beasley,Delbert,Beasley,delbert.beasley@va.gov,Alumni Rep,VA Health Care,970-555-5023
outlook-contact-6024,Linda Blackwell,Linda,Blackwell,linda.blackwell@mesaverde-retiree.net,Family Member,MVPG Alumni Network,970-555-5024
outlook-contact-6025,Susan Hunter,Susan,Hunter,susan.hunter@va.gov,VA Case Worker,VA Health Care,970-555-5025
outlook-contact-6026,Barbara Fletcher,Barbara,Fletcher,barbara.fletcher@mesaverde-retiree.net,VA Nurse,MVPG Alumni Network,970-555-5026
outlook-contact-6027,Deborah Sanders,Deborah,Sanders,deborah.sanders@va.gov,Church Deacon,VA Health Care,970-555-5027
