courseId,id,text,state,creationTime,updateTime,creatorUserId,alternateLink
course_ana_montessori,ann_001,Fall Field Trip to Johnson Park Nature Center on October 18th. Permission slips due by Oct 10. Please dress your child in layers!,PUBLISHED,2026-09-28T09:00:00.000Z,2026-09-28T09:00:00.000Z,teacher_rodriguez,https://classroom.google.com/c/ana/p/1
course_ana_montessori,ann_002,Art Project this week: Leaf printing and fall collages. Please send in collected leaves if you have them!,PUBLISHED,2026-09-25T08:30:00.000Z,2026-09-25T08:30:00.000Z,teacher_rodriguez,https://classroom.google.com/c/ana/p/2
course_ana_montessori,ann_003,Picture Day is October 5th. Order forms attached. Reminder: no face paint or costumes please.,PUBLISHED,2026-09-20T09:00:00.000Z,2026-09-20T09:00:00.000Z,teacher_rodriguez,https://classroom.google.com/c/ana/p/3
course_ana_montessori,ann_004,Parent-Teacher conferences scheduled for October 24-25. Sign up sheet will be posted next week.,PUBLISHED,2026-09-15T08:00:00.000Z,2026-09-15T08:00:00.000Z,teacher_rodriguez,https://classroom.google.com/c/ana/p/4
course_montessori,ann_bg_000,Holiday party sign-up,PUBLISHED,2026-08-10T09:00:00-04:00,2026-07-01T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/0
course_montessori,ann_bg_001,Please send extra snacks,PUBLISHED,2026-04-01T09:00:00-04:00,2026-02-12T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/1
course_montessori,ann_bg_002,Reading log reminder,PUBLISHED,2026-06-26T09:00:00-04:00,2026-01-22T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/2
course_montessori,ann_bg_003,Please send extra snacks,PUBLISHED,2026-04-22T09:00:00-04:00,2026-01-18T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/3
course_montessori,ann_bg_004,Parent-teacher conferences,PUBLISHED,2026-08-05T09:00:00-04:00,2026-06-08T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/4
course_montessori,ann_bg_005,Holiday party sign-up,PUBLISHED,2026-08-04T09:00:00-04:00,2026-02-03T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/5
course_montessori,ann_bg_006,Holiday party sign-up,PUBLISHED,2026-09-03T09:00:00-04:00,2026-02-25T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/6
course_montessori,ann_bg_007,Parent-teacher conferences,PUBLISHED,2026-07-28T09:00:00-04:00,2026-07-18T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/7
course_montessori,ann_bg_008,Field trip permission slips due,PUBLISHED,2026-06-03T09:00:00-04:00,2026-01-12T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/8
course_montessori,ann_bg_009,Reading log reminder,PUBLISHED,2026-08-21T09:00:00-04:00,2026-08-24T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/9
course_montessori,ann_bg_010,Reading log reminder,PUBLISHED,2026-06-05T09:00:00-04:00,2026-09-12T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/10
course_montessori,ann_bg_011,Please send extra snacks,PUBLISHED,2026-09-07T09:00:00-04:00,2026-07-19T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/11
course_montessori,ann_bg_012,Please send extra snacks,PUBLISHED,2026-05-15T09:00:00-04:00,2026-02-03T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/12
course_montessori,ann_bg_013,Picture day next week,PUBLISHED,2026-09-01T09:00:00-04:00,2026-06-26T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/13
course_montessori,ann_bg_014,Parent-teacher conferences,PUBLISHED,2026-03-23T09:00:00-04:00,2026-03-24T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/14
course_montessori,ann_bg_015,Field trip permission slips due,PUBLISHED,2026-06-16T09:00:00-04:00,2026-01-27T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/15
course_montessori,ann_bg_016,Please send extra snacks,PUBLISHED,2026-03-20T09:00:00-04:00,2026-05-14T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/16
course_montessori,ann_bg_017,Holiday party sign-up,PUBLISHED,2026-07-20T09:00:00-04:00,2026-07-07T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/17
course_montessori,ann_bg_018,Parent-teacher conferences,PUBLISHED,2026-05-21T09:00:00-04:00,2026-05-04T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/18
course_montessori,ann_bg_019,Reading log reminder,PUBLISHED,2026-09-01T09:00:00-04:00,2026-05-20T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/19
course_montessori,ann_bg_020,Field trip permission slips due,PUBLISHED,2026-02-25T09:00:00-04:00,2026-09-27T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/20
course_montessori,ann_bg_021,Show and tell Friday,PUBLISHED,2026-08-12T09:00:00-04:00,2026-09-23T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/21
course_montessori,ann_bg_022,Field trip permission slips due,PUBLISHED,2026-09-23T09:00:00-04:00,2026-09-24T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/22
course_montessori,ann_bg_023,Parent-teacher conferences,PUBLISHED,2026-03-25T09:00:00-04:00,2026-02-09T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/23
course_montessori,ann_bg_024,Show and tell Friday,PUBLISHED,2026-09-24T09:00:00-04:00,2026-04-21T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/24
course_montessori,ann_bg_025,Picture day next week,PUBLISHED,2026-01-04T09:00:00-04:00,2026-03-20T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/25
course_montessori,ann_bg_026,Reading log reminder,PUBLISHED,2026-07-15T09:00:00-04:00,2026-08-25T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/26
course_montessori,ann_bg_027,Show and tell Friday,PUBLISHED,2026-04-11T09:00:00-04:00,2026-08-05T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/27
course_montessori,ann_bg_028,Field trip permission slips due,PUBLISHED,2026-01-02T09:00:00-04:00,2026-07-03T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/28
course_montessori,ann_bg_029,Picture day next week,PUBLISHED,2026-03-18T09:00:00-04:00,2026-08-07T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/29
course_montessori,ann_bg_030,Show and tell Friday,PUBLISHED,2026-03-23T09:00:00-04:00,2026-02-04T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/30
course_montessori,ann_bg_031,Picture day next week,PUBLISHED,2026-05-28T09:00:00-04:00,2026-09-04T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/31
course_montessori,ann_bg_032,Holiday party sign-up,PUBLISHED,2026-09-27T09:00:00-04:00,2026-07-20T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/32
course_montessori,ann_bg_033,Holiday party sign-up,PUBLISHED,2026-06-20T09:00:00-04:00,2026-02-26T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/33
course_montessori,ann_bg_034,Please send extra snacks,PUBLISHED,2026-03-03T09:00:00-04:00,2026-03-22T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/34
course_montessori,ann_bg_035,Parent-teacher conferences,PUBLISHED,2026-05-17T09:00:00-04:00,2026-08-05T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/35
course_montessori,ann_bg_036,Reading log reminder,PUBLISHED,2026-08-25T09:00:00-04:00,2026-08-18T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/36
course_montessori,ann_bg_037,Parent-teacher conferences,PUBLISHED,2026-05-28T09:00:00-04:00,2026-08-10T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/37
course_montessori,ann_bg_038,Reading log reminder,PUBLISHED,2026-05-06T09:00:00-04:00,2026-09-14T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/38
course_montessori,ann_bg_039,Please send extra snacks,PUBLISHED,2026-06-06T09:00:00-04:00,2026-09-15T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/39
course_montessori,ann_bg_040,Reading log reminder,PUBLISHED,2026-02-06T09:00:00-04:00,2026-01-04T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/40
course_montessori,ann_bg_041,Field trip permission slips due,PUBLISHED,2026-07-09T09:00:00-04:00,2026-03-15T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/41
course_montessori,ann_bg_042,Please send extra snacks,PUBLISHED,2026-08-21T09:00:00-04:00,2026-09-09T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/42
course_montessori,ann_bg_043,Please send extra snacks,PUBLISHED,2026-05-11T09:00:00-04:00,2026-02-17T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/43
course_montessori,ann_bg_044,Holiday party sign-up,PUBLISHED,2026-09-23T09:00:00-04:00,2026-06-10T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/44
course_montessori,ann_bg_045,Field trip permission slips due,PUBLISHED,2026-04-05T09:00:00-04:00,2026-08-15T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/45
course_montessori,ann_bg_046,Field trip permission slips due,PUBLISHED,2026-04-28T09:00:00-04:00,2026-07-06T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/46
course_montessori,ann_bg_047,Field trip permission slips due,PUBLISHED,2026-07-08T09:00:00-04:00,2026-04-16T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/47
course_montessori,ann_bg_048,Picture day next week,PUBLISHED,2026-01-05T09:00:00-04:00,2026-09-28T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/48
course_montessori,ann_bg_049,Show and tell Friday,PUBLISHED,2026-01-19T09:00:00-04:00,2026-06-22T09:00:00-04:00,teacher_brighthorizons,https://classroom.google.com/a/49
