id,name,desc,id_board,id_list,pos,due,closed,member_ids,labels
62d0000000002000,Thompson task 0,Action item 0,60b0000000001000,61c0000000000500,16384,,false,,strategy
62d0000000002001,Delacroix task 1,Action item 1,60b0000000001001,61c0000000000501,32768,2025-10-20T13:00:00Z,false,5f1a0000000000101,engineering
62d0000000002002,Boudreaux task 2,Action item 2,60b0000000001002,61c0000000000502,49152,2025-10-20T14:00:00Z,false,,ux
62d0000000002003,Arceneaux task 3,Action item 3,60b0000000001003,61c0000000000503,65536,,false,5f1a0000000000103,strategy
62d0000000002004,Fontaine task 4,Action item 4,60b0000000001004,61c0000000000500,16384,2025-10-20T16:00:00Z,false,,engineering
62d0000000002005,Guidry task 5,Action item 5,60b0000000001005,61c0000000000501,32768,2025-10-20T17:00:00Z,false,5f1a0000000000105,ux
62d0000000002006,Hebert task 6,Action item 6,60b0000000001006,61c0000000000502,49152,,false,,strategy
62d0000000002007,Landry task 7,Action item 7,60b0000000001007,61c0000000000503,65536,2025-10-20T19:00:00Z,false,5f1a0000000000107,engineering
62d0000000002008,Maddox task 8,Action item 8,60b0000000001008,61c0000000000500,16384,2025-10-20T20:00:00Z,false,,ux
62d0000000002009,Naquin task 9,Action item 9,60b0000000001009,61c0000000000501,32768,,false,5f1a0000000000109,strategy
62d0000000002010,Ortega task 10,Action item 10,60b0000000001010,61c0000000000502,49152,2025-10-20T22:00:00Z,false,,engineering
62d0000000002011,Prejean task 11,Action item 11,60b0000000001011,61c0000000000503,65536,2025-10-20T23:00:00Z,false,5f1a0000000000111,ux
62d0000000002012,Robicheaux task 12,Action item 12,60b0000000001012,61c0000000000500,16384,,false,,strategy
62d0000000002013,Savoy task 13,Action item 13,60b0000000001013,61c0000000000501,32768,2025-10-21T01:00:00Z,false,5f1a0000000000113,engineering
62d0000000002014,Trahan task 14,Action item 14,60b0000000001014,61c0000000000502,49152,2025-10-21T02:00:00Z,false,,ux
62d0000000002015,Vidrine task 15,Action item 15,60b0000000001015,61c0000000000503,65536,,false,5f1a0000000000115,strategy
62d0000000002016,Whitfield task 16,Action item 16,60b0000000001000,61c0000000000500,16384,2025-10-21T04:00:00Z,false,,engineering
62d0000000002017,Aucoin task 17,Action item 17,60b0000000001001,61c0000000000501,32768,2025-10-21T05:00:00Z,false,5f1a0000000000101,ux
62d0000000002018,Babineaux task 18,Action item 18,60b0000000001002,61c0000000000502,49152,,false,,strategy
62d0000000002019,Comeaux task 19,Action item 19,60b0000000001003,61c0000000000503,65536,2025-10-21T07:00:00Z,false,5f1a0000000000103,engineering
62d0000000002020,Thompson task 20,Action item 20,60b0000000001004,61c0000000000500,16384,2025-10-21T08:00:00Z,false,,ux
62d0000000002021,Delacroix task 21,Action item 21,60b0000000001005,61c0000000000501,32768,,false,5f1a0000000000105,strategy
62d0000000002022,Boudreaux task 22,Action item 22,60b0000000001006,61c0000000000502,49152,2025-10-21T10:00:00Z,false,,engineering
62d0000000002023,Arceneaux task 23,Action item 23,60b0000000001007,61c0000000000503,65536,2025-10-21T11:00:00Z,false,5f1a0000000000107,ux
62d0000000002024,Fontaine task 24,Action item 24,60b0000000001008,61c0000000000500,16384,,false,,strategy
62d0000000002025,Guidry task 25,Action item 25,60b0000000001009,61c0000000000501,32768,2025-10-21T13:00:00Z,false,5f1a0000000000109,engineering
62d0000000002026,Hebert task 26,Action item 26,60b0000000001010,61c0000000000502,49152,2025-10-21T14:00:00Z,false,,ux
62d0000000002027,Landry task 27,Action item 27,60b0000000001011,61c0000000000503,65536,,false,5f1a0000000000111,strategy
62d0000000002028,Maddox task 28,Action item 28,60b0000000001012,61c0000000000500,16384,2025-10-21T16:00:00Z,false,,engineering
62d0000000002029,Naquin task 29,Action item 29,60b0000000001013,61c0000000000501,32768,2025-10-21T17:00:00Z,false,5f1a0000000000113,ux
62d0000000002030,Ortega task 30,Action item 30,60b0000000001014,61c0000000000502,49152,,false,,strategy
62d0000000002031,Prejean task 31,Action item 31,60b0000000001015,61c0000000000503,65536,2025-10-21T19:00:00Z,false,5f1a0000000000115,engineering
62d0000000002032,Robicheaux task 32,Action item 32,60b0000000001000,61c0000000000500,16384,2025-10-21T20:00:00Z,false,,ux
62d0000000002033,Savoy task 33,Action item 33,60b0000000001001,61c0000000000501,32768,,false,5f1a0000000000101,strategy
62d0000000002034,Trahan task 34,Action item 34,60b0000000001002,61c0000000000502,49152,2025-10-21T22:00:00Z,false,,engineering
62d0000000002035,Vidrine task 35,Action item 35,60b0000000001003,61c0000000000503,65536,2025-10-21T23:00:00Z,false,5f1a0000000000103,ux
62d0000000002036,Whitfield task 36,Action item 36,60b0000000001004,61c0000000000500,16384,,false,,strategy
62d0000000002037,Aucoin task 37,Action item 37,60b0000000001005,61c0000000000501,32768,2025-10-22T01:00:00Z,false,5f1a0000000000105,engineering
62d0000000002038,Babineaux task 38,Action item 38,60b0000000001006,61c0000000000502,49152,2025-10-22T02:00:00Z,false,,ux
62d0000000002039,Comeaux task 39,Action item 39,60b0000000001007,61c0000000000503,65536,,false,5f1a0000000000107,strategy
