user_id,name,email,title,is_admin
usr_aw_monday_001,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e001,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e001,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e002,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e002,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e003,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e003,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e004,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e004,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e005,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e005,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e006,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e006,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e007,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e007,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e008,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e008,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e009,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e009,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e010,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e010,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e011,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e011,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e012,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e012,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e013,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e013,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e014,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
usr_nat_monday_001-e014,Nat Taveras,nat.taveras@Finthesiss.ai,Choreographer,false
usr_aw_monday_001-e015,Amanda Webb,amanda.webb@Finthesiss.ai,Studio Owner,true
